time,geo,kpi_bookings,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,paid_social_upper_impressions,paid_social_upper_spend,paid_social_prospecting_impressions,paid_social_prospecting_spend,paid_social_retargeting_impressions,paid_social_retargeting_spend,organic_sessions,email_sends,availability_index,snowfall_index,holiday_flag,adr_price_index,promotional_package
2023-07-03,PN,226,42197.87,186.72,6100000,221619.0,1620.37,126547,774.72,96003,855.99,50994,567.93,2238,4544,0.7836,19.489,0,82.276,1
2023-07-03,NE,204,36882.22,180.8,7400000,206933.0,1528.98,115663,707.35,97029,868.04,34528,384.24,1877,4058,0.7938,24.294,0,82.741,1
2023-07-10,CO,222,47874.89,215.65,5800000,227215.0,1673.08,121415,745.98,89948,803.9,62515,696.37,2553,4553,0.7753,23.35,0,89.306,0
2023-07-10,UT,216,46295.41,214.33,3400000,232038.0,1704.22,102619,627.73,88095,789.0,41409,460.46,2076,4005,0.8404,20.808,0,87.839,0
2023-07-10,CA,220,48367.34,219.85,8200000,239444.0,1758.34,124333,764.11,86143,770.04,64884,721.4,2393,4315,0.7666,18.95,0,86.727,0
2023-07-10,PN,188,35222.03,187.35,6100000,200119.0,1458.59,113581,697.78,77911,694.11,52411,582.1,2226,3883,0.832,18.757,0,87.477,0
2023-07-10,NE,152,29190.7,192.04,7400000,170594.0,1245.85,102153,626.65,72446,648.6,42397,472.54,2013,3470,0.7845,20.202,0,88.677,0
2023-07-17,CO,224,45406.95,202.71,5800000,256201.0,1888.92,108938,667.53,90387,808.34,70299,783.21,2560,4672,0.7527,18.967,0,87.073,0
2023-07-17,UT,194,40235.77,207.4,3400000,218283.0,1620.89,108958,666.95,86310,769.53,53965,600.74,2143,4134,0.7871,18.625,0,88.599,0
2023-07-17,CA,208,42081.71,202.32,8200000,217745.0,1599.22,124905,764.84,87484,782.52,59708,664.03,2363,4437,0.7933,21.186,0,88.435,0
2023-07-17,PN,175,33750.33,192.86,6100000,197172.0,1454.35,100589,613.58,81068,724.68,45960,510.55,2119,3644,0.7697,19.138,0,89.308,0
2023-07-17,NE,163,31536.03,193.47,7400000,162760.0,1199.15,91903,560.98,71381,638.08,31883,354.68,1756,3154,0.7874,24.337,0,87.827,0
2023-07-24,CO,206,47222.77,229.24,5800000,232264.0,1704.1,119263,733.52,95138,851.23,70199,781.61,2631,4503,0.7252,21.151,0,89.518,0
2023-07-24,UT,182,34477.19,189.44,3400000,190099.0,1397.43,112699,691.89,81560,726.16,59491,662.37,2240,3911,0.7406,22.383,0,87.465,0
2023-07-24,CA,216,44827.1,207.53,8200000,217004.0,1591.15,114261,700.97,79328,708.21,52733,587.37,2201,4345,0.7731,17.912,0,88.995,0
2023-07-24,PN,183,41699.29,227.86,6100000,178459.0,1309.23,97413,597.79,70695,630.63,46522,516.49,2062,3709,0.7645,20.261,0,88.823,0
2023-07-24,NE,156,35167.78,225.43,7400000,173368.0,1275.27,84514,521.13,67755,605.09,32085,356.89,1717,3207,0.7447,20.891,0,87.603,0
2023-07-31,CO,200,41600.82,208.0,5800000,218627.0,1613.85,138185,848.62,99336,888.77,59032,656.44,2438,4346,0.747,19.09,0,87.404,0
2023-07-31,UT,196,42476.06,216.71,3400000,211981.0,1552.89,96712,591.3,83562,747.78,49269,549.11,2298,3974,0.7353,18.33,0,88.501,0
2023-07-31,CA,191,39754.15,208.14,8200000,211069.0,1555.93,112519,692.53,86073,770.46,58462,649.1,2447,4090,0.7639,16.647,0,87.951,0
2023-07-31,PN,177,33944.75,191.78,6100000,195010.0,1436.37,89646,550.62,73639,659.3,43044,478.88,2056,3669,0.7211,16.387,0,88.995,0
2023-07-31,NE,144,33574.64,233.16,7400000,157092.0,1147.55,84518,515.77,76673,684.9,35096,390.18,1743,3226,0.7092,22.122,0,89.731,0
2023-08-07,CO,233,48608.75,208.62,5800000,233458.0,1718.3,124559,766.47,95889,858.8,70714,787.42,2552,4617,0.7214,16.551,0,87.722,0
2023-08-07,UT,170,36080.59,212.24,3400000,181161.0,1336.1,115146,709.17,76126,680.59,48990,544.95,2060,3895,0.749,17.335,0,89.627,0
2023-08-07,CA,194,40781.52,210.21,8200000,208748.0,1545.27,110887,684.19,88257,786.07,52502,585.49,2203,3980,0.6925,19.734,0,90.892,0
2023-08-07,PN,174,33530.42,192.7,6100000,190291.0,1414.48,102856,630.68,68860,613.77,45478,506.74,1931,3843,0.7233,22.079,0,89.628,0
2023-08-07,NE,160,30141.33,188.38,7400000,182525.0,1341.91,88830,546.21,61926,551.96,38843,432.12,1821,3306,0.7479,20.471,0,88.205,0
2023-08-14,CO,207,43337.33,209.36,5800000,220909.0,1616.0,136011,833.18,83187,742.58,55966,622.34,2317,4415,0.6658,16.312,0,91.321,0
2023-08-14,UT,195,39315.46,201.62,3400000,189456.0,1388.97,117294,718.71,78480,702.39,54688,609.47,2192,3804,0.6601,23.135,0,89.448,0
2023-08-14,CA,189,42575.77,225.27,8200000,217686.0,1600.91,111187,677.06,77472,691.62,64078,712.97,2321,4049,0.6627,22.009,0,91.421,0
2023-08-14,PN,175,38677.33,221.01,6100000,190505.0,1406.65,106270,651.92,82218,734.37,41585,462.6,1884,3448,0.6941,23.358,0,91.526,0
2023-08-14,NE,155,32102.58,207.11,7400000,172945.0,1261.09,101931,625.84,73395,655.59,33910,377.42,1673,3159,0.6995,20.05,0,89.475,0
2023-08-21,CO,206,41339.6,200.68,5800000,215450.0,1574.41,125951,768.4,92144,824.6,60428,671.36,2473,4216,0.6836,15.764,0,89.956,0
2023-08-21,UT,168,32086.57,190.99,3400000,193330.0,1428.47,109292,672.91,74892,669.86,45608,507.57,2005,4054,0.6861,22.05,0,89.916,0
2023-08-21,CA,185,35203.13,190.29,8200000,197559.0,1452.63,98892,607.62,79603,710.04,59223,659.61,2278,4253,0.6735,15.434,0,90.215,0
2023-08-21,PN,160,36650.4,229.06,6100000,168610.0,1240.57,101361,621.31,77660,695.27,38041,423.54,2073,3344,0.7135,18.445,0,90.232,0
2023-08-21,NE,160,32782.3,204.89,7400000,165701.0,1215.15,89002,542.85,62203,555.83,33838,377.05,1730,3093,0.6841,19.173,0,91.929,0
2023-08-28,CO,211,43454.09,205.94,5800000,232507.0,1713.97,114056,696.97,87395,777.87,68548,762.58,2580,4353,0.6407,19.117,0,93.524,0
2023-08-28,UT,185,43624.48,235.81,3400000,194480.0,1438.63,102679,631.64,70346,629.04,44469,495.86,2020,3804,0.6903,18.924,0,92.22,0
2023-08-28,CA,178,41457.41,232.91,8200000,192255.0,1419.8,113752,697.42,89140,795.62,64475,716.57,2431,3821,0.6652,15.102,0,92.435,0
2023-08-28,PN,154,35559.42,230.91,6100000,183533.0,1352.96,103406,634.6,65078,581.61,46668,518.56,2099,3659,0.6774,20.418,0,92.603,0
2023-08-28,NE,155,37510.94,242.01,7400000,166937.0,1215.11,86687,528.32,68536,610.7,31635,351.85,1754,3348,0.6212,18.599,0,94.05,0
2023-09-04,CO,220,46519.91,211.45,5800000,284665.0,2121.77,130911,801.55,103744,927.02,57207,636.96,2521,4460,0.5916,16.963,1,97.607,0
2023-09-04,UT,211,45449.06,215.4,3400000,245306.0,1810.5,98262,601.15,86806,775.51,51296,570.72,2245,4124,0.5987,22.698,1,97.01,0
2023-09-04,CA,222,51097.87,230.17,8200000,265619.0,1958.35,115827,712.46,93601,836.26,66863,744.13,2429,4537,0.6148,15.66,1,97.127,0
2023-09-04,PN,211,46646.55,221.07,6100000,234515.0,1720.5,104249,641.24,84164,751.0,49769,553.27,2341,3518,0.6051,21.17,1,99.836,0
2023-09-04,NE,168,40522.24,241.2,7400000,209721.0,1546.18,82800,505.87,68598,610.72,31171,346.84,1825,3305,0.5821,21.122,1,97.18,0
2023-09-11,CO,203,42350.42,208.62,5800000,225782.0,1663.2,124719,763.89,80254,717.88,62044,689.71,2660,4174,0.6044,18.143,0,94.663,0
2023-09-11,UT,161,39442.99,244.99,3400000,193772.0,1429.51,108700,667.78,75351,672.84,60234,669.76,2401,3549,0.5611,19.905,0,94.998,0
2023-09-11,CA,191,39163.72,205.05,8200000,226168.0,1670.25,112600,687.52,81797,732.58,54247,603.01,2225,4028,0.576,18.469,0,95.066,0
2023-09-11,PN,160,34690.55,216.82,6100000,187334.0,1386.2,107259,660.31,74254,662.84,40168,447.29,2079,3577,0.5633,22.558,0,94.339,0
2023-09-11,NE,144,35306.73,245.19,7400000,164933.0,1217.91,99034,608.81,70824,633.56,39228,436.53,1980,3332,0.5691,16.062,0,94.863,0
2023-09-18,CO,206,44294.07,215.02,5800000,235133.0,1751.25,132583,813.14,88181,789.64,65175,724.28,2362,4489,0.5732,18.655,0,96.898,0
2023-09-18,UT,179,44506.08,248.64,3400000,185045.0,1360.08,104835,640.3,78591,704.72,51637,574.3,2300,3885,0.5395,19.02,0,97.029,0
2023-09-18,CA,187,41136.32,219.98,8200000,200934.0,1482.5,101070,621.09,84247,751.98,57621,641.17,2368,4259,0.5612,14.648,0,95.734,0
2023-09-18,PN,178,38761.38,217.76,6100000,195326.0,1427.65,102153,630.72,75217,674.5,41712,463.15,2068,3691,0.544,20.89,0,98.066,0
2023-09-18,NE,148,30608.86,206.82,7400000,178356.0,1312.4,83673,511.44,65079,580.95,32118,357.31,1872,3367,0.5664,21.975,0,96.354,0
2023-09-25,CO,197,48961.5,248.54,5800000,229132.0,1694.84,124786,769.94,85860,764.87,61610,684.49,2567,4232,0.5286,20.151,0,98.122,0
2023-09-25,UT,173,41935.34,242.4,3400000,203416.0,1512.93,107142,660.96,82793,741.79,56521,628.82,2367,3664,0.5698,20.253,0,98.646,0
2023-09-25,CA,181,42558.72,235.13,8200000,225672.0,1647.64,111331,677.86,87043,776.05,54596,607.52,2321,4023,0.5904,17.398,0,98.482,0
2023-09-25,PN,172,37149.4,215.98,6100000,188929.0,1385.43,93757,572.36,75973,681.64,39236,436.55,1994,3686,0.5806,15.168,0,97.5,0
2023-09-25,NE,156,39542.83,253.48,7400000,182078.0,1345.06,82012,501.81,69065,618.46,33575,373.91,1933,3305,0.5706,21.888,0,98.134,0
2023-10-02,CO,216,46445.66,215.03,5800000,221698.0,1628.65,132230,810.32,95915,855.14,59868,666.34,2579,4200,0.5767,18.292,0,98.539,0
2023-10-02,UT,172,42344.81,246.19,3400000,195798.0,1457.71,116991,716.31,83582,746.39,54428,605.56,2360,3988,0.5503,19.43,0,101.76,0
2023-10-02,CA,185,47126.19,254.74,8200000,218915.0,1607.63,109950,678.64,82911,742.96,48790,542.39,2214,4152,0.5524,20.443,0,101.021,0
2023-10-02,PN,172,36746.93,213.64,6100000,181134.0,1336.72,100418,613.46,80611,720.91,44178,492.5,2160,3803,0.5837,17.452,0,100.196,0
2023-10-02,NE,149,37766.33,253.47,7400000,171698.0,1270.09,97137,594.79,68673,613.14,31607,351.75,1985,3329,0.5286,22.21,0,99.1,0
2023-10-09,CO,182,47864.22,262.99,5800000,226476.0,1663.75,133320,820.3,102955,920.31,61909,690.1,2571,4199,0.544,19.878,0,102.982,0
2023-10-09,UT,177,43356.67,244.95,3400000,189149.0,1394.57,95556,585.28,72763,649.35,47041,523.43,2188,3756,0.5738,22.648,0,101.941,0
2023-10-09,CA,207,48329.21,233.47,8200000,219164.0,1620.96,119644,737.61,88595,790.0,69938,778.29,2621,4431,0.5767,19.815,0,100.679,0
2023-10-09,PN,171,43545.52,254.65,6100000,176737.0,1305.88,104497,638.23,77841,696.88,43524,483.63,2064,3487,0.539,21.489,0,102.737,0
2023-10-09,NE,139,35005.29,251.84,7400000,157583.0,1161.12,86320,527.81,74774,668.25,34597,385.24,1794,3123,0.5571,18.559,0,102.971,0
2023-10-16,CO,203,53387.77,262.99,5800000,234247.0,1724.09,127963,782.65,92863,831.04,69598,774.49,2624,4524,0.5648,15.729,0,104.332,0
2023-10-16,UT,202,51005.67,252.5,3400000,222541.0,1633.32,106463,650.34,72744,650.1,53334,593.64,2453,4266,0.5075,18.934,0,104.817,0
2023-10-16,CA,182,43692.26,240.07,8200000,201083.0,1474.44,108319,661.04,96663,863.63,59955,667.64,2380,4007,0.5007,16.15,0,104.088,0
2023-10-16,PN,176,41077.41,233.39,6100000,194833.0,1435.37,107383,657.89,78207,699.27,39859,443.42,2027,3982,0.5424,15.908,0,103.229,0
2023-10-16,NE,156,38417.3,246.26,7400000,170732.0,1266.69,93523,576.12,71537,640.6,34027,378.96,2032,3332,0.5233,17.822,0,105.035,0
2023-10-23,CO,224,48221.69,215.28,5800000,256008.0,1870.9,115828,712.97,95522,856.04,63144,702.49,2581,5714,0.5352,20.677,0,99.747,1
2023-10-23,UT,193,48933.49,253.54,3400000,204611.0,1507.59,109791,670.94,94335,842.4,54048,601.81,2644,5128,0.5378,22.249,0,98.144,1
2023-10-23,CA,216,54740.69,253.43,8200000,225849.0,1672.56,130695,801.52,100332,896.28,54793,610.18,2436,5280,0.5183,15.645,0,99.621,1
2023-10-23,PN,208,49413.56,237.57,6100000,228473.0,1680.94,105374,650.67,83816,747.38,47196,525.46,2403,4849,0.5353,16.484,0,98.349,1
2023-10-23,NE,166,38802.71,233.75,7400000,191737.0,1414.35,101827,625.93,77666,694.68,44862,499.11,2102,4000,0.5672,16.181,0,98.089,1
2023-10-30,CO,208,54731.21,263.13,5800000,231450.0,1704.92,126151,773.26,100915,901.09,71164,791.73,2734,4937,0.5529,20.919,0,106.138,0
2023-10-30,UT,181,41823.38,231.07,3400000,209158.0,1538.62,111127,684.55,79689,710.71,53139,591.63,2208,4243,0.5817,18.638,0,106.846,0
2023-10-30,CA,206,55346.69,268.67,8200000,234139.0,1721.15,110852,684.09,95907,859.12,62049,690.85,2757,4425,0.5398,22.38,0,105.892,0
2023-10-30,PN,174,41392.45,237.89,6100000,205098.0,1508.51,114947,705.93,81110,724.2,39759,442.45,2061,3734,0.5748,17.839,0,106.463,0
2023-10-30,NE,154,41160.86,267.28,7400000,188200.0,1397.2,83532,513.89,69825,624.18,39551,440.04,2017,3355,0.5419,21.429,0,106.697,0
2023-11-06,CO,223,55316.92,248.06,5800000,261272.0,1910.73,126784,779.81,94867,848.52,64394,717.41,2709,4896,0.5852,30.198,0,107.379,0
2023-11-06,UT,195,55030.48,282.21,3400000,219171.0,1596.59,122567,751.02,97092,867.83,52978,590.09,2425,4286,0.5412,35.939,0,110.139,0
2023-11-06,CA,211,49410.55,234.17,8200000,232101.0,1722.93,119839,731.46,92600,827.69,57564,639.31,2733,4728,0.5484,25.737,0,108.225,0
2023-11-06,PN,183,51226.07,279.92,6100000,200334.0,1458.92,102112,628.91,81664,731.91,47253,525.28,2419,3846,0.5477,28.751,0,109.903,0
2023-11-06,NE,168,42572.93,253.41,7400000,190475.0,1394.56,82929,506.61,73458,655.53,39878,444.1,2117,3610,0.5656,31.933,0,108.677,0
2023-11-13,CO,238,65614.18,275.69,5800000,273467.0,2003.45,118835,731.36,92457,825.84,65901,734.62,2821,5021,0.5382,33.676,0,109.438,0
2023-11-13,UT,192,48773.31,254.03,3400000,216694.0,1590.28,114248,699.01,96394,860.67,47672,531.73,2294,4141,0.5218,35.701,0,109.276,0
2023-11-13,CA,206,49866.33,242.07,8200000,242446.0,1800.0,106362,652.85,98687,880.03,56151,624.6,2801,4392,0.5518,27.088,0,109.058,0
2023-11-13,PN,164,44883.66,273.68,6100000,217292.0,1601.79,100120,613.13,83196,745.74,50869,566.41,2443,3761,0.5228,31.502,0,110.357,0
2023-11-13,NE,157,44196.15,281.5,7400000,180915.0,1317.16,91519,564.32,73486,653.58,37557,417.23,1928,3372,0.5314,35.4,0,110.072,0
2023-11-20,CO,312,88192.88,282.67,5800000,346620.0,2546.1,155028,946.59,156440,1398.49,97438,1085.2,3485,6875,0.6035,36.877,1,109.217,1
2023-11-20,UT,293,80203.48,273.73,3400000,314416.0,2338.48,143959,885.54,126220,1130.33,68554,762.19,3128,5998,0.6106,40.26,1,108.233,1
2023-11-20,CA,303,73161.83,241.46,8200000,341470.0,2491.5,149029,914.07,135094,1205.25,69941,778.47,3251,6045,0.5615,27.402,1,108.632,1
2023-11-20,PN,276,63922.71,231.6,6100000,323021.0,2377.45,125296,763.56,128190,1146.31,59035,657.27,2946,5642,0.5896,35.582,1,110.153,1
2023-11-20,NE,217,59872.86,275.91,7400000,237681.0,1748.3,113017,695.76,117144,1046.42,46598,518.2,2522,4799,0.5791,38.672,1,108.495,1
2023-11-27,CO,252,73180.82,290.4,5800000,321185.0,2367.65,129775,791.52,106232,949.56,74795,831.32,2934,5083,0.5634,42.804,1,117.531,0
2023-11-27,UT,255,69305.4,271.79,3400000,294654.0,2178.83,112426,688.0,93182,832.12,66489,741.35,2995,4808,0.6136,44.619,1,116.627,0
2023-11-27,CA,240,66732.42,278.05,8200000,284998.0,2107.19,118893,732.57,96791,865.51,77715,865.04,3034,5207,0.6214,27.544,1,118.289,0
2023-11-27,PN,234,63975.76,273.4,6100000,270870.0,2011.6,98103,598.74,87562,782.28,50573,562.91,2369,4122,0.5694,37.241,1,118.49,0
2023-11-27,NE,210,58682.72,279.44,7400000,257540.0,1879.84,107436,658.73,77901,693.84,43871,487.62,2195,3888,0.5968,37.264,1,116.156,0
2023-12-04,CO,287,77825.16,271.17,5800000,305665.0,2283.44,162446,989.5,140476,1258.46,81850,911.11,3390,6103,0.641,46.049,0,105.798,1
2023-12-04,UT,243,58521.13,240.83,3400000,251309.0,1859.1,122286,752.27,123026,1095.63,63121,703.58,3012,5642,0.6518,46.815,0,107.01,1
2023-12-04,CA,263,71715.96,272.68,8200000,290220.0,2143.91,149217,911.0,128130,1147.03,78631,875.38,3467,6484,0.6986,31.527,0,107.85,1
2023-12-04,PN,228,62736.72,275.16,6100000,250529.0,1860.21,130818,806.32,120135,1072.21,55075,612.39,2875,5078,0.6837,37.106,0,106.293,1
2023-12-04,NE,211,50967.63,241.55,7400000,226293.0,1672.14,128900,791.45,104647,935.7,39066,434.62,2329,5053,0.6414,38.099,0,107.054,1
2023-12-11,CO,236,70044.76,296.8,5800000,253718.0,1851.0,138614,855.89,104166,931.91,78658,875.5,3249,5577,0.6424,45.503,0,115.161,0
2023-12-11,UT,228,56632.12,248.39,3400000,248605.0,1831.65,119000,733.05,100602,898.14,59983,666.76,2972,4352,0.7112,44.293,0,114.736,0
2023-12-11,CA,228,65293.44,286.37,8200000,255328.0,1863.5,129860,794.9,105526,944.6,60425,672.15,3067,5300,0.6583,31.969,0,113.396,0
2023-12-11,PN,212,63405.6,299.08,6100000,246146.0,1811.19,102894,630.01,93861,839.16,62467,694.76,2805,4224,0.6529,38.432,0,115.794,0
2023-12-11,NE,176,52662.77,299.22,7400000,202271.0,1470.97,96142,588.07,84608,755.05,38010,423.26,2216,4170,0.6453,45.298,0,115.162,0
2023-12-18,CO,250,66524.81,266.1,5800000,279347.0,2066.53,138878,853.25,114456,1022.61,71479,796.1,3404,5227,0.7071,49.907,0,115.807,0
2023-12-18,UT,226,62486.03,276.49,3400000,249019.0,1824.36,128147,786.24,95380,852.04,62889,699.94,3063,4559,0.6935,49.832,0,116.225,0
2023-12-18,CA,230,66579.55,289.48,8200000,266559.0,1961.75,107516,658.9,100068,893.86,83418,928.32,3209,4812,0.6868,36.665,0,113.415,0
2023-12-18,PN,198,50950.34,257.32,6100000,234984.0,1743.98,111014,680.57,97336,868.96,47719,530.69,2554,4691,0.72,41.26,0,113.967,0
2023-12-18,NE,181,47628.21,263.14,7400000,205949.0,1523.44,92204,562.55,86800,776.55,45831,510.16,2513,3851,0.7121,47.023,0,113.418,0
2023-12-25,CO,301,88628.3,294.45,5800000,345402.0,2542.12,148287,913.38,111535,994.44,67012,745.95,3331,5681,0.7276,52.889,1,118.713,0
2023-12-25,UT,272,78793.04,289.68,3400000,319547.0,2370.48,106573,650.35,103805,924.61,67323,749.38,3446,5258,0.7212,49.855,1,119.171,0
2023-12-25,CA,282,84467.07,299.53,8200000,354229.0,2616.5,129194,794.42,114992,1028.91,87961,977.08,3653,5411,0.7055,42.524,1,121.294,0
2023-12-25,PN,267,82752.42,309.93,6100000,317853.0,2336.64,113255,695.1,95756,852.87,55719,619.63,2824,4520,0.708,42.901,1,120.901,0
2023-12-25,NE,217,61246.5,282.24,7400000,269313.0,2002.47,96538,590.37,97501,872.05,52962,589.16,2671,4341,0.7115,46.302,1,118.464,0
2024-01-01,CO,375,107212.77,285.9,5800000,413010.0,3025.72,182811,1118.31,142009,1267.3,88411,983.69,4292,7767,0.7522,61.693,1,114.974,1
2024-01-01,UT,305,75234.88,246.67,3400000,348700.0,2556.16,150096,921.55,130726,1165.5,60016,667.71,3328,6821,0.7647,60.294,1,114.25,1
2024-01-01,CA,334,97043.88,290.55,8200000,386825.0,2855.39,137108,838.92,147851,1317.71,81824,908.7,3673,7192,0.7497,40.176,1,112.856,1
2024-01-01,PN,282,74588.35,264.5,6100000,331309.0,2442.18,115586,708.95,131012,1170.97,63166,702.12,3466,5900,0.7608,50.09,1,115.564,1
2024-01-01,NE,268,74353.02,277.44,7400000,318555.0,2336.48,109443,668.3,126275,1128.65,54050,601.55,2983,5922,0.7159,53.558,1,115.412,1
2024-01-08,CO,277,78373.33,282.94,5800000,298815.0,2206.24,128727,791.35,121561,1084.56,71717,798.47,3303,5334,0.7928,63.79,0,114.051,0
2024-01-08,UT,244,71399.19,292.62,3400000,257089.0,1889.42,118423,728.12,104323,931.73,65879,732.96,3270,5103,0.751,61.748,0,114.688,0
2024-01-08,CA,250,68442.05,273.77,8200000,283246.0,2076.49,120692,738.51,110678,986.86,74108,825.32,3093,5158,0.7361,45.652,0,116.261,0
2024-01-08,PN,227,57249.96,252.2,6100000,257024.0,1890.97,113666,698.69,104405,934.19,53208,592.7,2917,4357,0.7735,48.169,0,114.256,0
2024-01-08,NE,189,48843.53,258.43,7400000,209454.0,1543.8,94157,580.22,81070,722.49,51346,570.97,2571,4062,0.7273,50.936,0,115.345,0
2024-01-15,CO,271,70101.55,258.68,5800000,291929.0,2161.27,132878,813.5,124635,1110.76,90859,1010.9,3623,5409,0.783,66.271,0,116.91,0
2024-01-15,UT,249,70510.19,283.17,3400000,272925.0,2020.66,105904,650.1,118619,1059.06,68916,765.28,3197,4793,0.8054,60.612,0,116.82,0
2024-01-15,CA,272,78429.28,288.34,8200000,282369.0,2062.95,114663,706.15,112625,1008.16,82011,911.89,3215,5074,0.7629,46.868,0,116.789,0
2024-01-15,PN,241,64951.6,269.51,6100000,250421.0,1852.72,95575,587.75,91300,814.52,56603,630.77,2868,4619,0.7919,51.34,0,114.993,0
2024-01-15,NE,186,46548.81,250.26,7400000,220982.0,1646.86,106067,651.28,76887,686.92,51200,570.64,2639,4258,0.7516,53.925,0,116.641,0
2024-01-22,CO,301,87860.38,291.89,5800000,328108.0,2409.28,149379,910.2,124907,1119.47,89872,1000.79,3306,5694,0.8161,70.122,0,114.28,0
2024-01-22,UT,244,67611.82,277.1,3400000,264616.0,1961.25,111314,679.56,99334,886.94,63202,703.44,3070,4820,0.7753,68.452,0,116.518,0
2024-01-22,CA,258,68399.3,265.11,8200000,279481.0,2054.04,128563,792.11,126788,1133.72,66283,737.85,3211,5194,0.7939,49.045,0,114.734,0
2024-01-22,PN,225,63813.96,283.62,6100000,240968.0,1759.06,121614,745.79,103997,928.66,52022,578.32,2818,4927,0.8389,57.145,0,114.383,0
2024-01-22,NE,193,52352.06,271.25,7400000,211806.0,1565.99,83948,515.48,92488,825.55,45491,506.57,2628,4411,0.7849,59.234,0,115.278,0
2024-01-29,CO,275,74721.96,271.72,5800000,289331.0,2119.9,150972,925.85,118972,1066.16,79297,882.09,3619,5759,0.8536,70.484,0,114.806,0
2024-01-29,UT,269,66483.52,247.15,3400000,273535.0,2033.93,112796,692.52,120021,1073.09,67573,752.07,3207,5517,0.8615,66.386,0,113.189,0
2024-01-29,CA,273,73012.14,267.44,8200000,291854.0,2123.66,106858,656.28,117742,1056.14,81714,908.16,3690,5547,0.7917,48.344,0,115.378,0
2024-01-29,PN,230,60485.8,262.98,6100000,253000.0,1870.08,122116,749.43,107421,962.26,64675,718.75,2956,5119,0.8136,58.316,0,114.24,0
2024-01-29,NE,221,65542.25,296.57,7400000,229642.0,1684.92,101250,624.25,82340,734.32,44796,497.53,2485,4368,0.7901,61.738,0,116.474,0
2024-02-05,CO,329,76335.05,232.02,5800000,319438.0,2356.38,195950,1201.09,162047,1448.86,86881,965.77,3783,7520,0.8723,72.748,0,108.249,1
2024-02-05,UT,293,78087.23,266.51,3400000,310527.0,2296.09,121992,747.99,131150,1173.54,71296,792.63,3573,6865,0.8151,68.631,0,107.04,1
2024-02-05,CA,320,84159.74,263.0,8200000,338952.0,2482.59,149220,918.46,142222,1272.0,91113,1014.21,3971,7381,0.8765,51.149,0,109.656,1
2024-02-05,PN,271,67615.91,249.51,6100000,285809.0,2107.17,146396,898.89,127888,1144.1,60878,676.07,3123,6520,0.8578,57.626,0,107.102,1
2024-02-05,NE,250,58071.22,232.28,7400000,252228.0,1848.92,104437,641.71,106723,952.36,53315,592.41,3103,5846,0.8691,64.732,0,107.658,1
2024-02-12,CO,336,90827.84,270.32,5800000,377579.0,2794.85,148760,905.76,137647,1230.97,102922,1143.88,4195,5920,0.8607,72.962,1,119.234,0
2024-02-12,UT,318,96252.31,302.68,3400000,345898.0,2558.32,117950,728.6,128791,1150.88,63423,705.14,3232,5784,0.8693,71.203,1,119.438,0
2024-02-12,CA,318,96438.35,303.27,8200000,386624.0,2834.36,138514,849.76,126907,1137.43,87606,974.88,3973,5833,0.8372,49.956,1,117.966,0
2024-02-12,PN,296,76010.48,256.79,6100000,328646.0,2433.6,115821,712.16,105630,942.39,58891,655.22,3061,5195,0.8744,55.856,1,118.855,0
2024-02-12,NE,255,68960.24,270.43,7400000,290808.0,2121.91,98609,603.88,99407,889.01,61216,681.77,3099,5028,0.8394,61.328,1,118.008,0
2024-02-19,CO,356,93353.18,262.23,5800000,392207.0,2886.73,145216,894.32,133360,1189.05,106829,1190.02,4232,6531,0.8474,79.516,1,115.9,0
2024-02-19,UT,336,98123.08,292.03,3400000,390435.0,2873.67,127398,781.89,118013,1054.97,82783,922.96,3656,5481,0.873,71.331,1,115.947,0
2024-02-19,CA,354,95605.44,270.07,8200000,405012.0,2988.81,120461,737.55,114374,1022.83,98143,1092.2,4051,6166,0.8582,50.449,1,116.46,0
2024-02-19,PN,286,82914.76,289.91,6100000,333839.0,2433.84,105740,647.97,112551,1003.11,71575,796.92,3425,4986,0.9131,60.148,1,116.112,0
2024-02-19,NE,275,75474.5,274.45,7400000,323467.0,2383.06,94127,578.1,103450,922.63,53591,595.41,3130,4497,0.8787,62.516,1,116.016,0
2024-02-26,CO,317,80608.45,254.29,5800000,337950.0,2494.66,153748,943.48,120025,1068.67,91165,1014.95,3885,6372,0.8791,74.74,0,111.649,0
2024-02-26,UT,282,66377.36,235.38,3400000,280847.0,2066.69,115880,713.32,102919,918.82,79326,881.82,3396,5207,0.9259,75.238,0,110.918,0
2024-02-26,CA,273,64109.7,234.83,8200000,302909.0,2233.44,116014,711.67,114326,1023.36,83996,935.99,3419,5834,0.8648,47.282,0,110.153,0
2024-02-26,PN,264,72195.32,273.47,6100000,280756.0,2062.22,106264,651.77,98852,884.54,56191,625.82,3131,4835,0.8649,64.126,0,112.533,0
2024-02-26,NE,208,54764.51,263.29,7400000,225269.0,1658.59,109284,670.15,96956,868.87,44325,492.4,2680,4772,0.8731,68.322,0,111.937,0
2024-03-04,CO,308,87267.0,283.33,5800000,308551.0,2247.27,151671,930.74,125739,1119.08,76975,855.37,3319,6353,0.8291,80.427,0,110.738,0
2024-03-04,UT,275,66642.29,242.34,3400000,282468.0,2080.65,131711,807.98,105938,945.68,57328,637.65,2887,5054,0.8227,77.578,0,109.55,0
