week_start_date,geo,sessions,users,organic_sessions,availability_searches,abandoned_reservations
2025-03-03,CO,26360,20416,3955,717,202
2025-03-03,UT,22845,17516,3472,868,266
2025-03-03,CA,26491,20368,3730,824,254
2025-03-03,PN,22612,17602,3143,753,223
2025-03-03,NE,19592,14407,2873,546,187
2025-03-10,CO,25965,18765,3574,779,191
2025-03-10,UT,23921,16642,3521,804,257
2025-03-10,CA,28646,20168,3303,786,268
2025-03-10,PN,21670,15489,3056,587,189
2025-03-10,NE,19294,14623,2508,466,123
2025-03-17,CO,28954,19983,3738,1045,395
2025-03-17,UT,23930,16686,3278,663,177
2025-03-17,CA,26030,18033,3246,891,333
2025-03-17,PN,23078,15789,3134,838,204
2025-03-17,NE,19996,14354,2613,537,160
2025-03-24,CO,30114,21740,3791,720,228
2025-03-24,UT,23061,17340,3494,630,139
2025-03-24,CA,23757,17098,3329,868,217
2025-03-24,PN,20262,14945,2898,602,182
2025-03-24,NE,19643,13917,2815,735,196
2025-03-31,CO,28111,21567,3863,1072,376
2025-03-31,UT,23045,15989,3138,684,206
2025-03-31,CA,26732,18950,3403,918,207
2025-03-31,PN,21611,16319,3226,884,311
2025-03-31,NE,19251,13655,2886,627,220
2025-04-07,CO,24518,17429,3790,971,327
2025-04-07,UT,21722,16205,3203,890,213
2025-04-07,CA,26575,20277,3488,763,254
2025-04-07,PN,18640,13887,2763,572,210
2025-04-07,NE,18590,13204,2657,716,195
2025-04-14,CO,26415,19971,3736,722,166
2025-04-14,UT,23304,16076,3339,903,322
2025-04-14,CA,24775,17422,3177,780,228
2025-04-14,PN,20163,13848,2972,598,196
2025-04-14,NE,18696,12760,2508,468,151
2025-04-21,CO,26128,18127,3609,993,375
2025-04-21,UT,22089,16367,3182,754,231
2025-04-21,CA,26116,17928,3513,686,183
2025-04-21,PN,21348,15096,2783,742,182
2025-04-21,NE,18752,13677,2468,530,152
2025-04-28,CO,26060,19853,3740,994,376
2025-04-28,UT,22217,16314,3097,645,163
2025-04-28,CA,24464,17792,3220,585,176
2025-04-28,PN,22655,15881,2688,712,256
2025-04-28,NE,18036,13221,2602,512,157
2025-05-05,CO,26876,20832,3626,930,266
2025-05-05,UT,25168,17146,3252,902,218
2025-05-05,CA,22480,15825,3194,841,285
2025-05-05,PN,22706,15884,3012,776,209
2025-05-05,NE,19374,14539,2584,528,129
2025-05-12,CO,26079,18700,3171,751,172
2025-05-12,UT,20851,16005,2845,703,175
2025-05-12,CA,24492,16831,3346,894,311
2025-05-12,PN,20220,14460,2777,774,231
2025-05-12,NE,17904,13793,2596,674,254
2025-05-19,CO,27264,19209,3575,982,319
2025-05-19,UT,21693,15735,3039,666,180
2025-05-19,CA,22210,15143,3268,865,205
2025-05-19,PN,20494,14460,2856,700,171
2025-05-19,NE,17558,12301,2323,437,157
2025-05-26,CO,29286,21169,3502,898,213
2025-05-26,UT,25461,18064,3187,701,216
2025-05-26,CA,24934,17542,3005,827,236
2025-05-26,PN,25071,19034,2771,531,153
2025-05-26,NE,21193,14492,2557,689,217
2025-06-02,CO,27232,20488,3348,814,261
2025-06-02,UT,23482,16701,3077,575,133
2025-06-02,CA,27002,19674,3267,697,236
2025-06-02,PN,21750,15068,3050,655,235
2025-06-02,NE,17448,12025,2648,569,187
2025-06-09,CO,22263,16152,3292,874,308
2025-06-09,UT,20802,15523,2953,579,171
2025-06-09,CA,20714,15958,3086,560,179
2025-06-09,PN,19596,15056,2449,493,179
2025-06-09,NE,16856,12475,2433,607,135
2025-06-16,CO,23719,16395,2871,655,217
2025-06-16,UT,18860,13525,2853,710,262
2025-06-16,CA,22940,17542,3082,681,228
2025-06-16,PN,18359,13729,2705,555,186
2025-06-16,NE,16355,12505,2235,472,137
2025-06-23,CO,23036,17464,2820,741,236
2025-06-23,UT,20492,15836,2725,680,167
2025-06-23,CA,22616,15752,2752,741,256
2025-06-23,PN,18031,13486,2306,520,153
2025-06-23,NE,16993,11787,2187,611,211
2025-06-30,CO,22089,15130,2836,630,189
2025-06-30,UT,18477,12684,2670,663,235
2025-06-30,CA,20055,14557,2606,627,160
2025-06-30,PN,20123,13769,2665,547,131
2025-06-30,NE,16021,11945,2233,404,136
2025-07-07,CO,20234,14955,2956,802,223
2025-07-07,UT,18855,13689,2518,490,112
2025-07-07,CA,21393,15713,2547,753,180
2025-07-07,PN,17211,11863,2273,430,106
2025-07-07,NE,14986,11164,1910,371,95
2025-07-14,CO,22662,16414,2799,802,300
2025-07-14,UT,17922,13780,2324,540,156
2025-07-14,CA,21781,16711,2423,644,172
2025-07-14,PN,16079,12279,2189,595,192
2025-07-14,NE,15238,11381,1918,433,151
2025-07-21,CO,22305,15427,2460,610,208
2025-07-21,UT,20763,14992,2592,634,151
2025-07-21,CA,18725,13399,2374,597,155
2025-07-21,PN,17040,12475,2060,475,108
2025-07-21,NE,13971,9664,1897,499,131
2025-07-28,CO,20664,15788,2659,717,204
2025-07-28,UT,18396,13012,2320,554,175
2025-07-28,CA,19861,13671,2656,516,131
2025-07-28,PN,16995,11857,2145,479,160
2025-07-28,NE,14423,9822,1954,430,150
2025-08-04,CO,21413,16556,2644,561,162
2025-08-04,UT,17333,12660,2168,592,176
2025-08-04,CA,21239,16333,2456,662,232
2025-08-04,PN,15985,12316,2026,469,177
2025-08-04,NE,14466,10851,1988,559,162
2025-08-11,CO,23730,17651,2735,602,187
2025-08-11,UT,18835,13538,2394,521,183
2025-08-11,CA,19821,14477,2496,583,187
2025-08-11,PN,17757,12649,2115,490,131
2025-08-11,NE,16217,11353,2214,588,178
2025-08-18,CO,20529,14181,2584,735,166
2025-08-18,UT,17128,12894,2375,565,153
2025-08-18,CA,19157,13750,2503,682,240
2025-08-18,PN,17847,12839,2106,396,96
2025-08-18,NE,13517,9268,1857,535,148
2025-08-25,CO,21921,15913,2427,626,164
2025-08-25,UT,18749,13156,2172,608,168
2025-08-25,CA,20791,14138,2601,659,171
2025-08-25,PN,18308,13568,2327,483,149
2025-08-25,NE,14218,9974,1975,389,121
2025-09-01,CO,22891,17658,2885,595,162
2025-09-01,UT,22164,15326,2483,488,167
2025-09-01,CA,21113,16288,2886,624,184
2025-09-01,PN,20710,14640,2443,605,204
2025-09-01,NE,17013,11900,2180,428,95
2025-09-08,CO,20418,15653,2854,760,211
2025-09-08,UT,18516,13916,2500,663,214
2025-09-08,CA,19410,13202,2756,516,122
2025-09-08,PN,17668,12648,2328,613,156
2025-09-08,NE,14158,10538,1881,480,147
2025-09-15,CO,20922,15875,2639,572,155
2025-09-15,UT,20199,15098,2573,652,205
2025-09-15,CA,18925,13462,2830,567,186
2025-09-15,PN,15947,11471,2361,653,148
2025-09-15,NE,15999,12360,2164,502,147
2025-09-22,CO,21458,15480,2527,665,190
2025-09-22,UT,18362,13739,2294,463,141
2025-09-22,CA,20967,16084,2564,480,138
2025-09-22,PN,16365,11427,2288,422,154
2025-09-22,NE,14881,10370,2011,440,137
2025-09-29,CO,18556,13960,2798,556,130
2025-09-29,UT,17921,13306,2522,695,236
2025-09-29,CA,20007,14893,2418,556,151
2025-09-29,PN,18950,12982,2252,472,160
2025-09-29,NE,16566,11464,1919,497,144
2025-10-06,CO,20292,15342,2925,782,187
2025-10-06,UT,19057,13128,2607,526,144
2025-10-06,CA,19318,14531,2810,732,256
2025-10-06,PN,17871,12972,2388,539,205
2025-10-06,NE,14907,10251,2123,549,174
2025-10-13,CO,19840,13927,2614,513,171
2025-10-13,UT,18600,14127,2498,525,175
2025-10-13,CA,19657,14829,2734,723,250
2025-10-13,PN,19200,14076,2487,599,191
2025-10-13,NE,17355,11839,2239,485,126
2025-10-20,CO,21381,14548,3070,805,222
2025-10-20,UT,19107,14691,2686,718,213
2025-10-20,CA,19282,13254,2636,680,154
2025-10-20,PN,16667,12624,2300,560,126
2025-10-20,NE,15749,11410,2316,502,132
2025-10-27,CO,21390,15210,3064,793,275
2025-10-27,UT,20534,14622,2501,624,139
2025-10-27,CA,19370,14075,2745,507,117
2025-10-27,PN,17568,12715,2417,537,198
2025-10-27,NE,15601,10980,2112,545,190
