week_start,geo,campaign_name,adset_name,impressions,clicks,amount_spent
2022-11-07,CO,Prospecting | Destination,Destination,57655,845,530.42
2023-08-21,CA,Prospecting | Destination,Destination,42421,565,390.27
2023-08-21,CA,Prospect | Awareness,Awareness,37182,434,319.77
2023-08-21,PN,Prospecting | Destination,Destination,45650,605,419.98
2023-08-21,PN,Prospect | Awareness,Awareness,32011,393,275.29
2023-08-21,NE,Prospecting | Destination,Destination,34821,475,320.35
2023-08-21,NE,Prospect | Awareness,Awareness,27382,346,235.48
2023-08-28,CO,Prospecting | Destination,Destination,43792,601,402.89
2023-08-28,CO,Prospect | Awareness,Awareness,43603,513,374.99
2023-08-28,UT,Prospecting | Destination,Destination,40104,587,368.96
2023-08-28,UT,Prospect | Awareness,Awareness,30242,365,260.08
2023-08-28,CA,Prospecting | Destination,Destination,48360,721,444.91
2023-08-28,CA,Prospect | Awareness,Awareness,40780,510,350.71
2023-08-28,PN,Prospecting | Destination,Destination,36568,527,336.43
2023-08-28,PN,Prospect | Awareness,Awareness,28509,331,245.18
2023-08-28,NE,Prospecting | Destination,Destination,35489,478,326.5
2023-08-28,NE,Prospect | Awareness,Awareness,33046,370,284.2
2023-09-04,CO,Prospecting | Destination,Destination,58045,763,534.02
2023-09-04,CO,Prospect | Awareness,Awareness,45698,547,393.01
2023-09-04,UT,Prospecting | Destination,Destination,48295,635,444.31
2023-09-04,UT,Prospect | Awareness,Awareness,38512,438,331.2
2023-09-04,CA,Prospecting | Destination,Destination,52151,764,479.79
2023-09-04,CA,Prospect | Awareness,Awareness,41450,500,356.47
2023-09-04,PN,Prospecting | Destination,Destination,45308,616,416.83
2023-09-04,PN,Prospect | Awareness,Awareness,38857,459,334.17
2023-09-04,NE,Prospecting | Destination,Destination,34630,507,318.59
2023-09-04,NE,Prospect | Awareness,Awareness,33968,407,292.13
2023-09-11,CO,Prospecting | Destination,Destination,46161,676,424.68
2023-09-11,CO,Prospect | Awareness,Awareness,34093,436,293.2
2023-09-11,UT,Prospecting | Destination,Destination,41368,579,380.59
2023-09-11,UT,Prospect | Awareness,Awareness,33983,426,292.25
2023-09-11,CA,Prospecting | Destination,Destination,48547,699,446.64
2023-09-11,CA,Prospect | Awareness,Awareness,33250,385,285.95
2023-09-11,PN,Prospecting | Destination,Destination,40414,587,371.81
2023-09-11,PN,Prospect | Awareness,Awareness,33840,383,291.03
2023-09-11,NE,Prospecting | Destination,Destination,40796,608,375.32
2023-09-11,NE,Prospect | Awareness,Awareness,30028,366,258.24
2023-09-18,CO,Prospecting | Destination,Destination,52143,737,479.72
2023-09-18,CO,Prospect | Awareness,Awareness,36038,454,309.92
2023-09-18,UT,Prospecting | Destination,Destination,48057,627,442.13
2023-09-18,UT,Prospect | Awareness,Awareness,30534,382,262.59
2023-09-18,CA,Prospecting | Destination,Destination,45766,675,421.04
2023-09-18,CA,Prospect | Awareness,Awareness,38481,471,330.94
2023-09-18,PN,Prospecting | Destination,Destination,46063,654,423.78
2023-09-18,PN,Prospect | Awareness,Awareness,29154,341,250.73
2023-09-18,NE,Prospecting | Destination,Destination,35455,530,326.19
2023-09-18,NE,Prospect | Awareness,Awareness,29624,353,254.76
2023-09-25,CO,Prospecting | Destination,Destination,44120,606,405.91
2023-09-25,CO,Prospect | Awareness,Awareness,41740,527,358.96
2023-09-25,UT,Prospecting | Destination,Destination,49614,690,456.45
2023-09-25,UT,Prospect | Awareness,Awareness,33179,393,285.34
2023-09-25,CA,Prospecting | Destination,Destination,45802,638,421.38
2023-09-25,CA,Prospect | Awareness,Awareness,41241,485,354.67
2023-09-25,PN,Prospecting | Destination,Destination,47125,701,433.55
2023-09-25,PN,Prospect | Awareness,Awareness,28848,331,248.09
2023-09-25,NE,Prospecting | Destination,Destination,40833,599,375.67
2023-09-25,NE,Prospect | Awareness,Awareness,28231,345,242.79
2023-10-02,CO,Prospecting | Destination,Destination,50444,664,464.08
2023-10-02,CO,Prospect | Awareness,Awareness,45472,547,391.06
2023-10-02,UT,Prospecting | Destination,Destination,45970,614,422.92
2023-10-02,UT,Prospect | Awareness,Awareness,37612,446,323.47
2023-10-02,CA,Prospecting | Destination,Destination,49861,669,458.72
2023-10-02,CA,Prospect | Awareness,Awareness,33050,400,284.23
2023-10-02,PN,Prospecting | Destination,Destination,46093,668,424.05
2023-10-02,PN,Prospect | Awareness,Awareness,34518,408,296.86
2023-10-02,NE,Prospecting | Destination,Destination,37588,495,345.81
2023-10-02,NE,Prospect | Awareness,Awareness,31086,377,267.34
2023-10-09,CO,Prospecting | Destination,Destination,58158,832,535.05
2023-10-09,CO,Prospect | Awareness,Awareness,44798,563,385.26
2023-10-09,UT,Prospecting | Destination,Destination,39311,562,361.66
2023-10-09,UT,Prospect | Awareness,Awareness,33451,377,287.68
2023-10-09,CA,Prospecting | Destination,Destination,46812,636,430.67
2023-10-09,CA,Prospect | Awareness,Awareness,41783,503,359.33
2023-10-09,PN,Prospecting | Destination,Destination,45733,639,420.75
2023-10-09,PN,Prospect | Awareness,Awareness,32108,394,276.13
2023-10-09,NE,Prospecting | Destination,Destination,41996,596,386.36
2023-10-09,NE,Prospect | Awareness,Awareness,32778,384,281.89
2023-10-16,CO,Prospecting | Destination,Destination,54031,744,497.09
2023-10-16,CO,Prospect | Awareness,Awareness,38832,460,333.96
2023-10-16,UT,Prospecting | Destination,Destination,40843,571,375.76
2023-10-16,UT,Prospect | Awareness,Awareness,31901,382,274.35
2023-10-16,CA,Prospecting | Destination,Destination,53887,740,495.76
2023-10-16,CA,Prospect | Awareness,Awareness,42776,528,367.87
2023-10-16,PN,Prospecting | Destination,Destination,44490,659,409.3
2023-10-16,PN,Prospect | Awareness,Awareness,33717,406,289.97
2023-10-16,NE,Prospecting | Destination,Destination,42307,577,389.23
2023-10-16,NE,Prospect | Awareness,Awareness,29229,339,251.37
2023-10-23,CO,Prospecting | Destination,Destination,57590,786,529.83
2023-10-23,CO,Prospect | Awareness,Awareness,37932,452,326.21
2023-10-23,UT,Prospecting | Destination,Destination,51859,711,477.1
2023-10-23,UT,Prospect | Awareness,Awareness,42477,508,365.3
2023-10-23,CA,Prospecting | Destination,Destination,55718,746,512.61
2023-10-23,CA,Prospect | Awareness,Awareness,44613,499,383.68
2023-10-23,PN,Prospecting | Destination,Destination,44270,641,407.29
2023-10-23,PN,Prospect | Awareness,Awareness,39546,496,340.1
2023-10-23,NE,Prospecting | Destination,Destination,44580,606,410.14
2023-10-23,NE,Prospect | Awareness,Awareness,33086,388,284.54
2023-10-30,CO,Prospecting | Destination,Destination,55371,766,509.41
2023-10-30,CO,Prospect | Awareness,Awareness,45544,573,391.68
2023-10-30,UT,Prospecting | Destination,Destination,42312,605,389.27
2023-10-30,UT,Prospect | Awareness,Awareness,37377,446,321.44
2023-10-30,CA,Prospecting | Destination,Destination,57193,783,526.18
2023-10-30,CA,Prospect | Awareness,Awareness,38714,465,332.94
2023-10-30,PN,Prospecting | Destination,Destination,44424,652,408.7
2023-10-30,PN,Prospect | Awareness,Awareness,36686,432,315.5
2023-10-30,NE,Prospecting | Destination,Destination,39463,552,363.06
2023-10-30,NE,Prospect | Awareness,Awareness,30362,341,261.12
2023-11-06,CO,Prospecting | Destination,Destination,54440,783,500.85
2023-11-06,CO,Prospect | Awareness,Awareness,40427,482,347.68
2023-11-06,UT,Prospecting | Destination,Destination,54727,722,503.49
2023-11-06,UT,Prospect | Awareness,Awareness,42364,508,364.33
2023-11-06,CA,Prospecting | Destination,Destination,52211,687,480.34
2023-11-06,CA,Prospect | Awareness,Awareness,40389,491,347.34
2023-11-06,PN,Prospecting | Destination,Destination,49324,668,453.78
2023-11-06,PN,Prospect | Awareness,Awareness,32341,388,278.13
2023-11-06,NE,Prospecting | Destination,Destination,39652,592,364.8
2023-11-06,NE,Prospect | Awareness,Awareness,33806,432,290.73
2023-11-13,CO,Prospecting | Destination,Destination,51187,750,470.92
2023-11-13,CO,Prospect | Awareness,Awareness,41270,508,354.92
2023-11-13,UT,Prospecting | Destination,Destination,52811,780,485.86
2023-11-13,UT,Prospect | Awareness,Awareness,43583,507,374.81
2023-11-13,CA,Prospecting | Destination,Destination,52198,781,480.22
2023-11-13,CA,Prospect | Awareness,Awareness,46489,538,399.8
2023-11-13,PN,Prospecting | Destination,Destination,50432,714,463.97
2023-11-13,PN,Prospect | Awareness,Awareness,32764,386,281.77
2023-11-13,NE,Prospecting | Destination,Destination,36004,477,331.24
2023-11-13,NE,Prospect | Awareness,Awareness,37482,461,322.34
2023-11-20,CO,Prospecting | Destination,Destination,88512,1193,814.31
2023-11-20,CO,Prospect | Awareness,Awareness,67928,819,584.18
2023-11-20,UT,Prospecting | Destination,Destination,74731,1074,687.53
2023-11-20,UT,Prospect | Awareness,Awareness,51489,609,442.8
2023-11-20,CA,Prospecting | Destination,Destination,72394,960,666.03
2023-11-20,CA,Prospect | Awareness,Awareness,62700,766,539.22
2023-11-20,PN,Prospecting | Destination,Destination,73116,1015,672.67
2023-11-20,PN,Prospect | Awareness,Awareness,55075,681,473.64
2023-11-20,NE,Prospecting | Destination,Destination,64982,859,597.84
2023-11-20,NE,Prospect | Awareness,Awareness,52162,584,448.59
2023-11-27,CO,Prospecting | Destination,Destination,59956,863,551.6
2023-11-27,CO,Prospect | Awareness,Awareness,46275,572,397.97
2023-11-27,UT,Prospecting | Destination,Destination,51271,751,471.69
2023-11-27,UT,Prospect | Awareness,Awareness,41911,490,360.43
2023-11-27,CA,Prospecting | Destination,Destination,55186,805,507.71
2023-11-27,CA,Prospect | Awareness,Awareness,41605,516,357.8
2023-11-27,PN,Prospecting | Destination,Destination,48737,694,448.38
2023-11-27,PN,Prospect | Awareness,Awareness,38825,476,333.9
2023-11-27,NE,Prospecting | Destination,Destination,39815,565,366.3
2023-11-27,NE,Prospect | Awareness,Awareness,38086,460,327.54
2023-12-04,CO,Prospecting | Destination,Destination,83954,1119,772.38
2023-12-04,CO,Prospect | Awareness,Awareness,56521,716,486.08
2023-12-04,UT,Prospecting | Destination,Destination,62674,935,576.6
2023-12-04,UT,Prospect | Awareness,Awareness,60352,764,519.03
2023-12-04,CA,Prospecting | Destination,Destination,75187,1076,691.72
2023-12-04,CA,Prospect | Awareness,Awareness,52943,625,455.31
2023-12-04,PN,Prospecting | Destination,Destination,65089,894,598.82
2023-12-04,PN,Prospect | Awareness,Awareness,55046,698,473.4
2023-12-04,NE,Prospecting | Destination,Destination,59565,838,548.0
2023-12-04,NE,Prospect | Awareness,Awareness,45082,543,387.7
2023-12-11,CO,Prospecting | Destination,Destination,60129,811,553.18
2023-12-11,CO,Prospect | Awareness,Awareness,44038,560,378.72
2023-12-11,UT,Prospecting | Destination,Destination,54926,789,505.32
2023-12-11,UT,Prospect | Awareness,Awareness,45677,547,392.82
2023-12-11,CA,Prospecting | Destination,Destination,61803,828,568.59
2023-12-11,CA,Prospect | Awareness,Awareness,43722,504,376.01
2023-12-11,PN,Prospecting | Destination,Destination,53258,783,489.97
2023-12-11,PN,Prospect | Awareness,Awareness,40603,472,349.19
2023-12-11,NE,Prospecting | Destination,Destination,45696,649,420.4
2023-12-11,NE,Prospect | Awareness,Awareness,38912,468,334.64
2023-12-18,CO,Prospecting | Destination,Destination,63814,939,587.09
2023-12-18,CO,Prospect | Awareness,Awareness,50642,593,435.52
2023-12-18,UT,Prospecting | Destination,Destination,52951,751,487.15
2023-12-18,UT,Prospect | Awareness,Awareness,42429,532,364.89
2023-12-18,CA,Prospecting | Destination,Destination,55449,820,510.14
2023-12-18,CA,Prospect | Awareness,Awareness,44619,513,383.72
2023-12-18,PN,Prospecting | Destination,Destination,53120,692,488.7
2023-12-18,PN,Prospect | Awareness,Awareness,44216,520,380.26
2023-12-18,NE,Prospecting | Destination,Destination,50120,663,461.11
2023-12-18,NE,Prospect | Awareness,Awareness,36679,442,315.44
2023-12-25,CO,Prospecting | Destination,Destination,58742,796,540.43
2023-12-25,CO,Prospect | Awareness,Awareness,52793,596,454.02
2023-12-25,UT,Prospecting | Destination,Destination,53136,699,488.86
2023-12-25,UT,Prospect | Awareness,Awareness,50669,641,435.75
2023-12-25,CA,Prospecting | Destination,Destination,66631,915,613.01
2023-12-25,CA,Prospect | Awareness,Awareness,48361,621,415.91
2023-12-25,PN,Prospecting | Destination,Destination,48943,705,450.27
2023-12-25,PN,Prospect | Awareness,Awareness,46813,597,402.59
2023-12-25,NE,Prospecting | Destination,Destination,55915,780,514.42
2023-12-25,NE,Prospect | Awareness,Awareness,41586,527,357.64
2024-01-01,CO,Prospecting | Destination,Destination,76710,1052,705.73
2024-01-01,CO,Prospect | Awareness,Awareness,65298,814,561.57
2024-01-01,UT,Prospecting | Destination,Destination,68766,920,632.64
2024-01-01,UT,Prospect | Awareness,Awareness,61960,751,532.86
2024-01-01,CA,Prospecting | Destination,Destination,76981,1063,708.23
2024-01-01,CA,Prospect | Awareness,Awareness,70870,845,609.48
2024-01-01,PN,Prospecting | Destination,Destination,73777,1104,678.75
2024-01-01,PN,Prospect | Awareness,Awareness,57235,701,492.23
2024-01-01,NE,Prospecting | Destination,Destination,71151,995,654.59
2024-01-01,NE,Prospect | Awareness,Awareness,55124,661,474.06
2024-01-08,CO,Prospecting | Destination,Destination,65226,877,600.08
2024-01-08,CO,Prospect | Awareness,Awareness,56335,639,484.48
2024-01-08,UT,Prospecting | Destination,Destination,57583,778,529.76
2024-01-08,UT,Prospect | Awareness,Awareness,46740,590,401.97
2024-01-08,CA,Prospecting | Destination,Destination,58388,811,537.17
2024-01-08,CA,Prospect | Awareness,Awareness,52290,637,449.7
2024-01-08,PN,Prospecting | Destination,Destination,60514,866,556.73
2024-01-08,PN,Prospect | Awareness,Awareness,43891,531,377.46
2024-01-08,NE,Prospecting | Destination,Destination,42139,554,387.68
2024-01-08,NE,Prospect | Awareness,Awareness,38931,491,334.81
2024-01-15,CO,Prospecting | Destination,Destination,64821,854,596.35
2024-01-15,CO,Prospect | Awareness,Awareness,59814,681,514.4
2024-01-15,UT,Prospecting | Destination,Destination,64895,898,597.03
2024-01-15,UT,Prospect | Awareness,Awareness,53724,652,462.03
2024-01-15,CA,Prospecting | Destination,Destination,65967,971,606.9
2024-01-15,CA,Prospect | Awareness,Awareness,46658,552,401.26
2024-01-15,PN,Prospecting | Destination,Destination,48900,677,449.88
2024-01-15,PN,Prospect | Awareness,Awareness,42400,484,364.64
2024-01-15,NE,Prospecting | Destination,Destination,42811,630,393.86
2024-01-15,NE,Prospect | Awareness,Awareness,34076,398,293.06
2024-01-22,CO,Prospecting | Destination,Destination,75451,1004,694.15
2024-01-22,CO,Prospect | Awareness,Awareness,49456,617,425.32
2024-01-22,UT,Prospecting | Destination,Destination,54437,767,500.82
2024-01-22,UT,Prospect | Awareness,Awareness,44897,553,386.11
2024-01-22,CA,Prospecting | Destination,Destination,72230,958,664.52
2024-01-22,CA,Prospect | Awareness,Awareness,54558,696,469.2
2024-01-22,PN,Prospecting | Destination,Destination,57141,803,525.7
2024-01-22,PN,Prospect | Awareness,Awareness,46856,524,402.96
2024-01-22,NE,Prospecting | Destination,Destination,50254,668,462.34
2024-01-22,NE,Prospect | Awareness,Awareness,42233,523,363.21
2024-01-29,CO,Prospecting | Destination,Destination,71678,1019,659.44
2024-01-29,CO,Prospect | Awareness,Awareness,47294,529,406.72
2024-01-29,UT,Prospecting | Destination,Destination,68183,937,627.28
2024-01-29,UT,Prospect | Awareness,Awareness,51838,661,445.81
2024-01-29,CA,Prospecting | Destination,Destination,72592,954,667.85
2024-01-29,CA,Prospect | Awareness,Awareness,45150,533,388.29
2024-01-29,PN,Prospecting | Destination,Destination,64075,904,589.49
2024-01-29,PN,Prospect | Awareness,Awareness,43346,507,372.77
2024-01-29,NE,Prospecting | Destination,Destination,43670,611,401.76
2024-01-29,NE,Prospect | Awareness,Awareness,38670,487,332.56
2024-02-05,CO,Prospecting | Destination,Destination,92093,1331,847.26
2024-02-05,CO,Prospect | Awareness,Awareness,69953,798,601.6
2024-02-05,UT,Prospecting | Destination,Destination,76085,1055,699.98
2024-02-05,UT,Prospect | Awareness,Awareness,55066,659,473.56
2024-02-05,CA,Prospecting | Destination,Destination,81493,1106,749.74
2024-02-05,CA,Prospect | Awareness,Awareness,60728,745,522.26
2024-02-05,PN,Prospecting | Destination,Destination,73774,1001,678.72
2024-02-05,PN,Prospect | Awareness,Awareness,54114,664,465.38
2024-02-05,NE,Prospecting | Destination,Destination,57570,790,529.64
2024-02-05,NE,Prospect | Awareness,Awareness,49153,616,422.72
2024-02-12,CO,Prospecting | Destination,Destination,78672,1038,723.78
2024-02-12,CO,Prospect | Awareness,Awareness,58975,666,507.19
2024-02-12,UT,Prospecting | Destination,Destination,72117,966,663.48
2024-02-12,UT,Prospect | Awareness,Awareness,56675,659,487.4
2024-02-12,CA,Prospecting | Destination,Destination,76726,1139,705.88
2024-02-12,CA,Prospect | Awareness,Awareness,50181,603,431.56
2024-02-12,PN,Prospecting | Destination,Destination,56628,809,520.98
2024-02-12,PN,Prospect | Awareness,Awareness,49001,626,421.41
2024-02-12,NE,Prospecting | Destination,Destination,56852,823,523.04
2024-02-12,NE,Prospect | Awareness,Awareness,42555,490,365.97
2024-02-19,CO,Prospecting | Destination,Destination,70260,951,646.39
2024-02-19,CO,Prospect | Awareness,Awareness,63100,760,542.66
2024-02-19,UT,Prospecting | Destination,Destination,66770,960,614.28
2024-02-19,UT,Prospect | Awareness,Awareness,51243,575,440.69
2024-02-19,CA,Prospecting | Destination,Destination,65362,924,601.33
2024-02-19,CA,Prospect | Awareness,Awareness,49012,558,421.5
2024-02-19,PN,Prospecting | Destination,Destination,58615,812,539.26
2024-02-19,PN,Prospect | Awareness,Awareness,53937,649,463.86
2024-02-19,NE,Prospecting | Destination,Destination,54929,748,505.34
2024-02-19,NE,Prospect | Awareness,Awareness,48522,619,417.29
2024-02-26,CO,Prospecting | Destination,Destination,60762,830,559.01
2024-02-26,CO,Prospect | Awareness,Awareness,59263,697,509.66
2024-02-26,UT,Prospecting | Destination,Destination,56196,793,517.0
2024-02-26,UT,Prospect | Awareness,Awareness,46724,585,401.82
2024-02-26,CA,Prospecting | Destination,Destination,66931,943,615.76
2024-02-26,CA,Prospect | Awareness,Awareness,47395,563,407.59
2024-02-26,PN,Prospecting | Destination,Destination,57361,754,527.72
2024-02-26,PN,Prospect | Awareness,Awareness,41491,479,356.82
2024-02-26,NE,Prospecting | Destination,Destination,58409,771,537.36
2024-02-26,NE,Prospect | Awareness,Awareness,38548,437,331.51
2024-03-04,CO,Prospecting | Destination,Destination,62883,854,578.53
2024-03-04,CO,Prospect | Awareness,Awareness,62855,765,540.56
2024-03-04,UT,Prospecting | Destination,Destination,57686,782,530.71
2024-03-04,UT,Prospect | Awareness,Awareness,48252,553,414.97
2024-03-04,CA,Prospecting | Destination,Destination,67910,945,624.77
2024-03-04,CA,Prospect | Awareness,Awareness,58714,731,504.94
2024-03-04,PN,Prospecting | Destination,Destination,59815,797,550.3
2024-03-04,PN,Prospect | Awareness,Awareness,49902,640,429.15
2024-03-04,NE,Prospecting | Destination,Destination,48559,641,446.74
2024-03-04,NE,Prospect | Awareness,Awareness,36748,442,316.03
2024-03-11,CO,Prospecting | Destination,Destination,63726,950,586.28
2024-03-11,CO,Prospect | Awareness,Awareness,60983,711,524.45
2024-03-11,UT,Prospecting | Destination,Destination,59576,790,548.1
2024-03-11,UT,Prospect | Awareness,Awareness,48949,628,420.96
2024-03-11,CA,Prospecting | Destination,Destination,72294,1038,665.11
2024-03-11,CA,Prospect | Awareness,Awareness,47972,570,412.56
2024-03-11,PN,Prospecting | Destination,Destination,62120,905,571.51
2024-03-11,PN,Prospect | Awareness,Awareness,44272,564,380.74
2024-03-11,NE,Prospecting | Destination,Destination,47678,653,438.64
2024-03-11,NE,Prospect | Awareness,Awareness,43810,492,376.76
2024-03-18,CO,Prospecting | Destination,Destination,75717,1106,696.6
2024-03-18,CO,Prospect | Awareness,Awareness,57750,656,496.65
2024-03-18,UT,Prospecting | Destination,Destination,63641,923,585.5
2024-03-18,UT,Prospect | Awareness,Awareness,49167,582,422.84
2024-03-18,CA,Prospecting | Destination,Destination,65247,851,600.27
2024-03-18,CA,Prospect | Awareness,Awareness,50610,625,435.24
2024-03-18,PN,Prospecting | Destination,Destination,61125,895,562.35
2024-03-18,PN,Prospect | Awareness,Awareness,50288,642,432.48
2024-03-18,NE,Prospecting | Destination,Destination,52956,746,487.2
2024-03-18,NE,Prospect | Awareness,Awareness,39779,500,342.1
2024-03-25,CO,Prospecting | Destination,Destination,68065,902,626.2
2024-03-25,CO,Prospect | Awareness,Awareness,53284,625,458.24
2024-03-25,UT,Prospecting | Destination,Destination,59261,790,545.2
2024-03-25,UT,Prospect | Awareness,Awareness,49170,615,422.86
2024-03-25,CA,Prospecting | Destination,Destination,73376,1078,675.06
2024-03-25,CA,Prospect | Awareness,Awareness,53511,651,460.2
2024-03-25,PN,Prospecting | Destination,Destination,54142,735,498.11
2024-03-25,PN,Prospect | Awareness,Awareness,45589,521,392.06
2024-03-25,NE,Prospecting | Destination,Destination,52717,779,485.0
2024-03-25,NE,Prospect | Awareness,Awareness,37952,464,326.39
2024-04-01,CO,Prospecting | Destination,Destination,63989,942,588.7
2024-04-01,CO,Prospect | Awareness,Awareness,48443,559,416.61
2024-04-01,UT,Prospecting | Destination,Destination,59489,798,547.3
2024-04-01,UT,Prospect | Awareness,Awareness,51026,579,438.82
2024-04-01,CA,Prospecting | Destination,Destination,72426,1062,666.31
2024-04-01,CA,Prospect | Awareness,Awareness,44646,560,383.96
2024-04-01,NE,Prospecting | Destination,Destination,48896,724,449.84
2024-04-01,NE,Prospect | Awareness,Awareness,45620,583,392.33
2024-04-08,CO,Prospecting | Destination,Destination,73597,1085,677.09
2024-04-08,CO,Prospect | Awareness,Awareness,60858,730,523.38
2024-04-08,UT,Prospecting | Destination,Destination,63225,913,581.67
2024-04-08,UT,Prospect | Awareness,Awareness,49390,563,424.76
2024-04-08,CA,Prospecting | Destination,Destination,65617,943,603.68
2024-04-08,CA,Prospect | Awareness,Awareness,52609,623,452.44
2024-04-08,NE,Prospecting | Destination,Destination,55162,738,507.49
2024-04-08,NE,Prospect | Awareness,Awareness,45449,540,390.86
2024-04-15,CO,Prospecting | Destination,Destination,73767,1099,678.65
2024-04-15,CO,Prospect | Awareness,Awareness,51094,616,439.41
2024-04-15,UT,Prospecting | Destination,Destination,64948,957,597.52
2024-04-15,UT,Prospect | Awareness,Awareness,49686,585,427.3
2024-04-15,CA,Prospecting | Destination,Destination,67002,884,616.42
2024-04-15,CA,Prospect | Awareness,Awareness,57232,692,492.19
2024-04-15,NE,Prospecting | Destination,Destination,47786,637,439.63
2024-04-15,NE,Prospect | Awareness,Awareness,38575,443,331.75
2024-04-22,CO,Prospecting | Destination,Destination,60723,818,558.66
2024-04-22,CO,Prospect | Awareness,Awareness,50097,604,430.83
2024-04-22,UT,Prospecting | Destination,Destination,68920,981,634.06
2024-04-22,UT,Prospect | Awareness,Awareness,46656,523,401.24
2024-04-22,CA,Prospecting | Destination,Destination,65373,856,601.43
2024-04-22,CA,Prospect | Awareness,Awareness,50851,604,437.32
2024-04-22,NE,Prospecting | Destination,Destination,46205,647,425.09
2024-04-22,NE,Prospect | Awareness,Awareness,38472,475,330.86
2024-04-29,CO,Prospecting | Destination,Destination,64986,849,597.87
2024-04-29,CO,Prospect | Awareness,Awareness,49507,625,425.76
2024-04-29,UT,Prospecting | Destination,Destination,55843,773,513.76
2024-04-29,UT,Prospect | Awareness,Awareness,48872,622,420.3
2024-04-29,CA,Prospecting | Destination,Destination,59260,869,545.19
2024-04-29,CA,Prospect | Awareness,Awareness,52083,638,447.91
2024-04-29,PN,Prospecting | Destination,Destination,48934,703,450.19
2024-04-29,PN,Prospect | Awareness,Awareness,44468,528,382.43
2024-04-29,NE,Prospecting | Destination,Destination,50643,717,465.92
2024-04-29,NE,Prospect | Awareness,Awareness,44195,531,380.08
2024-05-06,CO,Prospecting | Destination,Destination,73404,1062,675.31
2024-05-06,CO,Prospect | Awareness,Awareness,56262,677,483.85
2024-05-06,UT,Prospecting | Destination,Destination,66440,978,611.25
2024-05-06,UT,Prospect | Awareness,Awareness,44734,542,384.71
2024-05-06,CA,Prospecting | Destination,Destination,56747,840,522.07
2024-05-06,CA,Prospect | Awareness,Awareness,45932,552,395.01
2024-05-06,PN,Prospecting | Destination,Destination,61507,853,565.86
2024-05-06,PN,Prospect | Awareness,Awareness,45726,586,393.24
2024-05-06,NE,Prospecting | Destination,Destination,51703,715,475.67
2024-05-06,NE,Prospect | Awareness,Awareness,40846,483,351.27
2024-05-13,CO,Prospecting | Destination,Destination,56309,797,518.04
2024-05-13,CO,Prospect | Awareness,Awareness,49443,558,425.21
2024-05-13,UT,Prospecting | Destination,Destination,51452,699,473.36
2024-05-13,UT,Prospect | Awareness,Awareness,46721,556,401.8
2024-05-13,CA,Prospecting | Destination,Destination,54800,817,504.16
2024-05-13,CA,Prospect | Awareness,Awareness,44592,568,383.49
2024-05-13,PN,Prospecting | Destination,Destination,56865,755,523.16
2024-05-13,PN,Prospect | Awareness,Awareness,45383,516,390.3
2024-05-13,NE,Prospecting | Destination,Destination,48127,653,442.76
2024-05-13,NE,Prospect | Awareness,Awareness,42653,541,366.81
2024-05-20,CO,Prospecting | Destination,Destination,62220,899,572.43
2024-05-20,CO,Prospect | Awareness,Awareness,53429,669,459.49
2024-05-20,UT,Prospecting | Destination,Destination,57060,789,524.95
2024-05-20,UT,Prospect | Awareness,Awareness,48919,561,420.7
2024-05-20,CA,Prospecting | Destination,Destination,67601,981,621.93
2024-05-20,CA,Prospect | Awareness,Awareness,53051,637,456.24
2024-05-20,PN,Prospecting | Destination,Destination,47694,642,438.78
2024-05-20,PN,Prospect | Awareness,Awareness,45414,532,390.56
2024-05-20,NE,Prospecting | Destination,Destination,52814,774,485.89
2024-05-20,NE,Prospect | Awareness,Awareness,40872,491,351.5
2024-05-27,CO,Prospecting | Destination,Destination,71838,1054,660.91
2024-05-27,CO,Prospect | Awareness,Awareness,54595,672,469.51
2024-05-27,UT,Prospecting | Destination,Destination,57958,808,533.21
2024-05-27,UT,Prospect | Awareness,Awareness,48933,612,420.83
2024-05-27,CA,Prospecting | Destination,Destination,69325,991,637.79
2024-05-27,CA,Prospect | Awareness,Awareness,52635,646,452.66
2024-05-27,PN,Prospecting | Destination,Destination,53188,746,489.33
2024-05-27,PN,Prospect | Awareness,Awareness,43954,501,378.01
2024-05-27,NE,Prospecting | Destination,Destination,47535,654,437.32
2024-05-27,NE,Prospect | Awareness,Awareness,43893,537,377.48
2024-06-03,CO,Prospecting | Destination,Destination,58107,812,534.59
2024-06-03,CO,Prospect | Awareness,Awareness,50825,643,437.1
2024-06-03,UT,Prospecting | Destination,Destination,61217,801,563.19
2024-06-03,UT,Prospect | Awareness,Awareness,46816,599,402.62
2024-06-03,CA,Prospecting | Destination,Destination,60289,859,554.66
2024-06-03,CA,Prospect | Awareness,Awareness,40307,454,346.64
2024-06-03,PN,Prospecting | Destination,Destination,54812,750,504.27
2024-06-03,PN,Prospect | Awareness,Awareness,38663,483,332.5
2024-06-03,NE,Prospecting | Destination,Destination,41996,563,386.36
2024-06-03,NE,Prospect | Awareness,Awareness,38071,478,327.41
2024-06-10,CO,Prospecting | Destination,Destination,62744,870,577.25
2024-06-10,CO,Prospect | Awareness,Awareness,52767,596,453.79
2024-06-10,UT,Prospecting | Destination,Destination,57689,848,530.74
2024-06-10,UT,Prospect | Awareness,Awareness,37584,466,323.22
2024-06-10,CA,Prospecting | Destination,Destination,56350,778,518.42
2024-06-10,CA,Prospect | Awareness,Awareness,46302,525,398.2
2024-06-10,PN,Prospecting | Destination,Destination,44434,650,408.8
