date,geo,campaign_name,impressions,clicks,spend,ctr
2023-02-06,CO,Inspiration | Winter,8642,125,75.44,0.014464
2023-11-02,PN,Inspiration | Summer,7031,99,41.78,0.014081
2023-11-03,PN,Inspiration | Summer,6850,97,33.3,0.014161
2023-11-04,PN,Inspiration | Summer,7849,105,39.61,0.013378
2023-11-05,PN,Inspiration | Summer,7258,105,39.66,0.014467
2023-10-30,NE,Inspiration | Winter,7780,66,38.72,0.008483
2023-10-31,NE,Inspiration | Winter,6830,98,37.39,0.014348
2023-11-01,NE,Inspiration | Winter,8552,66,40.43,0.007717
2023-11-02,NE,Inspiration | Winter,7310,66,47.68,0.009029
2023-11-03,NE,Inspiration | Winter,6223,81,41.72,0.013016
2023-11-04,NE,Inspiration | Winter,6219,91,53.22,0.014633
2023-11-05,NE,Inspiration | Winter,6089,74,54.44,0.012153
2023-10-30,NE,Inspiration | Summer,5538,71,24.73,0.012821
2023-10-31,NE,Inspiration | Summer,5060,52,30.49,0.010277
2023-11-01,NE,Inspiration | Summer,4771,73,33.11,0.015301
2023-11-02,NE,Inspiration | Summer,4897,78,26.3,0.015928
2023-11-03,NE,Inspiration | Summer,4479,71,34.18,0.015852
2023-11-04,NE,Inspiration | Summer,4997,60,28.38,0.012007
2023-11-05,NE,Inspiration | Summer,4787,57,23.08,0.011907
2023-11-06,CO,Inspiration | Winter,10568,111,81.12,0.010503
2023-11-07,CO,Inspiration | Winter,12424,129,75.22,0.010383
2023-11-08,CO,Inspiration | Winter,10723,111,55.56,0.010352
2023-11-09,CO,Inspiration | Winter,8962,100,83.78,0.011158
2023-11-10,CO,Inspiration | Winter,11868,98,63.0,0.008257
2023-11-11,CO,Inspiration | Winter,9984,142,56.16,0.014223
2023-11-12,CO,Inspiration | Winter,9564,132,59.35,0.013802
2023-11-06,CO,Inspiration | Summer,8673,101,42.58,0.011645
2023-11-07,CO,Inspiration | Summer,6112,74,38.9,0.012107
2023-11-08,CO,Inspiration | Summer,6812,88,40.62,0.012918
2023-11-09,CO,Inspiration | Summer,7506,101,40.0,0.013456
2023-11-10,CO,Inspiration | Summer,9095,99,47.78,0.010885
2023-11-11,CO,Inspiration | Summer,8271,98,51.85,0.011849
2023-11-12,CO,Inspiration | Summer,6222,87,43.88,0.013983
2023-11-06,UT,Inspiration | Winter,9049,90,64.96,0.009946
2023-11-07,UT,Inspiration | Winter,10191,100,52.01,0.009813
2023-11-08,UT,Inspiration | Winter,10321,118,67.71,0.011433
2023-11-09,UT,Inspiration | Winter,9765,103,63.68,0.010548
2023-11-10,UT,Inspiration | Winter,10938,108,54.7,0.009874
2023-11-11,UT,Inspiration | Winter,8711,115,57.42,0.013202
2023-11-12,UT,Inspiration | Winter,7906,110,67.56,0.013913
2023-11-06,UT,Inspiration | Summer,6910,106,43.25,0.01534
2023-11-07,UT,Inspiration | Summer,7987,127,44.5,0.015901
2023-11-08,UT,Inspiration | Summer,8057,107,42.94,0.01328
2023-11-09,UT,Inspiration | Summer,8836,120,44.82,0.013581
2023-11-10,UT,Inspiration | Summer,6836,94,39.73,0.013751
2023-11-11,UT,Inspiration | Summer,8673,103,54.33,0.011876
2023-11-12,UT,Inspiration | Summer,8388,86,53.41,0.010253
2023-11-06,CA,Inspiration | Winter,7779,93,46.93,0.011955
2023-11-07,CA,Inspiration | Winter,9404,93,47.55,0.009889
2023-11-08,CA,Inspiration | Winter,9516,114,61.42,0.01198
2023-11-09,CA,Inspiration | Winter,9805,83,63.16,0.008465
2023-11-10,CA,Inspiration | Winter,7418,103,51.43,0.013885
2023-11-11,CA,Inspiration | Winter,9333,80,58.94,0.008572
2023-11-12,CA,Inspiration | Winter,7412,106,58.83,0.014301
2023-11-06,CA,Inspiration | Summer,7739,133,51.62,0.017186
2023-11-07,CA,Inspiration | Summer,6869,98,49.24,0.014267
2023-11-08,CA,Inspiration | Summer,9572,89,39.58,0.009298
2023-11-09,CA,Inspiration | Summer,9432,129,56.25,0.013677
2023-11-10,CA,Inspiration | Summer,8789,93,51.57,0.010581
2023-11-11,CA,Inspiration | Summer,7791,110,56.72,0.014119
2023-11-12,CA,Inspiration | Summer,8979,89,38.22,0.009912
2023-11-06,PN,Inspiration | Winter,9448,109,56.16,0.011537
2023-11-07,PN,Inspiration | Winter,7458,85,49.97,0.011397
2023-11-08,PN,Inspiration | Winter,8463,96,55.42,0.011343
2023-11-09,PN,Inspiration | Winter,9885,109,61.05,0.011027
2023-11-10,PN,Inspiration | Winter,9903,81,55.16,0.008179
2023-11-11,PN,Inspiration | Winter,8544,121,51.13,0.014162
2023-11-12,PN,Inspiration | Winter,7401,107,62.18,0.014458
2023-11-06,PN,Inspiration | Summer,4990,62,29.35,0.012425
2023-11-07,PN,Inspiration | Summer,7094,63,31.42,0.008881
2023-11-08,PN,Inspiration | Summer,6624,73,31.98,0.011021
2023-11-09,PN,Inspiration | Summer,4870,82,41.63,0.016838
2023-11-10,PN,Inspiration | Summer,4780,78,31.4,0.016318
2023-11-11,PN,Inspiration | Summer,5751,90,37.75,0.015649
2023-11-12,PN,Inspiration | Summer,6899,75,34.32,0.010871
2023-11-06,NE,Inspiration | Winter,5829,66,46.99,0.011323
2023-11-07,NE,Inspiration | Winter,7541,58,40.43,0.007691
2023-11-08,NE,Inspiration | Winter,6172,63,35.66,0.010207
2023-11-09,NE,Inspiration | Winter,5392,78,38.34,0.014466
2023-11-10,NE,Inspiration | Winter,4906,66,34.77,0.013453
2023-11-11,NE,Inspiration | Winter,5642,67,36.59,0.011875
2023-11-12,NE,Inspiration | Winter,7214,79,40.47,0.010951
2023-11-06,NE,Inspiration | Summer,4364,64,38.55,0.014665
2023-11-07,NE,Inspiration | Summer,6093,65,40.3,0.010668
2023-11-08,NE,Inspiration | Summer,5260,72,26.23,0.013688
2023-11-09,NE,Inspiration | Summer,5660,77,32.98,0.013604
2023-11-10,NE,Inspiration | Summer,6382,87,33.55,0.013632
2023-11-11,NE,Inspiration | Summer,6007,70,32.43,0.011653
2023-11-12,NE,Inspiration | Summer,6467,78,29.31,0.012061
2023-11-13,CO,Inspiration | Winter,8044,98,74.23,0.012183
2023-11-14,CO,Inspiration | Winter,11845,90,57.22,0.007598
2023-11-15,CO,Inspiration | Winter,10165,113,65.18,0.011117
2023-11-16,CO,Inspiration | Winter,10622,102,74.61,0.009603
2023-11-17,CO,Inspiration | Winter,10828,90,69.67,0.008312
2023-11-18,CO,Inspiration | Winter,9854,115,53.74,0.01167
2023-11-19,CO,Inspiration | Winter,8836,111,54.6,0.012562
2023-11-13,CO,Inspiration | Summer,7232,85,36.02,0.011753
2023-11-14,CO,Inspiration | Summer,6426,104,46.34,0.016184
2023-11-15,CO,Inspiration | Summer,7205,97,35.7,0.013463
2023-11-16,CO,Inspiration | Summer,6369,75,32.0,0.011776
2023-11-17,CO,Inspiration | Summer,8320,83,46.29,0.009976
2023-11-18,CO,Inspiration | Summer,5701,91,45.41,0.015962
2023-11-19,CO,Inspiration | Summer,7386,104,40.36,0.014081
2023-11-13,UT,Inspiration | Winter,9320,89,57.03,0.009549
2023-11-14,UT,Inspiration | Winter,8239,96,57.36,0.011652
2023-11-15,UT,Inspiration | Winter,9870,85,49.77,0.008612
2023-11-16,UT,Inspiration | Winter,9363,92,55.75,0.009826
2023-11-17,UT,Inspiration | Winter,7234,102,50.28,0.0141
2023-11-18,UT,Inspiration | Winter,8443,75,58.86,0.008883
2023-11-19,UT,Inspiration | Winter,8138,82,58.84,0.010076
2023-11-13,UT,Inspiration | Summer,8701,133,37.83,0.015286
2023-11-14,UT,Inspiration | Summer,8261,129,35.87,0.015616
2023-11-15,UT,Inspiration | Summer,6500,90,45.78,0.013846
2023-11-16,UT,Inspiration | Summer,8541,94,51.04,0.011006
2023-11-17,UT,Inspiration | Summer,8122,88,45.67,0.010835
2023-11-18,UT,Inspiration | Summer,7370,93,48.45,0.012619
2023-11-19,UT,Inspiration | Summer,6146,112,46.47,0.018223
2023-11-13,CA,Inspiration | Winter,7294,98,57.78,0.013436
2023-11-14,CA,Inspiration | Winter,9133,77,61.33,0.008431
2023-11-15,CA,Inspiration | Winter,9253,87,58.31,0.009402
2023-11-16,CA,Inspiration | Winter,6313,74,43.21,0.011722
2023-11-17,CA,Inspiration | Winter,9410,110,53.91,0.01169
2023-11-18,CA,Inspiration | Winter,9789,92,57.19,0.009398
2023-11-19,CA,Inspiration | Winter,8725,109,51.74,0.012493
2023-11-13,CA,Inspiration | Summer,6092,106,38.49,0.0174
2023-11-14,CA,Inspiration | Summer,5721,90,32.84,0.015732
2023-11-15,CA,Inspiration | Summer,5709,84,46.44,0.014714
2023-11-16,CA,Inspiration | Summer,6701,87,39.89,0.012983
2023-11-17,CA,Inspiration | Summer,8177,102,36.32,0.012474
2023-11-18,CA,Inspiration | Summer,7133,75,31.2,0.010515
2023-11-19,CA,Inspiration | Summer,6912,88,44.21,0.012731
2023-11-13,PN,Inspiration | Winter,6786,89,46.04,0.013115
2023-11-14,PN,Inspiration | Winter,9047,75,50.84,0.00829
2023-11-15,PN,Inspiration | Winter,7522,66,45.84,0.008774
2023-11-16,PN,Inspiration | Winter,7434,93,48.94,0.01251
2023-11-17,PN,Inspiration | Winter,8681,73,50.86,0.008409
2023-11-18,PN,Inspiration | Winter,7003,84,49.09,0.011995
2023-11-19,PN,Inspiration | Winter,7580,74,54.33,0.009763
2023-11-13,PN,Inspiration | Summer,6454,82,44.94,0.012705
2023-11-14,PN,Inspiration | Summer,6001,83,34.11,0.013831
2023-11-15,PN,Inspiration | Summer,5816,89,36.58,0.015303
2023-11-16,PN,Inspiration | Summer,7498,69,36.49,0.009202
2023-11-17,PN,Inspiration | Summer,6518,91,41.78,0.013961
2023-11-18,PN,Inspiration | Summer,7241,64,30.83,0.008839
2023-11-19,PN,Inspiration | Summer,6539,87,42.46,0.013305
2023-11-13,NE,Inspiration | Winter,7750,83,53.78,0.01071
2023-11-14,NE,Inspiration | Winter,8775,74,52.75,0.008433
2023-11-15,NE,Inspiration | Winter,7291,97,46.02,0.013304
2023-11-16,NE,Inspiration | Winter,7458,109,62.39,0.014615
2023-11-17,NE,Inspiration | Winter,7139,107,49.8,0.014988
2023-11-18,NE,Inspiration | Winter,8254,90,45.56,0.010904
2023-11-19,NE,Inspiration | Winter,9181,79,47.12,0.008605
2023-11-13,NE,Inspiration | Summer,4750,54,29.53,0.011368
2023-11-14,NE,Inspiration | Summer,5394,53,33.97,0.009826
2023-11-15,NE,Inspiration | Summer,4011,80,31.62,0.019945
2023-11-16,NE,Inspiration | Summer,5508,72,28.64,0.013072
2023-11-17,NE,Inspiration | Summer,5640,61,30.76,0.010816
2023-11-18,NE,Inspiration | Summer,5796,77,23.4,0.013285
2023-11-19,NE,Inspiration | Summer,4573,80,28.98,0.017494
2023-11-20,CO,Inspiration | Winter,9665,105,64.97,0.010864
2023-11-21,CO,Inspiration | Winter,11886,114,67.27,0.009591
2023-11-22,CO,Inspiration | Winter,11049,141,78.82,0.012761
2023-11-23,CO,Inspiration | Winter,11781,120,75.47,0.010186
2023-11-24,CO,Inspiration | Winter,10439,98,62.57,0.009388
2023-11-25,CO,Inspiration | Winter,11740,118,88.23,0.010051
2023-11-26,CO,Inspiration | Winter,12476,128,68.5,0.01026
2023-11-20,CO,Inspiration | Summer,11197,132,67.23,0.011789
2023-11-21,CO,Inspiration | Summer,11410,165,63.24,0.014461
2023-11-22,CO,Inspiration | Summer,10424,133,55.43,0.012759
2023-11-23,CO,Inspiration | Summer,9561,114,50.89,0.011923
2023-11-24,CO,Inspiration | Summer,10316,137,67.69,0.01328
2023-11-25,CO,Inspiration | Summer,11962,150,66.59,0.01254
2023-11-26,CO,Inspiration | Summer,11122,128,69.69,0.011509
2023-11-20,UT,Inspiration | Winter,13468,131,77.94,0.009727
2023-11-21,UT,Inspiration | Winter,11359,120,83.38,0.010564
2023-11-22,UT,Inspiration | Winter,13749,142,72.79,0.010328
2023-11-23,UT,Inspiration | Winter,10197,115,86.47,0.011278
2023-11-24,UT,Inspiration | Winter,13040,135,86.12,0.010353
2023-11-25,UT,Inspiration | Winter,10823,142,63.0,0.01312
2023-11-26,UT,Inspiration | Winter,11667,151,69.84,0.012942
2023-11-20,UT,Inspiration | Summer,10395,105,55.73,0.010101
2023-11-21,UT,Inspiration | Summer,8673,133,39.56,0.015335
2023-11-22,UT,Inspiration | Summer,8179,98,43.37,0.011982
2023-11-23,UT,Inspiration | Summer,7533,132,54.42,0.017523
2023-11-24,UT,Inspiration | Summer,7865,130,46.98,0.016529
2023-11-25,UT,Inspiration | Summer,9874,93,49.92,0.009419
2023-11-26,UT,Inspiration | Summer,7136,114,56.02,0.015975
2023-11-20,CA,Inspiration | Winter,10874,142,86.94,0.013059
2023-11-21,CA,Inspiration | Winter,10394,142,65.24,0.013662
2023-11-22,CA,Inspiration | Winter,12403,109,90.55,0.008788
2023-11-23,CA,Inspiration | Winter,12005,100,71.9,0.00833
2023-11-24,CA,Inspiration | Winter,11173,121,75.74,0.01083
2023-11-25,CA,Inspiration | Winter,13302,113,77.35,0.008495
2023-11-26,CA,Inspiration | Winter,12684,141,62.41,0.011116
2023-11-20,CA,Inspiration | Summer,8602,124,43.21,0.014415
2023-11-21,CA,Inspiration | Summer,11441,116,58.28,0.010139
2023-11-22,CA,Inspiration | Summer,8333,127,57.94,0.015241
2023-11-23,CA,Inspiration | Summer,8693,131,57.21,0.01507
2023-11-24,CA,Inspiration | Summer,10546,99,61.6,0.009387
2023-11-25,CA,Inspiration | Summer,8903,134,53.44,0.015051
2023-11-26,CA,Inspiration | Summer,9676,96,52.24,0.009921
2023-11-20,PN,Inspiration | Winter,8714,107,71.36,0.012279
2023-11-21,PN,Inspiration | Winter,6886,92,52.83,0.01336
2023-11-22,PN,Inspiration | Winter,9570,87,48.18,0.009091
2023-11-23,PN,Inspiration | Winter,10119,95,54.34,0.009388
2023-11-24,PN,Inspiration | Winter,9594,108,65.55,0.011257
2023-11-25,PN,Inspiration | Winter,7173,91,52.2,0.012686
2023-11-26,PN,Inspiration | Winter,9345,98,48.52,0.010487
2023-11-20,PN,Inspiration | Summer,9849,144,46.1,0.014621
2023-11-21,PN,Inspiration | Summer,8760,131,45.12,0.014954
2023-11-22,PN,Inspiration | Summer,9401,105,59.0,0.011169
2023-11-23,PN,Inspiration | Summer,10182,122,48.05,0.011982
2023-11-24,PN,Inspiration | Summer,8437,128,56.74,0.015171
2023-11-25,PN,Inspiration | Summer,9177,124,57.97,0.013512
2023-11-26,PN,Inspiration | Summer,8087,103,57.61,0.012736
2023-11-20,NE,Inspiration | Winter,9889,118,63.94,0.011932
2023-11-21,NE,Inspiration | Winter,8975,94,59.84,0.010474
2023-11-22,NE,Inspiration | Winter,9600,97,70.74,0.010104
2023-11-23,NE,Inspiration | Winter,8456,120,51.08,0.014191
2023-11-24,NE,Inspiration | Winter,11523,107,53.57,0.009286
2023-11-25,NE,Inspiration | Winter,9727,122,67.38,0.012542
2023-11-26,NE,Inspiration | Winter,8928,125,62.89,0.014001
2023-11-20,NE,Inspiration | Summer,6068,96,38.61,0.015821
2023-11-21,NE,Inspiration | Summer,5608,94,41.44,0.016762
2023-11-22,NE,Inspiration | Summer,7080,84,41.38,0.011864
2023-11-23,NE,Inspiration | Summer,6736,83,35.95,0.012322
2023-11-24,NE,Inspiration | Summer,6543,85,43.22,0.012991
2023-11-25,NE,Inspiration | Summer,7428,81,33.36,0.010905
2023-11-26,NE,Inspiration | Summer,6456,95,32.37,0.014715
2023-11-27,CO,Inspiration | Winter,9818,94,54.23,0.009574
2023-11-28,CO,Inspiration | Winter,9557,106,65.26,0.011091
2023-11-29,CO,Inspiration | Winter,8892,126,57.07,0.01417
2023-11-30,CO,Inspiration | Winter,9070,96,63.83,0.010584
2023-12-01,CO,Inspiration | Winter,9965,95,64.95,0.009533
2023-12-02,CO,Inspiration | Winter,6969,96,52.14,0.013775
2023-12-03,CO,Inspiration | Winter,10429,106,56.6,0.010164
2023-11-27,CO,Inspiration | Summer,8342,121,58.15,0.014505
2023-11-28,CO,Inspiration | Summer,7441,113,59.85,0.015186
2023-11-29,CO,Inspiration | Summer,8610,111,50.43,0.012892
2023-11-30,CO,Inspiration | Summer,7745,120,60.11,0.015494
2023-12-01,CO,Inspiration | Summer,10819,124,52.91,0.011461
2023-12-02,CO,Inspiration | Summer,10646,130,44.9,0.012211
2023-12-03,CO,Inspiration | Summer,11473,98,51.07,0.008542
2023-11-27,UT,Inspiration | Winter,6711,81,61.95,0.01207
2023-11-28,UT,Inspiration | Winter,9129,93,61.3,0.010187
2023-11-29,UT,Inspiration | Winter,8608,110,48.56,0.012779
2023-11-30,UT,Inspiration | Winter,9076,75,61.69,0.008264
2023-12-01,UT,Inspiration | Winter,10032,92,51.2,0.009171
2023-12-02,UT,Inspiration | Winter,9531,81,44.34,0.008499
2023-12-03,UT,Inspiration | Winter,6787,91,54.16,0.013408
2023-11-27,UT,Inspiration | Summer,7897,96,49.48,0.012157
2023-11-28,UT,Inspiration | Summer,7091,99,45.05,0.013961
2023-11-29,UT,Inspiration | Summer,9119,99,42.01,0.010856
2023-11-30,UT,Inspiration | Summer,6705,84,53.22,0.012528
2023-12-01,UT,Inspiration | Summer,6250,83,43.08,0.01328
2023-12-02,UT,Inspiration | Summer,7995,79,35.47,0.009881
2023-12-03,UT,Inspiration | Summer,7496,101,36.5,0.013474
2023-11-27,CA,Inspiration | Winter,8430,112,68.55,0.013286
2023-11-28,CA,Inspiration | Winter,11076,110,62.85,0.009931
2023-11-29,CA,Inspiration | Winter,9232,103,58.84,0.011157
2023-11-30,CA,Inspiration | Winter,10243,119,78.71,0.011618
2023-12-01,CA,Inspiration | Winter,10439,99,59.94,0.009484
2023-12-02,CA,Inspiration | Winter,10442,105,62.41,0.010056
2023-12-03,CA,Inspiration | Winter,11795,110,67.3,0.009326
2023-11-27,CA,Inspiration | Summer,7177,72,36.57,0.010032
2023-11-28,CA,Inspiration | Summer,7927,96,42.78,0.012111
2023-11-29,CA,Inspiration | Summer,7108,91,42.05,0.012802
2023-11-30,CA,Inspiration | Summer,5946,71,42.7,0.011941
2023-12-01,CA,Inspiration | Summer,6603,104,36.79,0.01575
2023-12-02,CA,Inspiration | Summer,7046,93,42.86,0.013199
2023-12-03,CA,Inspiration | Summer,5429,76,30.22,0.013999
2023-11-27,PN,Inspiration | Winter,7915,66,44.65,0.008339
2023-11-28,PN,Inspiration | Winter,6973,75,42.27,0.010756
2023-11-29,PN,Inspiration | Winter,7677,67,47.15,0.008727
2023-11-30,PN,Inspiration | Winter,6198,88,40.31,0.014198
2023-12-01,PN,Inspiration | Winter,7022,93,45.76,0.013244
2023-12-02,PN,Inspiration | Winter,7139,74,50.38,0.010366
2023-12-03,PN,Inspiration | Winter,6657,85,46.81,0.012769
2023-11-27,PN,Inspiration | Summer,5983,90,45.61,0.015043
2023-11-28,PN,Inspiration | Summer,5682,68,36.68,0.011968
2023-11-29,PN,Inspiration | Summer,6728,82,42.23,0.012188
2023-11-30,PN,Inspiration | Summer,8513,97,44.05,0.011394
2023-12-01,PN,Inspiration | Summer,7217,71,39.65,0.009838
2023-12-02,PN,Inspiration | Summer,7372,85,40.64,0.01153
2023-12-03,PN,Inspiration | Summer,7026,98,32.57,0.013948
2023-11-27,NE,Inspiration | Winter,6743,116,49.72,0.017203
2023-11-28,NE,Inspiration | Winter,9191,106,52.15,0.011533
2023-11-29,NE,Inspiration | Winter,10121,93,62.02,0.009189
2023-11-30,NE,Inspiration | Winter,6610,101,54.67,0.01528
2023-12-01,NE,Inspiration | Winter,9037,89,44.48,0.009848
2023-12-02,NE,Inspiration | Winter,8907,101,58.36,0.011339
2023-12-03,NE,Inspiration | Winter,8716,91,58.27,0.010441
2023-11-27,NE,Inspiration | Summer,6149,102,46.57,0.016588
2023-11-28,NE,Inspiration | Summer,5692,90,46.5,0.015812
2023-11-29,NE,Inspiration | Summer,8131,90,38.84,0.011069
2023-11-30,NE,Inspiration | Summer,8050,88,34.62,0.010932
2023-12-01,NE,Inspiration | Summer,7692,101,31.31,0.013131
2023-12-02,NE,Inspiration | Summer,6859,73,37.99,0.010643
2023-12-03,NE,Inspiration | Summer,5539,81,43.22,0.014624
2023-12-04,CO,Inspiration | Winter,11588,101,60.16,0.008716
2023-12-05,CO,Inspiration | Winter,10023,97,89.18,0.009678
2023-12-06,CO,Inspiration | Winter,12302,133,60.32,0.010811
2023-12-07,CO,Inspiration | Winter,11207,111,81.07,0.009905
2023-12-08,CO,Inspiration | Winter,12400,127,71.96,0.010242
2023-12-09,CO,Inspiration | Winter,10595,127,78.58,0.011987
2023-12-10,CO,Inspiration | Winter,10738,126,63.39,0.011734
2023-12-04,CO,Inspiration | Summer,11397,154,80.52,0.013512
2023-12-05,CO,Inspiration | Summer,12837,165,60.8,0.012853
2023-12-06,CO,Inspiration | Summer,11447,154,70.9,0.013453
2023-12-07,CO,Inspiration | Summer,12340,126,78.16,0.010211
2023-12-08,CO,Inspiration | Summer,11675,165,65.25,0.014133
2023-12-09,CO,Inspiration | Summer,10508,157,59.34,0.014941
2023-12-10,CO,Inspiration | Summer,13389,135,69.88,0.010083
2023-12-04,UT,Inspiration | Winter,10904,108,78.7,0.009905
2023-12-05,UT,Inspiration | Winter,10879,114,62.5,0.010479
2023-12-06,UT,Inspiration | Winter,8127,117,66.33,0.014396
2023-12-07,UT,Inspiration | Winter,11184,107,70.59,0.009567
2023-12-08,UT,Inspiration | Winter,10827,105,56.73,0.009698
2023-12-09,UT,Inspiration | Winter,11175,105,69.94,0.009396
2023-12-10,UT,Inspiration | Winter,8592,105,54.0,0.012221
2023-12-04,UT,Inspiration | Summer,6269,81,38.89,0.012921
2023-12-05,UT,Inspiration | Summer,8446,84,42.04,0.009946
2023-12-06,UT,Inspiration | Summer,7297,95,40.46,0.013019
2023-12-07,UT,Inspiration | Summer,7422,85,43.22,0.011452
2023-12-08,UT,Inspiration | Summer,6437,98,43.08,0.015224
2023-12-09,UT,Inspiration | Summer,7050,92,43.66,0.01305
2023-12-10,UT,Inspiration | Summer,7679,87,42.13,0.01133
2023-12-04,CA,Inspiration | Winter,9492,117,60.78,0.012326
2023-12-05,CA,Inspiration | Winter,12322,108,77.31,0.008765
2023-12-06,CA,Inspiration | Winter,11566,104,76.5,0.008992
2023-12-07,CA,Inspiration | Winter,8900,125,69.73,0.014045
2023-12-08,CA,Inspiration | Winter,12162,133,68.67,0.010936
2023-12-09,CA,Inspiration | Winter,10326,138,66.24,0.013364
2023-12-10,CA,Inspiration | Winter,11136,92,66.55,0.008261
2023-12-04,CA,Inspiration | Summer,8983,126,51.23,0.014026
2023-12-05,CA,Inspiration | Summer,9756,155,51.53,0.015888
2023-12-06,CA,Inspiration | Summer,12990,164,59.45,0.012625
2023-12-07,CA,Inspiration | Summer,9266,122,72.09,0.013166
2023-12-08,CA,Inspiration | Summer,10605,130,65.65,0.012258
2023-12-09,CA,Inspiration | Summer,12595,123,58.56,0.009766
2023-12-10,CA,Inspiration | Summer,9117,116,66.7,0.012723
2023-12-04,PN,Inspiration | Winter,11341,124,80.72,0.010934
2023-12-05,PN,Inspiration | Winter,13951,116,62.57,0.008315
2023-12-06,PN,Inspiration | Winter,13064,134,64.01,0.010257
2023-12-07,PN,Inspiration | Winter,9447,107,86.07,0.011326
2023-12-08,PN,Inspiration | Winter,12175,132,78.04,0.010842
2023-12-09,PN,Inspiration | Winter,10137,141,70.36,0.013909
2023-12-10,PN,Inspiration | Winter,9171,150,65.67,0.016356
2023-12-04,PN,Inspiration | Summer,7243,103,45.56,0.014221
2023-12-05,PN,Inspiration | Summer,6408,91,39.37,0.014201
2023-12-06,PN,Inspiration | Summer,6460,102,43.59,0.015789
2023-12-07,PN,Inspiration | Summer,8886,119,48.72,0.013392
2023-12-08,PN,Inspiration | Summer,6196,99,36.21,0.015978
2023-12-09,PN,Inspiration | Summer,7687,114,44.57,0.01483
2023-12-10,PN,Inspiration | Summer,8650,85,40.85,0.009827
2023-12-04,NE,Inspiration | Winter,9116,122,70.81,0.013383
2023-12-05,NE,Inspiration | Winter,9305,119,57.31,0.012789
2023-12-06,NE,Inspiration | Winter,9713,105,68.72,0.01081
2023-12-07,NE,Inspiration | Winter,11076,133,68.18,0.012008
2023-12-08,NE,Inspiration | Winter,12443,132,64.67,0.010608
2023-12-09,NE,Inspiration | Winter,11562,122,75.58,0.010552
2023-12-10,NE,Inspiration | Winter,9830,121,62.23,0.012309
2023-12-04,NE,Inspiration | Summer,9113,110,43.28,0.012071
2023-12-05,NE,Inspiration | Summer,7551,91,43.11,0.012051
2023-12-06,NE,Inspiration | Summer,7796,116,46.98,0.014879
2023-12-07,NE,Inspiration | Summer,7704,120,52.15,0.015576
2023-12-08,NE,Inspiration | Summer,8211,86,43.3,0.010474
2023-12-09,NE,Inspiration | Summer,7359,102,45.34,0.013861
2023-12-10,NE,Inspiration | Summer,8119,133,49.8,0.016381
2023-12-11,CO,Inspiration | Winter,12277,109,82.41,0.008878
2023-12-12,CO,Inspiration | Winter,12466,156,64.29,0.012514
2023-12-13,CO,Inspiration | Winter,14613,111,79.67,0.007596
2023-12-14,CO,Inspiration | Winter,10881,145,77.64,0.013326
2023-12-15,CO,Inspiration | Winter,12108,155,78.99,0.012801
2023-12-16,CO,Inspiration | Winter,12245,127,84.9,0.010372
2023-12-17,CO,Inspiration | Winter,11963,107,86.06,0.008944
2023-12-11,CO,Inspiration | Summer,7032,94,47.09,0.013367
2023-12-12,CO,Inspiration | Summer,8801,94,56.31,0.010681
2023-12-13,CO,Inspiration | Summer,7518,96,39.6,0.012769
2023-12-14,CO,Inspiration | Summer,6198,96,38.36,0.015489
2023-12-15,CO,Inspiration | Summer,8574,96,38.59,0.011197
2023-12-16,CO,Inspiration | Summer,6485,71,40.41,0.010948
2023-12-17,CO,Inspiration | Summer,7453,104,41.59,0.013954
2023-12-11,UT,Inspiration | Winter,9933,100,62.05,0.010067
2023-12-12,UT,Inspiration | Winter,10736,133,63.28,0.012388
2023-12-13,UT,Inspiration | Winter,9974,135,71.4,0.013535
2023-12-14,UT,Inspiration | Winter,9316,105,62.73,0.011271
2023-12-15,UT,Inspiration | Winter,10556,94,65.32,0.008905
2023-12-16,UT,Inspiration | Winter,10375,98,67.1,0.009446
2023-12-17,UT,Inspiration | Winter,10526,142,65.18,0.01349
2023-12-11,UT,Inspiration | Summer,5491,87,41.75,0.015844
2023-12-12,UT,Inspiration | Summer,5276,78,47.61,0.014784
2023-12-13,UT,Inspiration | Summer,6644,87,44.3,0.013095
2023-12-14,UT,Inspiration | Summer,7810,80,35.09,0.010243
2023-12-15,UT,Inspiration | Summer,7853,97,39.47,0.012352
2023-12-16,UT,Inspiration | Summer,7858,111,33.41,0.014126
2023-12-17,UT,Inspiration | Summer,6652,81,34.37,0.012177
2023-12-11,CA,Inspiration | Winter,10301,125,71.54,0.012135
2023-12-12,CA,Inspiration | Winter,7842,113,74.78,0.01441
2023-12-13,CA,Inspiration | Winter,9868,97,63.19,0.00983
2023-12-14,CA,Inspiration | Winter,8612,120,63.24,0.013934
2023-12-15,CA,Inspiration | Winter,9591,98,61.8,0.010218
2023-12-16,CA,Inspiration | Winter,11935,116,56.57,0.009719
2023-12-17,CA,Inspiration | Winter,11374,128,53.83,0.011254
2023-12-11,CA,Inspiration | Summer,8825,132,52.48,0.014958
2023-12-12,CA,Inspiration | Summer,8327,104,53.13,0.012489
2023-12-13,CA,Inspiration | Summer,7980,120,54.8,0.015038
2023-12-14,CA,Inspiration | Summer,9831,103,39.63,0.010477
2023-12-15,CA,Inspiration | Summer,8373,117,58.87,0.013973
2023-12-16,CA,Inspiration | Summer,8402,120,51.51,0.014282
2023-12-17,CA,Inspiration | Summer,8600,133,39.54,0.015465
