week_start,geo,snowfall_index,temperature_f,precipitation_index
2025-04-07,PN,25.315,40.87,2.382
2025-04-07,NE,27.925,40.07,2.27
2025-04-14,CO,28.859,38.14,2.421
2025-04-14,UT,24.847,38.13,2.241
2025-04-14,CA,23.126,36.99,1.935
2025-04-14,PN,25.906,36.09,2.437
2025-04-14,NE,23.856,40.96,2.451
2025-04-21,CO,26.553,34.89,2.307
2025-04-21,UT,26.057,36.27,2.149
2025-04-21,CA,25.225,39.31,2.349
2025-04-21,PN,27.703,37.41,2.11
2025-04-21,NE,25.23,40.03,1.957
2025-04-28,CO,27.774,38.58,1.913
2025-04-28,UT,27.217,35.91,2.117
2025-04-28,CA,21.729,38.58,2.038
2025-04-28,PN,24.559,39.78,2.183
2025-04-28,NE,29.541,38.44,2.306
2025-05-05,CO,25.423,36.12,1.981
2025-05-05,UT,23.331,38.03,2.126
2025-05-05,CA,22.616,40.65,2.069
2025-05-05,PN,21.514,36.48,2.16
2025-05-05,NE,23.664,37.41,1.864
2025-05-12,CO,28.135,39.5,2.164
2025-05-12,UT,23.032,36.24,1.844
2025-05-12,CA,26.896,41.29,1.964
2025-05-12,PN,26.584,37.31,2.161
2025-05-12,NE,28.833,37.96,1.91
2025-05-19,CO,22.891,35.43,1.763
2025-05-19,UT,25.471,38.6,2.155
2025-05-19,CA,19.216,40.19,1.698
2025-05-19,PN,21.025,37.89,1.68
2025-05-19,NE,26.418,37.67,2.11
2025-05-26,CO,27.757,36.85,2.038
2025-05-26,UT,21.773,36.88,1.984
2025-05-26,CA,21.092,39.14,2.024
2025-05-26,PN,25.688,39.8,2.096
2025-05-26,NE,21.145,38.61,1.861
2025-06-02,CO,22.862,35.84,1.501
2025-06-02,UT,21.332,40.56,1.55
2025-06-02,CA,23.398,36.96,1.584
2025-06-02,PN,25.764,37.21,1.785
2025-06-02,NE,22.541,40.44,1.618
2025-06-09,CO,23.983,34.73,1.817
2025-06-09,UT,26.875,34.97,1.733
2025-06-09,CA,17.949,38.89,1.555
2025-06-09,PN,23.825,38.7,1.887
2025-06-09,NE,22.602,38.61,1.911
2025-06-16,CO,21.046,35.02,1.843
2025-06-16,UT,25.083,39.39,1.574
2025-06-16,CA,20.53,41.21,1.579
2025-06-16,PN,22.334,35.98,1.514
2025-06-16,NE,25.067,38.56,1.657
2025-06-23,CO,20.395,34.82,1.527
2025-06-23,UT,26.827,39.38,1.803
2025-06-23,CA,23.453,42.2,1.28
2025-06-23,PN,20.561,37.05,1.27
2025-06-23,NE,23.161,35.8,1.527
2025-06-30,CO,25.755,38.81,1.39
2025-06-30,UT,19.14,35.75,1.261
2025-06-30,CA,17.025,39.92,1.346
2025-06-30,PN,21.341,38.46,1.504
2025-06-30,NE,20.46,38.32,1.112
2025-07-07,CO,22.057,38.0,1.561
2025-07-07,UT,20.04,37.62,1.075
2025-07-07,CA,19.795,39.69,1.153
2025-07-07,PN,23.884,37.76,1.122
2025-07-07,NE,24.471,38.5,1.188
2025-07-14,CO,25.47,36.54,1.429
2025-07-14,UT,23.224,40.66,1.106
2025-07-14,CA,16.622,42.08,1.247
2025-07-14,PN,20.542,38.42,1.379
2025-07-14,NE,18.874,41.33,1.134
2025-07-21,CO,17.514,35.87,1.299
2025-07-21,UT,22.55,39.74,0.919
2025-07-21,CA,19.562,40.11,1.183
2025-07-21,PN,23.088,40.04,0.972
2025-07-21,NE,21.699,40.42,1.119
2025-07-28,CO,17.118,36.6,0.863
2025-07-28,UT,20.584,39.26,0.954
2025-07-28,CA,21.934,41.8,1.237
2025-07-28,PN,21.566,35.81,1.119
2025-07-28,NE,20.589,39.15,1.014
2025-08-04,CO,19.232,37.6,0.813
2025-08-04,UT,23.692,39.32,1.184
2025-08-04,CA,19.744,41.61,0.661
2025-08-04,PN,23.547,38.14,1.115
2025-08-04,NE,22.873,39.36,0.727
2025-08-11,CO,23.143,34.55,0.772
2025-08-11,UT,19.023,35.17,1.059
2025-08-11,CA,18.375,41.82,0.716
2025-08-11,PN,20.965,39.78,0.873
2025-08-11,NE,15.789,40.41,1.075
2025-08-18,CO,20.988,38.12,0.64
2025-08-18,UT,20.927,36.77,0.587
2025-08-18,CA,16.239,41.35,0.639
2025-08-18,PN,19.206,41.03,0.894
2025-08-18,NE,22.39,37.65,0.71
2025-08-25,CO,18.107,36.01,1.001
2025-08-25,UT,18.445,35.31,0.539
2025-08-25,CA,17.177,41.26,0.612
2025-08-25,PN,19.806,37.37,0.665
2025-08-25,NE,19.941,37.12,0.784
2025-09-01,CO,19.415,37.46,0.491
2025-09-01,UT,19.069,40.41,0.53
2025-09-01,CA,17.725,40.92,0.552
2025-09-01,PN,20.94,40.08,0.892
2025-09-01,NE,22.333,38.09,0.598
2025-09-08,CO,16.643,35.75,0.668
2025-09-08,UT,17.018,35.5,0.783
2025-09-08,CA,20.229,38.67,0.553
2025-09-08,PN,17.9,38.54,0.636
2025-09-08,NE,16.789,40.88,0.42
2025-09-15,CO,17.0,38.5,0.364
2025-09-15,UT,20.334,36.36,0.812
2025-09-15,CA,16.833,40.59,0.594
2025-09-15,PN,16.368,40.07,0.867
2025-09-15,NE,22.871,36.25,0.816
2025-09-22,CO,16.721,38.43,0.705
2025-09-22,UT,19.012,38.03,0.37
2025-09-22,CA,18.361,41.54,0.335
2025-09-22,PN,20.6,36.42,0.582
2025-09-22,NE,16.261,38.23,0.536
2025-09-29,CO,20.745,34.8,0.855
2025-09-29,UT,18.973,38.42,0.337
2025-09-29,CA,21.73,37.63,0.54
2025-09-29,PN,20.594,38.57,0.776
2025-09-29,NE,20.136,41.37,0.338
2025-10-06,CO,18.918,34.85,0.336
2025-10-06,UT,20.835,40.2,0.794
2025-10-06,CA,16.471,37.46,0.644
2025-10-06,PN,22.685,37.19,0.711
2025-10-06,NE,17.473,38.44,0.849
2025-10-13,CO,15.701,35.72,0.534
2025-10-13,UT,18.659,37.65,0.679
2025-10-13,CA,18.643,41.13,0.721
2025-10-13,PN,20.667,37.96,0.395
2025-10-13,NE,21.107,38.21,0.485
2025-10-20,CO,21.738,37.65,0.54
2025-10-20,UT,23.392,40.17,0.365
2025-10-20,CA,22.087,37.43,0.526
2025-10-20,PN,16.852,38.18,0.927
2025-10-20,NE,22.327,38.83,0.485
2025-10-27,CO,24.127,40.15,0.778
2025-10-27,UT,22.19,36.65,0.419
2025-10-27,CA,18.382,39.13,0.985
2025-10-27,PN,15.831,37.33,0.912
2025-10-27,NE,16.845,36.91,0.971
