week_start,geo,send_count,delivered,open_rate,click_rate
2024-08-19,Northern California,4286,4120,0.1821,0.0282
2024-08-19,Pacific Northwest,3505,3424,0.167,0.0299
2024-08-19,New England,3490,3383,0.1744,0.0278
2024-08-26,Colorado Rockies,5626,5419,0.1516,0.0284
2024-08-26,Utah Wasatch,4895,4799,0.1411,0.0305
2024-08-26,Northern California,5097,4996,0.137,0.0297
2024-08-26,Pacific Northwest,4413,4291,0.1713,0.025
2024-08-26,New England,4424,4367,0.1383,0.0271
2024-09-02,Colorado Rockies,4586,4456,0.1393,0.0294
2024-09-02,Utah Wasatch,4283,4169,0.161,0.0252
2024-09-02,Northern California,4334,4245,0.1618,0.025
2024-09-02,Pacific Northwest,4189,4079,0.1478,0.0279
2024-09-02,New England,3401,3362,0.1584,0.0294
2024-09-09,Colorado Rockies,4159,4008,0.1526,0.027
2024-09-09,Utah Wasatch,4022,3870,0.1509,0.0301
2024-09-09,Northern California,4354,4220,0.1418,0.0269
2024-09-09,Pacific Northwest,3921,3869,0.1475,0.0256
2024-09-09,New England,3520,3393,0.1427,0.0291
2024-09-16,Colorado Rockies,4773,4653,0.1567,0.0278
2024-09-16,Utah Wasatch,4080,3982,0.1471,0.0273
2024-09-16,Northern California,4229,4182,0.1248,0.0282
2024-09-16,Pacific Northwest,3730,3683,0.1249,0.0246
2024-09-16,New England,3320,3273,0.1399,0.0244
2024-09-23,Colorado Rockies,4707,4650,0.1254,0.025
2024-09-23,Utah Wasatch,4068,3972,0.126,0.0214
2024-09-23,Northern California,4094,4009,0.1414,0.0225
2024-09-23,Pacific Northwest,3619,3583,0.1392,0.0264
2024-09-23,New England,3410,3328,0.1574,0.0241
2024-09-30,Colorado Rockies,4601,4475,0.1407,0.0198
2024-09-30,Utah Wasatch,4046,3962,0.1396,0.0194
2024-09-30,Northern California,4452,4349,0.1417,0.024
2024-09-30,Pacific Northwest,3779,3681,0.1588,0.0198
2024-09-30,New England,3544,3486,0.1527,0.0234
2024-10-07,Colorado Rockies,4694,4535,0.1337,0.0182
2024-10-07,Utah Wasatch,3978,3931,0.141,0.0177
2024-10-07,Northern California,4351,4178,0.1351,0.0222
2024-10-07,Pacific Northwest,3930,3823,0.1447,0.0183
2024-10-07,New England,3518,3429,0.1391,0.0176
2024-10-14,Colorado Rockies,4853,4701,0.1442,0.0153
2024-10-14,Utah Wasatch,4347,4289,0.1609,0.0195
2024-10-14,Northern California,4341,4273,0.1658,0.0166
2024-10-14,Pacific Northwest,3633,3488,0.1429,0.0172
2024-10-14,New England,3455,3359,0.1531,0.0155
2024-10-21,Colorado Rockies,4819,4666,0.1668,0.0164
2024-10-21,Utah Wasatch,4358,4249,0.1705,0.0176
2024-10-21,Northern California,4670,4621,0.1661,0.0195
2024-10-21,Pacific Northwest,3746,3701,0.1864,0.0162
2024-10-21,New England,3688,3555,0.1629,0.0142
2024-10-28,Colorado Rockies,4736,4650,0.1756,0.0158
2024-10-28,Utah Wasatch,4393,4262,0.164,0.0135
2024-10-28,Northern California,4915,4808,0.1884,0.0182
2024-10-28,Pacific Northwest,3852,3767,0.1772,0.0137
2024-10-28,New England,3810,3669,0.1701,0.0145
2024-11-04,Colorado Rockies,4854,4770,0.2025,0.0162
2024-11-04,Utah Wasatch,4177,4046,0.1837,0.016
2024-11-04,Northern California,4828,4702,0.2085,0.0145
2024-11-04,Pacific Northwest,4168,4017,0.1945,0.0161
2024-11-04,New England,3859,3717,0.2024,0.0188
2024-11-11,Colorado Rockies,5110,4956,0.2175,0.0158
2024-11-11,Utah Wasatch,4682,4629,0.2076,0.0147
2024-11-11,Northern California,4540,4431,0.2045,0.014
2024-11-11,Pacific Northwest,4006,3926,0.1899,0.0197
2024-11-11,New England,3518,3465,0.205,0.0154
2024-11-18,Colorado Rockies,7484,7331,0.2194,0.0158
2024-11-18,Utah Wasatch,6439,6212,0.2278,0.0198
2024-11-18,Northern California,6716,6504,0.2114,0.0177
2024-11-18,Pacific Northwest,5526,5408,0.1993,0.0207
2024-11-18,New England,5526,5376,0.2074,0.0198
2024-11-25,Colorado Rockies,5237,5091,0.213,0.017
2024-11-25,Utah Wasatch,5026,4889,0.2107,0.0212
2024-11-25,Northern California,4964,4819,0.2199,0.0199
2024-11-25,Pacific Northwest,4759,4650,0.2182,0.0203
2024-11-25,New England,4349,4202,0.2278,0.0182
2024-12-02,Colorado Rockies,4991,4909,0.2445,0.0216
2024-12-02,Utah Wasatch,4598,4503,0.2475,0.0197
2024-12-02,Northern California,5357,5177,0.2436,0.0231
2024-12-02,Pacific Northwest,4344,4206,0.2352,0.0237
2024-12-02,New England,3817,3758,0.2342,0.0238
2024-12-09,Colorado Rockies,5797,5626,0.2411,0.022
2024-12-09,Utah Wasatch,4709,4578,0.237,0.0224
2024-12-09,Northern California,5036,4859,0.2326,0.0243
2024-12-09,Pacific Northwest,4396,4271,0.2239,0.0241
2024-12-09,New England,3959,3908,0.2414,0.0228
2024-12-16,Colorado Rockies,6741,6505,0.2404,0.0255
2024-12-16,Utah Wasatch,6280,6181,0.2312,0.0255
2024-12-16,Northern California,6807,6685,0.2425,0.0281
2024-12-16,Pacific Northwest,5842,5678,0.2474,0.0229
2024-12-16,New England,5043,4903,0.2237,0.0233
2024-12-23,Colorado Rockies,6074,5866,0.2197,0.0292
2024-12-23,Utah Wasatch,5453,5338,0.2447,0.0295
2024-12-23,Northern California,6005,5886,0.2589,0.0298
2024-12-23,Pacific Northwest,4893,4788,0.2482,0.0265
2024-12-23,New England,4236,4106,0.2392,0.0284
2024-12-30,Colorado Rockies,7975,7674,0.2373,0.0307
2024-12-30,Utah Wasatch,7177,7103,0.2393,0.0288
2024-12-30,Northern California,7274,7070,0.2474,0.0286
2024-12-30,Pacific Northwest,7027,6774,0.224,0.0283
2024-12-30,New England,5860,5775,0.2243,0.0309
2025-01-06,Colorado Rockies,6467,6353,0.2289,0.0264
2025-01-06,Utah Wasatch,5548,5451,0.223,0.029
2025-01-06,Northern California,6261,6103,0.2157,0.0277
2025-01-06,Pacific Northwest,5194,5003,0.2505,0.0251
2025-01-06,New England,4342,4287,0.2244,0.0294
2025-01-13,Colorado Rockies,6104,6040,0.243,0.0246
2025-01-13,Utah Wasatch,5308,5216,0.2116,0.0271
2025-01-13,Northern California,6043,5931,0.2379,0.0261
2025-01-13,Pacific Northwest,5033,4837,0.2404,0.0251
2025-01-13,New England,4465,4348,0.2073,0.0276
2025-01-20,Colorado Rockies,6095,5959,0.2325,0.0236
2025-01-20,Utah Wasatch,5003,4869,0.1988,0.0261
2025-01-20,Northern California,5725,5516,0.1985,0.0271
2025-01-20,Pacific Northwest,5194,5136,0.1988,0.0257
2025-01-20,New England,4270,4222,0.1969,0.0242
2025-01-27,Colorado Rockies,5994,5898,0.2007,0.0225
2025-01-27,Utah Wasatch,5789,5660,0.1883,0.023
2025-01-27,Northern California,5588,5430,0.2034,0.0232
2025-01-27,Pacific Northwest,5215,5065,0.198,0.023
2025-01-27,New England,4844,4690,0.2051,0.0247
2025-02-03,Colorado Rockies,6126,5926,0.2064,0.0236
2025-02-03,Utah Wasatch,5429,5308,0.1908,0.0228
2025-02-03,Northern California,5936,5773,0.2027,0.0227
2025-02-03,Pacific Northwest,5155,4991,0.1802,0.0246
2025-02-03,New England,4398,4294,0.2081,0.0218
2025-02-10,Colorado Rockies,5811,5735,0.1792,0.0183
2025-02-10,Utah Wasatch,5791,5703,0.1731,0.0179
2025-02-10,Northern California,5532,5319,0.174,0.0229
2025-02-10,Pacific Northwest,4941,4880,0.1876,0.0225
2025-02-10,New England,4782,4664,0.194,0.0186
2025-02-17,Colorado Rockies,8368,8255,0.1698,0.018
2025-02-17,Utah Wasatch,7018,6932,0.1753,0.016
2025-02-17,Northern California,8229,8146,0.1659,0.0171
2025-02-17,Pacific Northwest,6914,6662,0.1635,0.0182
2025-02-17,New England,6502,6281,0.1509,0.0178
2025-02-24,Colorado Rockies,6673,6606,0.146,0.0148
2025-02-24,Utah Wasatch,5923,5698,0.1414,0.0177
2025-02-24,Northern California,6172,5994,0.1475,0.0141
2025-02-24,Pacific Northwest,5333,5262,0.1392,0.0142
2025-02-24,New England,4856,4682,0.1505,0.0164
2025-03-03,Colorado Rockies,6567,6325,0.163,0.0176
2025-03-03,Utah Wasatch,5279,5094,0.1332,0.0138
2025-03-03,Northern California,5782,5638,0.1352,0.0156
2025-03-03,Pacific Northwest,4932,4804,0.1328,0.0158
2025-03-03,New England,4427,4375,0.158,0.014
2025-03-10,Colorado Rockies,6357,6280,0.1311,0.0162
2025-03-10,Utah Wasatch,5301,5092,0.1475,0.0148
2025-03-10,Northern California,6160,6068,0.1518,0.0183
2025-03-10,Pacific Northwest,5414,5358,0.15,0.0141
2025-03-10,New England,4644,4573,0.1284,0.0165
2025-03-17,Colorado Rockies,6556,6472,0.158,0.019
2025-03-17,Utah Wasatch,5826,5650,0.1495,0.0177
2025-03-17,Northern California,5757,5685,0.1517,0.0196
2025-03-17,Pacific Northwest,5384,5303,0.1298,0.0185
2025-03-17,New England,4867,4741,0.1355,0.0152
2025-03-24,Colorado Rockies,6284,6090,0.1325,0.0178
2025-03-24,Utah Wasatch,5268,5062,0.1454,0.0195
2025-03-24,Northern California,5616,5556,0.1447,0.0162
2025-03-24,Pacific Northwest,5268,5165,0.1379,0.0182
2025-03-24,New England,4714,4665,0.1322,0.0199
2025-03-31,Colorado Rockies,6395,6252,0.1599,0.0227
2025-03-31,Utah Wasatch,5495,5385,0.136,0.0188
2025-03-31,Northern California,5561,5461,0.1321,0.017
2025-03-31,Pacific Northwest,5179,5075,0.1287,0.0178
2025-03-31,New England,4874,4776,0.1619,0.0199
2025-04-07,Colorado Rockies,6141,5968,0.1502,0.0204
2025-04-07,Utah Wasatch,5494,5424,0.1558,0.022
2025-04-07,Northern California,6195,6099,0.1441,0.0225
2025-04-07,Pacific Northwest,5337,5178,0.152,0.0214
2025-04-07,New England,4883,4832,0.13,0.0238
2025-04-14,Colorado Rockies,6118,5989,0.1374,0.0249
2025-04-14,Utah Wasatch,5720,5602,0.1638,0.0239
2025-04-14,Northern California,5802,5592,0.1603,0.0241
2025-04-14,Pacific Northwest,4747,4564,0.1517,0.0215
2025-04-14,New England,4814,4689,0.1605,0.0213
2025-04-21,Colorado Rockies,5888,5809,0.1574,0.0237
2025-04-21,Utah Wasatch,5689,5537,0.1798,0.0237
2025-04-21,Northern California,5952,5717,0.1507,0.023
2025-04-21,Pacific Northwest,5134,5028,0.1583,0.0264
2025-04-21,New England,4219,4096,0.1708,0.0261
2025-04-28,Colorado Rockies,5542,5405,0.1737,0.0276
2025-04-28,Utah Wasatch,5452,5395,0.192,0.0251
2025-04-28,Northern California,5292,5128,0.1582,0.0259
2025-04-28,Pacific Northwest,4836,4694,0.182,0.0284
2025-04-28,New England,4646,4572,0.1691,0.0247
2025-05-05,Colorado Rockies,5484,5399,0.2092,0.0298
2025-05-05,Utah Wasatch,5008,4917,0.1926,0.0263
2025-05-05,Northern California,5387,5227,0.2042,0.0279
2025-05-05,Pacific Northwest,4636,4510,0.1949,0.0305
2025-05-05,New England,4184,4126,0.2091,0.0292
2025-05-12,Colorado Rockies,5413,5342,0.1987,0.0271
2025-05-12,Utah Wasatch,4811,4737,0.208,0.0289
2025-05-12,Northern California,5144,5047,0.2171,0.0278
2025-05-12,Pacific Northwest,5022,4852,0.212,0.0287
2025-05-12,New England,4439,4375,0.2005,0.0282
2025-05-19,Colorado Rockies,5956,5804,0.2165,0.0246
2025-05-19,Utah Wasatch,4864,4799,0.1978,0.0243
2025-05-19,Northern California,5427,5298,0.2332,0.0259
2025-05-19,Pacific Northwest,4540,4359,0.2238,0.0296
2025-05-19,New England,3966,3852,0.1968,0.0279
2025-05-26,Colorado Rockies,5849,5694,0.2103,0.0252
2025-05-26,Utah Wasatch,5508,5318,0.2175,0.0285
2025-05-26,Northern California,5293,5174,0.2373,0.024
2025-05-26,Pacific Northwest,5030,4889,0.2236,0.0239
2025-05-26,New England,4208,4124,0.2147,0.0231
2025-06-02,Colorado Rockies,7077,6804,0.2473,0.0267
2025-06-02,Utah Wasatch,6030,5828,0.2323,0.0219
2025-06-02,Northern California,6767,6608,0.2167,0.0213
2025-06-02,Pacific Northwest,5462,5384,0.2189,0.0239
2025-06-02,New England,5169,4998,0.2367,0.0268
2025-06-09,Colorado Rockies,5075,4929,0.2463,0.0246
2025-06-09,Utah Wasatch,5069,4917,0.2168,0.0225
2025-06-09,Northern California,5370,5266,0.2231,0.0211
2025-06-09,Pacific Northwest,4448,4305,0.2481,0.0227
2025-06-09,New England,3808,3697,0.2265,0.0236
2025-06-16,Colorado Rockies,4938,4793,0.2451,0.02
2025-06-16,Utah Wasatch,4990,4918,0.241,0.0184
2025-06-16,Northern California,5039,4875,0.2519,0.018
2025-06-16,Pacific Northwest,4437,4270,0.2283,0.0186
2025-06-16,New England,3958,3885,0.2286,0.0188
2025-06-23,Colorado Rockies,5094,4896,0.2462,0.0178
2025-06-23,Utah Wasatch,4334,4210,0.2279,0.0171
2025-06-23,Northern California,4591,4414,0.2276,0.0172
2025-06-23,Pacific Northwest,4157,4012,0.2365,0.0164
2025-06-23,New England,3687,3610,0.2455,0.021
2025-06-30,Colorado Rockies,5380,5204,0.241,0.0158
2025-06-30,Utah Wasatch,4831,4648,0.2502,0.0158
2025-06-30,Northern California,5153,5002,0.2491,0.015
2025-06-30,Pacific Northwest,4461,4409,0.2263,0.016
2025-06-30,New England,3835,3750,0.2374,0.0191
2025-07-07,Colorado Rockies,4909,4724,0.234,0.0168
2025-07-07,Utah Wasatch,4620,4435,0.2119,0.018
2025-07-07,Northern California,4524,4373,0.239,0.0161
2025-07-07,Pacific Northwest,4063,3973,0.2132,0.0185
2025-07-07,New England,3522,3424,0.2412,0.0185
2025-07-14,Colorado Rockies,5064,4932,0.2416,0.0162
2025-07-14,Utah Wasatch,4351,4209,0.2081,0.0131
2025-07-14,Northern California,4965,4892,0.2053,0.0189
2025-07-14,Pacific Northwest,3936,3878,0.2125,0.0163
2025-07-14,New England,3667,3595,0.2211,0.0143
2025-07-21,Colorado Rockies,4534,4409,0.2263,0.0161
2025-07-21,Utah Wasatch,4275,4231,0.2236,0.0149
2025-07-21,Northern California,4656,4497,0.1984,0.0176
2025-07-21,Pacific Northwest,4075,4001,0.196,0.0197
2025-07-21,New England,3729,3600,0.1941,0.0169
2025-07-28,Colorado Rockies,4614,4453,0.1985,0.0179
2025-07-28,Utah Wasatch,4471,4372,0.2111,0.0192
2025-07-28,Northern California,4378,4322,0.1915,0.0177
2025-07-28,Pacific Northwest,3938,3830,0.2157,0.0185
2025-07-28,New England,3418,3308,0.1969,0.0162
2025-08-04,Colorado Rockies,4816,4673,0.1823,0.0183
2025-08-04,Utah Wasatch,4187,4047,0.1855,0.0178
2025-08-04,Northern California,4526,4450,0.1826,0.0216
2025-08-04,Pacific Northwest,3921,3765,0.2062,0.0223
2025-08-04,New England,3410,3342,0.2085,0.0203
2025-08-11,Colorado Rockies,5490,5433,0.1911,0.0248
2025-08-11,Utah Wasatch,5124,4969,0.1945,0.0194
2025-08-11,Northern California,5965,5830,0.1592,0.0223
2025-08-11,Pacific Northwest,5154,5013,0.1691,0.0201
2025-08-11,New England,4353,4237,0.1644,0.0228
2025-08-18,Colorado Rockies,4555,4445,0.1551,0.0215
2025-08-18,Utah Wasatch,4007,3941,0.1625,0.024
2025-08-18,Northern California,4489,4416,0.1593,0.0219
2025-08-18,Pacific Northwest,3694,3595,0.1785,0.0249
2025-08-18,New England,3660,3545,0.1498,0.025
2025-08-25,Colorado Rockies,4943,4857,0.1421,0.0287
2025-08-25,Utah Wasatch,3955,3880,0.1759,0.0274
2025-08-25,Northern California,4404,4335,0.1458,0.0233
2025-08-25,Pacific Northwest,3814,3675,0.142,0.0267
2025-08-25,New England,3659,3590,0.1532,0.0234
2025-09-01,Colorado Rockies,4989,4797,0.1401,0.0242
2025-09-01,Utah Wasatch,4647,4472,0.1333,0.0251
2025-09-01,Northern California,4663,4504,0.1485,0.0296
2025-09-01,Pacific Northwest,4021,3895,0.1493,0.0301
2025-09-01,New England,3766,3692,0.1351,0.0287
2025-09-08,Colorado Rockies,4827,4713,0.1424,0.0263
2025-09-08,Utah Wasatch,4131,4020,0.1611,0.0271
2025-09-08,Northern California,4547,4372,0.1483,0.0277
2025-09-08,Pacific Northwest,3912,3774,0.153,0.0255
2025-09-08,New England,3464,3357,0.1569,0.029
2025-09-15,Colorado Rockies,5377,5319,0.1478,0.0306
2025-09-15,Utah Wasatch,5270,5101,0.1441,0.0298
2025-09-15,Northern California,5628,5421,0.1437,0.0253
2025-09-15,Pacific Northwest,4777,4630,0.1562,0.0293
2025-09-15,New England,4116,4043,0.1525,0.0301
2025-09-22,Colorado Rockies,4546,4367,0.1289,0.0284
2025-09-22,Utah Wasatch,4025,3978,0.1313,0.0246
2025-09-22,Northern California,4323,4233,0.1445,0.0288
2025-09-22,Pacific Northwest,4053,3977,0.147,0.0262
2025-09-22,New England,3485,3358,0.1508,0.0298
2025-09-29,Colorado Rockies,4748,4674,0.1424,0.0269
2025-09-29,Utah Wasatch,4071,3920,0.1402,0.0256
2025-09-29,Northern California,4709,4582,0.1413,0.0271
2025-09-29,Pacific Northwest,4170,4112,0.1362,0.0282
2025-09-29,New England,3446,3385,0.1597,0.026
2025-10-06,Colorado Rockies,5116,5043,0.1635,0.0227
2025-10-06,Utah Wasatch,4357,4263,0.1559,0.0252
2025-10-06,Northern California,4684,4521,0.1644,0.0261
2025-10-06,Pacific Northwest,3775,3712,0.1645,0.0238
2025-10-06,New England,3589,3451,0.1558,0.0269
2025-10-13,Colorado Rockies,5113,5046,0.1713,0.0219
2025-10-13,Utah Wasatch,4135,4058,0.1649,0.0239
2025-10-13,Northern California,4922,4802,0.1748,0.0207
2025-10-13,Pacific Northwest,4329,4212,0.1539,0.0203
2025-10-13,New England,3780,3711,0.1573,0.0199
2025-10-20,Colorado Rockies,4852,4782,0.1634,0.0175
2025-10-20,Utah Wasatch,4221,4113,0.1794,0.0201
2025-10-20,Northern California,4513,4341,0.164,0.0212
2025-10-20,Pacific Northwest,4266,4102,0.175,0.0227
2025-10-20,New England,3550,3470,0.151,0.0173
2025-10-27,Colorado Rockies,4742,4584,0.1625,0.0208
2025-10-27,Utah Wasatch,4520,4453,0.1667,0.0159
2025-10-27,Northern California,5016,4840,0.1663,0.0211
2025-10-27,Pacific Northwest,3952,3855,0.1853,0.0195
2025-10-27,New England,3646,3507,0.1971,0.0159
