date,geo,campaign,impressions,clicks,cost_micros,ctr,cpa
2023-06-03,NE,Nonbrand | Cabin Stay,9282,513,76497107,0.055268,0.1491
2023-06-04,NE,Nonbrand | Cabin Stay,9336,379,59034976,0.040596,0.1558
2023-06-05,Colorado,Branded | Destination,12889,1320,86158922,0.102413,0.0653
2023-06-06,Colorado,Branded | Destination,13090,1120,82184584,0.085561,0.0734
2023-06-07,Colorado,Branded | Destination,13315,1230,87281349,0.092377,0.071
2023-06-08,Colorado,Branded | Destination,12566,1410,69716795,0.112208,0.0494
2023-06-09,Colorado,Branded | Destination,13208,1396,85478480,0.105694,0.0612
2023-06-10,Colorado,Branded | Destination,16275,1249,69587358,0.076743,0.0557
2023-06-11,Colorado,Branded | Destination,12946,1561,75894260,0.120578,0.0486
2023-06-05,Colorado,Nonbrand | Ski Weekend,10273,934,111176667,0.090918,0.119
2023-06-06,Colorado,Nonbrand | Ski Weekend,14583,623,89212156,0.042721,0.1432
2023-06-07,Colorado,Nonbrand | Ski Weekend,13145,917,95511078,0.06976,0.1042
2023-06-08,Colorado,Nonbrand | Ski Weekend,13155,920,114481360,0.069935,0.1244
2023-06-09,Colorado,Nonbrand | Ski Weekend,11722,677,90741336,0.057755,0.134
2023-06-10,Colorado,Nonbrand | Ski Weekend,13480,757,111352927,0.056157,0.1471
2023-06-11,Colorado,Nonbrand | Ski Weekend,12874,625,83531657,0.048547,0.1337
2023-06-05,Colorado,Nonbrand | Cabin Stay,9864,470,86905520,0.047648,0.1849
2023-06-06,Colorado,Nonbrand | Cabin Stay,10063,569,67070017,0.056544,0.1179
2023-06-07,Colorado,Nonbrand | Cabin Stay,10825,456,97400460,0.042125,0.2136
2023-06-08,Colorado,Nonbrand | Cabin Stay,10511,521,92567618,0.049567,0.1777
2023-06-09,Colorado,Nonbrand | Cabin Stay,11158,464,88827699,0.041585,0.1914
2023-06-10,Colorado,Nonbrand | Cabin Stay,7630,609,91753496,0.079817,0.1507
2023-06-11,Colorado,Nonbrand | Cabin Stay,11001,448,72316983,0.040724,0.1614
2023-06-05,UT,Search - Lodge,9288,1148,78996276,0.1236,0.0688
2023-06-06,UT,Search - Lodge,9885,1295,69375078,0.131007,0.0536
2023-06-07,UT,Search - Lodge,12047,1071,75104370,0.088902,0.0701
2023-06-08,UT,Search - Lodge,13371,1070,55700043,0.080024,0.0521
2023-06-09,UT,Search - Lodge,12791,947,54929865,0.074036,0.058
2023-06-10,UT,Search - Lodge,12978,1071,69092281,0.082524,0.0645
2023-06-11,UT,Search - Lodge,11209,1075,78065958,0.095905,0.0726
2023-06-05,UT,Nonbrand | Ski Weekend,14577,841,101538313,0.057694,0.1207
2023-06-06,UT,Nonbrand | Ski Weekend,12148,807,104766340,0.066431,0.1298
2023-06-07,UT,Nonbrand | Ski Weekend,11349,615,89893907,0.05419,0.1462
2023-06-08,UT,Nonbrand | Ski Weekend,11427,833,117206411,0.072898,0.1407
2023-06-09,UT,Nonbrand | Ski Weekend,12542,805,93199024,0.064184,0.1158
2023-06-10,UT,Nonbrand | Ski Weekend,14882,831,92672058,0.055839,0.1115
2023-06-11,UT,Nonbrand | Ski Weekend,14228,654,111726139,0.045966,0.1708
2023-06-05,UT,Nonbrand | Cabin Stay,10636,471,101324212,0.044284,0.2151
2023-06-06,UT,Nonbrand | Cabin Stay,10939,392,89540957,0.035835,0.2284
2023-06-07,UT,Nonbrand | Cabin Stay,9618,595,105502125,0.061863,0.1773
2023-06-08,UT,Nonbrand | Cabin Stay,10125,573,96316092,0.056593,0.1681
2023-06-09,UT,Nonbrand | Cabin Stay,12376,514,70685116,0.041532,0.1375
2023-06-10,UT,Nonbrand | Cabin Stay,9479,510,74291583,0.053803,0.1457
2023-06-11,UT,Nonbrand | Cabin Stay,13042,558,102536760,0.042785,0.1838
2023-06-05,NorCal,Brand | Lodge,11757,929,64184189,0.079017,0.0691
2023-06-06,NorCal,Brand | Lodge,9125,1002,55042641,0.109808,0.0549
2023-06-07,NorCal,Brand | Lodge,9244,945,48281270,0.102228,0.0511
2023-06-08,NorCal,Brand | Lodge,10515,888,70554031,0.084451,0.0795
2023-06-09,NorCal,Brand | Lodge,11616,914,70902022,0.078685,0.0776
2023-06-10,NorCal,Brand | Lodge,8945,985,51915716,0.110117,0.0527
2023-06-11,NorCal,Brand | Lodge,10815,962,64019428,0.088951,0.0665
2023-06-05,NorCal,Nonbrand | Ski Weekend,15876,771,130501916,0.048564,0.1693
2023-06-06,NorCal,Nonbrand | Ski Weekend,14947,790,96926045,0.052853,0.1227
2023-06-07,NorCal,Nonbrand | Ski Weekend,13491,706,121010082,0.052331,0.1714
2023-06-08,NorCal,Nonbrand | Ski Weekend,13660,814,90863085,0.05959,0.1116
2023-06-09,NorCal,Nonbrand | Ski Weekend,11631,915,90384377,0.078669,0.0988
2023-06-10,NorCal,Nonbrand | Ski Weekend,11446,701,113936282,0.061244,0.1625
2023-06-11,NorCal,Nonbrand | Ski Weekend,13137,715,91051619,0.054426,0.1273
2023-06-05,NorCal,Nonbrand | Cabin Stay,11406,486,89118159,0.042609,0.1834
2023-06-06,NorCal,Nonbrand | Cabin Stay,11358,457,95741375,0.040236,0.2095
2023-06-07,NorCal,Nonbrand | Cabin Stay,10582,540,112687514,0.05103,0.2087
2023-06-08,NorCal,Nonbrand | Cabin Stay,12394,626,75040931,0.050508,0.1199
2023-06-09,NorCal,Nonbrand | Cabin Stay,12784,496,110649721,0.038798,0.2231
2023-06-10,NorCal,Nonbrand | Cabin Stay,11283,649,93667933,0.05752,0.1443
2023-06-11,NorCal,Nonbrand | Cabin Stay,11255,655,104011335,0.058196,0.1588
2023-06-05,Pacific Northwest,Branded | Destination,13501,1017,71259633,0.075328,0.0701
2023-06-06,Pacific Northwest,Branded | Destination,10358,860,58637618,0.083028,0.0682
2023-06-07,Pacific Northwest,Branded | Destination,9876,793,64595001,0.080296,0.0815
2023-06-08,Pacific Northwest,Branded | Destination,10847,1149,53846824,0.105928,0.0469
2023-06-09,Pacific Northwest,Branded | Destination,10230,1000,73467810,0.097752,0.0735
2023-06-10,Pacific Northwest,Branded | Destination,9279,1048,66572845,0.112943,0.0635
2023-06-11,Pacific Northwest,Branded | Destination,13725,998,70738386,0.072714,0.0709
2023-06-05,Pacific Northwest,Nonbrand | Ski Weekend,10826,529,79301604,0.048864,0.1499
2023-06-06,Pacific Northwest,Nonbrand | Ski Weekend,11667,750,94845698,0.064284,0.1265
2023-06-07,Pacific Northwest,Nonbrand | Ski Weekend,11925,522,85571428,0.043774,0.1639
2023-06-08,Pacific Northwest,Nonbrand | Ski Weekend,13306,737,75943376,0.055389,0.103
2023-06-09,Pacific Northwest,Nonbrand | Ski Weekend,9990,724,90870745,0.072472,0.1255
2023-06-10,Pacific Northwest,Nonbrand | Ski Weekend,10769,542,88567334,0.05033,0.1634
2023-06-11,Pacific Northwest,Nonbrand | Ski Weekend,10995,746,104834044,0.067849,0.1405
2023-06-05,Pacific Northwest,Nonbrand | Cabin Stay,10165,401,74095861,0.039449,0.1848
2023-06-06,Pacific Northwest,Nonbrand | Cabin Stay,8112,438,71221096,0.053994,0.1626
2023-06-07,Pacific Northwest,Nonbrand | Cabin Stay,8683,431,65890937,0.049637,0.1529
2023-06-08,Pacific Northwest,Nonbrand | Cabin Stay,9904,421,79863084,0.042508,0.1897
2023-06-09,Pacific Northwest,Nonbrand | Cabin Stay,9776,457,79005577,0.046747,0.1729
2023-06-10,Pacific Northwest,Nonbrand | Cabin Stay,9224,456,84619525,0.049436,0.1856
2023-06-11,Pacific Northwest,Nonbrand | Cabin Stay,7944,365,81293031,0.045947,0.2227
2023-06-05,NewEngland,Search - Lodge,7950,549,43385534,0.069057,0.079
2023-06-06,NewEngland,Search - Lodge,7598,749,38380611,0.098579,0.0512
2023-06-07,NewEngland,Search - Lodge,7429,825,40411719,0.111051,0.049
2023-06-08,NewEngland,Search - Lodge,8959,738,56828462,0.082375,0.077
2023-06-09,NewEngland,Search - Lodge,8730,764,51700175,0.087514,0.0677
2023-06-10,NewEngland,Search - Lodge,7106,630,51489274,0.088657,0.0817
2023-06-11,NewEngland,Search - Lodge,8904,831,52188510,0.093329,0.0628
2023-06-05,NewEngland,Nonbrand | Ski Weekend,11517,602,91675747,0.052271,0.1523
2023-06-06,NewEngland,Nonbrand | Ski Weekend,12197,699,83690869,0.057309,0.1197
2023-06-07,NewEngland,Nonbrand | Ski Weekend,10296,596,87682829,0.057887,0.1471
2023-06-08,NewEngland,Nonbrand | Ski Weekend,10213,638,90514120,0.062469,0.1419
2023-06-09,NewEngland,Nonbrand | Ski Weekend,10512,613,61134323,0.058314,0.0997
2023-06-10,NewEngland,Nonbrand | Ski Weekend,10434,684,84363549,0.065555,0.1233
2023-06-11,NewEngland,Nonbrand | Ski Weekend,10156,707,88479813,0.069614,0.1251
2023-06-05,NewEngland,Nonbrand | Cabin Stay,8625,330,86649183,0.038261,0.2626
2023-06-06,NewEngland,Nonbrand | Cabin Stay,7412,359,56783811,0.048435,0.1582
2023-06-07,NewEngland,Nonbrand | Cabin Stay,9235,420,62080005,0.045479,0.1478
2023-06-08,NewEngland,Nonbrand | Cabin Stay,8845,397,62195618,0.044884,0.1567
2023-06-09,NewEngland,Nonbrand | Cabin Stay,6594,346,72166372,0.052472,0.2086
2023-06-10,NewEngland,Nonbrand | Cabin Stay,7583,425,73720318,0.056046,0.1735
2023-06-11,NewEngland,Nonbrand | Cabin Stay,9728,326,73799050,0.033512,0.2264
2023-06-12,Rockies,Search - Lodge,14394,972,66146533,0.067528,0.0681
2023-06-13,Rockies,Search - Lodge,13560,984,76805650,0.072566,0.0781
2023-06-14,Rockies,Search - Lodge,10273,1256,81794320,0.122262,0.0651
2023-06-15,Rockies,Search - Lodge,15418,1390,76389351,0.090154,0.055
2023-06-16,Rockies,Search - Lodge,12690,1289,73106116,0.101576,0.0567
2023-06-17,Rockies,Search - Lodge,13833,1191,82654873,0.086098,0.0694
2023-06-18,Rockies,Search - Lodge,10329,1340,77029105,0.129732,0.0575
2023-06-12,Rockies,Nonbrand | Ski Weekend,12894,750,114764212,0.058167,0.153
2023-06-13,Rockies,Nonbrand | Ski Weekend,15303,990,111134172,0.064693,0.1123
2023-06-14,Rockies,Nonbrand | Ski Weekend,15758,957,119333600,0.060731,0.1247
2023-06-15,Rockies,Nonbrand | Ski Weekend,16348,904,105865272,0.055297,0.1171
2023-06-16,Rockies,Nonbrand | Ski Weekend,15257,676,131633178,0.044308,0.1947
2023-06-17,Rockies,Nonbrand | Ski Weekend,15203,998,129507863,0.065645,0.1298
2023-06-18,Rockies,Nonbrand | Ski Weekend,14320,997,107420025,0.069623,0.1077
2023-06-12,Rockies,Nonbrand | Cabin Stay,9640,569,96916580,0.059025,0.1703
2023-06-13,Rockies,Nonbrand | Cabin Stay,10474,580,101455875,0.055375,0.1749
2023-06-14,Rockies,Nonbrand | Cabin Stay,12836,548,85145936,0.042692,0.1554
2023-06-15,Rockies,Nonbrand | Cabin Stay,10587,469,75331878,0.0443,0.1606
2023-06-16,Rockies,Nonbrand | Cabin Stay,11394,446,74064838,0.039143,0.1661
2023-06-17,Rockies,Nonbrand | Cabin Stay,10188,445,101557367,0.043679,0.2282
2023-06-18,Rockies,Nonbrand | Cabin Stay,10077,403,97158481,0.039992,0.2411
2023-06-12,Wasatch,Brand | Lodge,9328,1176,70520634,0.126072,0.06
2023-06-13,Wasatch,Brand | Lodge,10544,967,63923926,0.091711,0.0661
2023-06-14,Wasatch,Brand | Lodge,11291,1171,70180813,0.103711,0.0599
2023-06-15,Wasatch,Brand | Lodge,11528,1064,65322787,0.092297,0.0614
2023-06-16,Wasatch,Brand | Lodge,13768,1239,51200420,0.089991,0.0413
2023-06-17,Wasatch,Brand | Lodge,9353,1092,65329206,0.116754,0.0598
2023-06-18,Wasatch,Brand | Lodge,11863,1110,71801548,0.093568,0.0647
2023-06-12,Wasatch,Nonbrand | Ski Weekend,15526,979,90140647,0.063056,0.0921
2023-06-13,Wasatch,Nonbrand | Ski Weekend,12922,1004,115801043,0.077697,0.1153
2023-06-14,Wasatch,Nonbrand | Ski Weekend,14746,684,115637367,0.046385,0.1691
2023-06-15,Wasatch,Nonbrand | Ski Weekend,15972,941,92482961,0.058916,0.0983
2023-06-16,Wasatch,Nonbrand | Ski Weekend,15736,726,121042379,0.046136,0.1667
2023-06-17,Wasatch,Nonbrand | Ski Weekend,12757,706,120121281,0.055342,0.1701
2023-06-18,Wasatch,Nonbrand | Ski Weekend,11897,855,121311378,0.071867,0.1419
2023-06-12,Wasatch,Nonbrand | Cabin Stay,8667,370,66707055,0.042691,0.1803
2023-06-13,Wasatch,Nonbrand | Cabin Stay,8449,439,86348796,0.051959,0.1967
2023-06-14,Wasatch,Nonbrand | Cabin Stay,10276,518,82582953,0.050409,0.1594
2023-06-15,Wasatch,Nonbrand | Cabin Stay,10907,496,95400223,0.045475,0.1923
2023-06-16,Wasatch,Nonbrand | Cabin Stay,9816,483,81424770,0.049205,0.1686
2023-06-17,Wasatch,Nonbrand | Cabin Stay,10539,384,94046539,0.036436,0.2449
2023-06-18,Wasatch,Nonbrand | Cabin Stay,12260,532,89167629,0.043393,0.1676
2023-06-12,Northern California,Branded | Destination,9853,1079,70867358,0.10951,0.0657
2023-06-13,Northern California,Branded | Destination,10917,1033,62930473,0.094623,0.0609
2023-06-14,Northern California,Branded | Destination,10151,1014,61790844,0.099892,0.0609
2023-06-15,Northern California,Branded | Destination,9769,915,58310117,0.093664,0.0637
2023-06-16,Northern California,Branded | Destination,9886,836,67342711,0.084564,0.0806
2023-06-17,Northern California,Branded | Destination,12504,1096,54884436,0.087652,0.0501
2023-06-18,Northern California,Branded | Destination,9629,1002,52860262,0.104061,0.0528
2023-06-12,Northern California,Nonbrand | Ski Weekend,14858,880,102365867,0.059227,0.1163
2023-06-13,Northern California,Nonbrand | Ski Weekend,10562,676,97289480,0.064003,0.1439
2023-06-14,Northern California,Nonbrand | Ski Weekend,12478,770,107688687,0.061709,0.1399
2023-06-15,Northern California,Nonbrand | Ski Weekend,12160,845,109938807,0.06949,0.1301
2023-06-16,Northern California,Nonbrand | Ski Weekend,13847,929,111297211,0.06709,0.1198
2023-06-17,Northern California,Nonbrand | Ski Weekend,11516,799,96632174,0.069382,0.1209
2023-06-18,Northern California,Nonbrand | Ski Weekend,15139,913,81151918,0.060308,0.0889
2023-06-12,Northern California,Nonbrand | Cabin Stay,8815,471,89123234,0.053432,0.1892
2023-06-13,Northern California,Nonbrand | Cabin Stay,9191,351,74264384,0.03819,0.2116
2023-06-14,Northern California,Nonbrand | Cabin Stay,9480,488,68118445,0.051477,0.1396
2023-06-15,Northern California,Nonbrand | Cabin Stay,9446,487,86506071,0.051556,0.1776
2023-06-16,Northern California,Nonbrand | Cabin Stay,10276,499,73147058,0.04856,0.1466
2023-06-17,Northern California,Nonbrand | Cabin Stay,9516,490,101330623,0.051492,0.2068
2023-06-18,Northern California,Nonbrand | Cabin Stay,9932,368,67411674,0.037052,0.1832
2023-06-12,PN,Search - Lodge,10518,817,52394485,0.077676,0.0641
2023-06-13,PN,Search - Lodge,8899,947,65076806,0.106416,0.0687
2023-06-14,PN,Search - Lodge,10545,1053,50469607,0.099858,0.0479
2023-06-15,PN,Search - Lodge,8772,865,67202984,0.098609,0.0777
2023-06-16,PN,Search - Lodge,8865,984,65058073,0.110998,0.0661
2023-06-17,PN,Search - Lodge,11513,731,47739892,0.063493,0.0653
2023-06-18,PN,Search - Lodge,8534,1079,51164458,0.126435,0.0474
2023-06-12,PN,Nonbrand | Ski Weekend,9243,530,76797510,0.057341,0.1449
2023-06-13,PN,Nonbrand | Ski Weekend,12172,674,86490511,0.055373,0.1283
2023-06-14,PN,Nonbrand | Ski Weekend,12235,573,76435339,0.046833,0.1334
2023-06-15,PN,Nonbrand | Ski Weekend,10820,782,82576438,0.072274,0.1056
2023-06-16,PN,Nonbrand | Ski Weekend,10090,711,75810306,0.070466,0.1066
2023-06-17,PN,Nonbrand | Ski Weekend,10419,515,105269651,0.049429,0.2044
2023-06-18,PN,Nonbrand | Ski Weekend,11780,639,95329558,0.054244,0.1492
2023-06-12,PN,Nonbrand | Cabin Stay,10260,471,82698904,0.045906,0.1756
2023-06-13,PN,Nonbrand | Cabin Stay,7995,475,69719704,0.059412,0.1468
2023-06-14,PN,Nonbrand | Cabin Stay,8928,375,67379906,0.042003,0.1797
2023-06-15,PN,Nonbrand | Cabin Stay,9659,443,94199066,0.045864,0.2126
2023-06-16,PN,Nonbrand | Cabin Stay,11074,380,93527276,0.034315,0.2461
2023-06-17,PN,Nonbrand | Cabin Stay,8887,552,71241705,0.062113,0.1291
2023-06-18,PN,Nonbrand | Cabin Stay,9028,420,74221091,0.046522,0.1767
2023-06-12,New England,Brand | Lodge,9829,1004,58322178,0.102147,0.0581
2023-06-13,New England,Brand | Lodge,9791,1176,48753282,0.12011,0.0415
2023-06-14,New England,Brand | Lodge,9310,849,62116512,0.091192,0.0732
2023-06-15,New England,Brand | Lodge,9427,952,51737907,0.100987,0.0543
2023-06-16,New England,Brand | Lodge,10074,840,59325862,0.083383,0.0706
2023-06-17,New England,Brand | Lodge,9687,795,50587594,0.082069,0.0636
2023-06-18,New England,Brand | Lodge,8837,1053,64187822,0.119158,0.061
2023-06-12,New England,Nonbrand | Ski Weekend,11663,580,69361620,0.04973,0.1196
2023-06-13,New England,Nonbrand | Ski Weekend,10736,646,79007302,0.060171,0.1223
2023-06-14,New England,Nonbrand | Ski Weekend,9237,575,95664531,0.06225,0.1664
2023-06-15,New England,Nonbrand | Ski Weekend,12026,661,90705744,0.054964,0.1372
2023-06-16,New England,Nonbrand | Ski Weekend,10160,591,70838266,0.058169,0.1199
2023-06-17,New England,Nonbrand | Ski Weekend,10624,775,104390513,0.072948,0.1347
2023-06-18,New England,Nonbrand | Ski Weekend,11654,552,83602643,0.047366,0.1515
2023-06-12,New England,Nonbrand | Cabin Stay,8016,395,71121769,0.049276,0.1801
2023-06-13,New England,Nonbrand | Cabin Stay,10434,431,65179811,0.041307,0.1512
2023-06-14,New England,Nonbrand | Cabin Stay,8103,417,58775105,0.051462,0.1409
2023-06-15,New England,Nonbrand | Cabin Stay,7602,459,83344318,0.060379,0.1816
2023-06-16,New England,Nonbrand | Cabin Stay,9412,341,89482631,0.03623,0.2624
2023-06-17,New England,Nonbrand | Cabin Stay,10456,356,64156820,0.034047,0.1802
2023-06-18,New England,Nonbrand | Cabin Stay,7314,406,83175040,0.05551,0.2049
2023-06-19,CO Rockies,Brand | Lodge,13352,1319,68437261,0.098787,0.0519
2023-06-20,CO Rockies,Brand | Lodge,12216,1104,60265880,0.090373,0.0546
2023-06-21,CO Rockies,Brand | Lodge,10874,1029,84641543,0.094629,0.0823
2023-06-22,CO Rockies,Brand | Lodge,9995,1039,71565437,0.103952,0.0689
2023-06-23,CO Rockies,Brand | Lodge,11883,985,64625939,0.082892,0.0656
2023-06-24,CO Rockies,Brand | Lodge,12038,1456,64757150,0.12095,0.0445
2023-06-25,CO Rockies,Brand | Lodge,11503,1070,68681637,0.093019,0.0642
2023-06-19,CO Rockies,Nonbrand | Ski Weekend,14634,1017,99320662,0.069496,0.0977
2023-06-20,CO Rockies,Nonbrand | Ski Weekend,13176,884,106450216,0.067092,0.1204
2023-06-21,CO Rockies,Nonbrand | Ski Weekend,15446,731,144349217,0.047326,0.1975
2023-06-22,CO Rockies,Nonbrand | Ski Weekend,18247,1069,103852612,0.058585,0.0971
2023-06-23,CO Rockies,Nonbrand | Ski Weekend,14803,1028,120489910,0.069445,0.1172
2023-06-24,CO Rockies,Nonbrand | Ski Weekend,14483,880,133760619,0.060761,0.152
2023-06-25,CO Rockies,Nonbrand | Ski Weekend,15159,1063,118174241,0.070123,0.1112
2023-06-19,CO Rockies,Nonbrand | Cabin Stay,9674,473,72736898,0.048894,0.1538
2023-06-20,CO Rockies,Nonbrand | Cabin Stay,9416,505,82010290,0.053632,0.1624
2023-06-21,CO Rockies,Nonbrand | Cabin Stay,9007,414,91836764,0.045964,0.2218
2023-06-22,CO Rockies,Nonbrand | Cabin Stay,10171,523,80675425,0.051421,0.1543
2023-06-23,CO Rockies,Nonbrand | Cabin Stay,8556,571,78671946,0.066737,0.1378
2023-06-24,CO Rockies,Nonbrand | Cabin Stay,10900,454,72534271,0.041651,0.1598
2023-06-25,CO Rockies,Nonbrand | Cabin Stay,8137,441,74760419,0.054197,0.1695
2023-06-19,Utah,Branded | Destination,7510,961,46790358,0.127963,0.0487
2023-06-20,Utah,Branded | Destination,10884,954,56934510,0.087652,0.0597
2023-06-21,Utah,Branded | Destination,10261,886,56616251,0.086346,0.0639
2023-06-22,Utah,Branded | Destination,8241,889,51365820,0.107875,0.0578
2023-06-23,Utah,Branded | Destination,10905,844,46987517,0.077396,0.0557
2023-06-24,Utah,Branded | Destination,9489,756,66738341,0.079671,0.0883
2023-06-25,Utah,Branded | Destination,8343,753,61807856,0.090255,0.0821
2023-06-19,Utah,Nonbrand | Ski Weekend,9340,699,99108204,0.074839,0.1418
2023-06-20,Utah,Nonbrand | Ski Weekend,11494,704,80651543,0.061249,0.1146
2023-06-21,Utah,Nonbrand | Ski Weekend,10836,630,86353038,0.05814,0.1371
2023-06-22,Utah,Nonbrand | Ski Weekend,12615,595,78992532,0.047166,0.1328
2023-06-23,Utah,Nonbrand | Ski Weekend,9774,661,90667170,0.067628,0.1372
2023-06-24,Utah,Nonbrand | Ski Weekend,10639,549,65961389,0.051603,0.1201
2023-06-25,Utah,Nonbrand | Ski Weekend,11728,562,94386154,0.04792,0.1679
2023-06-19,Utah,Nonbrand | Cabin Stay,9800,385,77082164,0.039286,0.2002
2023-06-20,Utah,Nonbrand | Cabin Stay,10007,426,77265175,0.04257,0.1814
2023-06-21,Utah,Nonbrand | Cabin Stay,8820,457,89942026,0.051814,0.1968
2023-06-22,Utah,Nonbrand | Cabin Stay,10801,399,87277903,0.036941,0.2187
2023-06-23,Utah,Nonbrand | Cabin Stay,7826,471,83189661,0.060184,0.1766
2023-06-24,Utah,Nonbrand | Cabin Stay,10985,516,74283846,0.046973,0.144
2023-06-25,Utah,Nonbrand | Cabin Stay,9392,458,79065097,0.048765,0.1726
2023-06-19,CA,Search - Lodge,12588,982,79083594,0.078011,0.0805
2023-06-20,CA,Search - Lodge,12500,1509,72559143,0.12072,0.0481
2023-06-21,CA,Search - Lodge,13029,1338,72302904,0.102694,0.054
2023-06-22,CA,Search - Lodge,10872,1412,60302698,0.129875,0.0427
2023-06-23,CA,Search - Lodge,11939,1033,52935433,0.086523,0.0512
2023-06-24,CA,Search - Lodge,9857,1014,81655502,0.102871,0.0805
2023-06-25,CA,Search - Lodge,14033,1310,81587226,0.093351,0.0623
2023-06-19,CA,Nonbrand | Ski Weekend,14024,702,102942480,0.050057,0.1466
2023-06-20,CA,Nonbrand | Ski Weekend,14015,742,110634394,0.052943,0.1491
2023-06-21,CA,Nonbrand | Ski Weekend,15095,1036,113854831,0.068632,0.1099
2023-06-22,CA,Nonbrand | Ski Weekend,16137,954,118176271,0.059119,0.1239
2023-06-23,CA,Nonbrand | Ski Weekend,15438,883,94896573,0.057197,0.1075
2023-06-24,CA,Nonbrand | Ski Weekend,12014,995,123478903,0.08282,0.1241
2023-06-25,CA,Nonbrand | Ski Weekend,12018,713,106198691,0.059328,0.1489
2023-06-19,CA,Nonbrand | Cabin Stay,12591,501,100427773,0.03979,0.2005
2023-06-20,CA,Nonbrand | Cabin Stay,9091,406,99074303,0.04466,0.244
2023-06-21,CA,Nonbrand | Cabin Stay,11253,581,70057882,0.051631,0.1206
2023-06-22,CA,Nonbrand | Cabin Stay,9595,399,82911008,0.041584,0.2078
2023-06-23,CA,Nonbrand | Cabin Stay,10469,447,94161894,0.042697,0.2107
2023-06-24,CA,Nonbrand | Cabin Stay,10795,509,93885813,0.047151,0.1845
2023-06-25,CA,Nonbrand | Cabin Stay,11511,550,92052672,0.04778,0.1674
2023-06-19,PNW,Brand | Lodge,8765,917,55906715,0.104621,0.061
2023-06-20,PNW,Brand | Lodge,9327,982,68080136,0.105286,0.0693
2023-06-21,PNW,Brand | Lodge,9698,1018,47113338,0.10497,0.0463
2023-06-22,PNW,Brand | Lodge,9982,1020,59677011,0.102184,0.0585
2023-06-23,PNW,Brand | Lodge,10641,1254,47837402,0.117846,0.0381
2023-06-24,PNW,Brand | Lodge,11444,926,67629479,0.080916,0.073
2023-06-25,PNW,Brand | Lodge,10530,1090,69038791,0.103514,0.0633
2023-06-19,PNW,Nonbrand | Ski Weekend,9222,568,79078640,0.061592,0.1392
2023-06-20,PNW,Nonbrand | Ski Weekend,13344,581,81174393,0.04354,0.1397
2023-06-21,PNW,Nonbrand | Ski Weekend,9241,674,87744029,0.072936,0.1302
2023-06-22,PNW,Nonbrand | Ski Weekend,11223,724,96278799,0.06451,0.133
2023-06-23,PNW,Nonbrand | Ski Weekend,11945,604,78478450,0.050565,0.1299
2023-06-24,PNW,Nonbrand | Ski Weekend,12482,630,93209632,0.050473,0.148
2023-06-25,PNW,Nonbrand | Ski Weekend,9533,647,84562635,0.06787,0.1307
2023-06-19,PNW,Nonbrand | Cabin Stay,8443,384,80198528,0.045481,0.2089
2023-06-20,PNW,Nonbrand | Cabin Stay,10495,412,70232491,0.039257,0.1705
2023-06-21,PNW,Nonbrand | Cabin Stay,7152,558,86487760,0.07802,0.155
2023-06-22,PNW,Nonbrand | Cabin Stay,7402,393,62871209,0.053094,0.16
2023-06-23,PNW,Nonbrand | Cabin Stay,9603,545,82739598,0.056753,0.1518
2023-06-24,PNW,Nonbrand | Cabin Stay,9754,458,71123860,0.046955,0.1553
2023-06-25,PNW,Nonbrand | Cabin Stay,10506,484,78526302,0.046069,0.1622
2023-06-19,NE,Branded | Destination,6790,893,41515280,0.131517,0.0465
2023-06-20,NE,Branded | Destination,9503,641,39188036,0.067452,0.0611
2023-06-21,NE,Branded | Destination,7073,664,52548636,0.093878,0.0791
2023-06-22,NE,Branded | Destination,9508,669,44089473,0.070362,0.0659
2023-06-23,NE,Branded | Destination,8112,755,55974309,0.093072,0.0741
2023-06-24,NE,Branded | Destination,6753,592,46117747,0.087665,0.0779
2023-06-25,NE,Branded | Destination,7019,857,43648437,0.122097,0.0509
2023-06-19,NE,Nonbrand | Ski Weekend,10102,689,88298725,0.068204,0.1282
2023-06-20,NE,Nonbrand | Ski Weekend,10936,609,83354201,0.055688,0.1369
2023-06-21,NE,Nonbrand | Ski Weekend,8934,540,88346445,0.060443,0.1636
2023-06-22,NE,Nonbrand | Ski Weekend,9015,781,73124868,0.086633,0.0936
2023-06-23,NE,Nonbrand | Ski Weekend,12513,665,86441876,0.053145,0.13
2023-06-24,NE,Nonbrand | Ski Weekend,11621,581,79667199,0.049996,0.1371
2023-06-25,NE,Nonbrand | Ski Weekend,11658,525,84041576,0.045033,0.1601
2023-06-19,NE,Nonbrand | Cabin Stay,8610,359,61509981,0.041696,0.1713
2023-06-20,NE,Nonbrand | Cabin Stay,7115,357,60446811,0.050176,0.1693
2023-06-21,NE,Nonbrand | Cabin Stay,7724,470,70268758,0.060849,0.1495
2023-06-22,NE,Nonbrand | Cabin Stay,9260,377,73494877,0.040713,0.1949
2023-06-23,NE,Nonbrand | Cabin Stay,8611,410,68741654,0.047614,0.1677
2023-06-24,NE,Nonbrand | Cabin Stay,7770,410,73226313,0.052767,0.1786
2023-06-25,NE,Nonbrand | Cabin Stay,8718,366,77893717,0.041982,0.2128
2023-06-26,Colorado,Branded | Destination,12260,1064,75311774,0.086786,0.0708
2023-06-27,Colorado,Branded | Destination,12349,838,61411162,0.06786,0.0733
2023-06-28,Colorado,Branded | Destination,9702,1137,75010804,0.117192,0.066
