date,geo,campaign_name,impressions,clicks,spend,ctr
2022-10-24,NE,Prospecting | Trail,10632,127,98.31,0.011945
2023-01-09,SE,Retargeting | Site Visitors,5513,93,55.35,0.016869
2023-01-10,SE,Retargeting | Site Visitors,4025,74,46.05,0.018385
2023-01-11,SE,Retargeting | Site Visitors,4281,67,46.12,0.015651
2023-01-12,SE,Retargeting | Site Visitors,4401,93,50.93,0.021132
2023-01-13,SE,Retargeting | Site Visitors,4001,91,59.56,0.022744
2023-01-14,SE,Retargeting | Site Visitors,4036,93,44.27,0.023043
2023-01-15,SE,Retargeting | Site Visitors,4254,80,48.6,0.018806
2023-01-09,MW,Prospecting | Trail,7575,99,75.86,0.013069
2023-01-10,MW,Prospecting | Trail,10222,113,85.74,0.011055
2023-01-11,MW,Prospecting | Trail,8130,113,97.36,0.013899
2023-01-12,MW,Prospecting | Trail,11324,108,100.19,0.009537
2023-01-13,MW,Prospecting | Trail,10184,111,88.55,0.010899
2023-01-14,MW,Prospecting | Trail,7482,96,76.16,0.012831
2023-01-15,MW,Prospecting | Trail,8811,81,100.68,0.009193
2023-01-09,MW,Retargeting | Site Visitors,5457,82,50.56,0.015027
2023-01-10,MW,Retargeting | Site Visitors,5402,100,42.7,0.018512
2023-01-11,MW,Retargeting | Site Visitors,4016,75,58.67,0.018675
2023-01-12,MW,Retargeting | Site Visitors,5152,111,54.45,0.021545
2023-01-13,MW,Retargeting | Site Visitors,4037,112,59.03,0.027743
2023-01-14,MW,Retargeting | Site Visitors,3611,83,60.24,0.022985
2023-01-15,MW,Retargeting | Site Visitors,4359,78,42.75,0.017894
2023-01-09,MT,Prospecting | Trail,7525,86,69.46,0.011429
2023-01-10,MT,Prospecting | Trail,5825,79,57.05,0.013562
2023-01-11,MT,Prospecting | Trail,7716,74,62.52,0.00959
2023-01-12,MT,Prospecting | Trail,6827,78,72.48,0.011425
2023-01-13,MT,Prospecting | Trail,7100,67,69.52,0.009437
2023-01-14,MT,Prospecting | Trail,6682,72,79.98,0.010775
2023-01-15,MT,Prospecting | Trail,6508,87,61.18,0.013368
2023-01-09,MT,Retargeting | Site Visitors,2983,81,41.79,0.027154
2023-01-10,MT,Retargeting | Site Visitors,3502,56,41.75,0.015991
2023-01-11,MT,Retargeting | Site Visitors,4260,56,39.35,0.013146
2023-01-12,MT,Retargeting | Site Visitors,3022,71,35.31,0.023494
2023-01-13,MT,Retargeting | Site Visitors,3127,54,42.6,0.017269
2023-01-14,MT,Retargeting | Site Visitors,3434,75,42.02,0.02184
2023-01-15,MT,Retargeting | Site Visitors,4279,82,40.16,0.019163
2023-01-09,WE,Prospecting | Trail,12107,130,$109.43,0.010738
2023-01-10,WE,Prospecting | Trail,11510,151,$94.42,0.013119
2023-01-11,WE,Prospecting | Trail,10665,145,$119.21,0.013596
2023-01-12,WE,Prospecting | Trail,12071,133,$116.52,0.011018
2023-01-13,WE,Prospecting | Trail,9498,148,$105.37,0.015582
2023-01-14,WE,Prospecting | Trail,8899,150,$100.74,0.016856
2023-01-15,WE,Prospecting | Trail,12035,119,$106.81,0.009888
2023-01-09,WE,Retargeting | Site Visitors,6556,102,$68.66,0.015558
2023-01-10,WE,Retargeting | Site Visitors,5397,88,$62.05,0.016305
2023-01-11,WE,Retargeting | Site Visitors,4636,113,$52.18,0.024374
2023-01-12,WE,Retargeting | Site Visitors,5805,103,$70.38,0.017743
2023-01-13,WE,Retargeting | Site Visitors,4889,102,$69.20,0.020863
2023-01-14,WE,Retargeting | Site Visitors,5362,113,$64.62,0.021074
2023-01-15,WE,Retargeting | Site Visitors,6559,99,$63.78,0.015094
2023-01-16,NE,Prospecting | Trail,9533,107,113.26,0.011224
2023-01-17,NE,Prospecting | Trail,10491,105,105.99,0.010009
2023-01-18,NE,Prospecting | Trail,9178,140,88.26,0.015254
2023-01-19,NE,Prospecting | Trail,10416,116,79.73,0.011137
2023-01-20,NE,Prospecting | Trail,7826,133,88.99,0.016995
2023-01-21,NE,Prospecting | Trail,7951,132,87.26,0.016602
2023-01-22,NE,Prospecting | Trail,9727,91,74.71,0.009355
2023-01-16,NE,Retargeting | Site Visitors,5707,99,76.47,0.017347
2023-01-17,NE,Retargeting | Site Visitors,6082,95,61.21,0.01562
2023-01-18,NE,Retargeting | Site Visitors,4897,115,68.62,0.023484
2023-01-19,NE,Retargeting | Site Visitors,5837,90,56.8,0.015419
2023-01-20,NE,Retargeting | Site Visitors,4300,94,57.63,0.02186
2023-01-21,NE,Retargeting | Site Visitors,4676,102,56.69,0.021814
2023-01-22,NE,Retargeting | Site Visitors,5976,121,53.53,0.020248
2023-01-16,MA,Prospecting | Trail,10622,107,102.33,0.010073
2023-01-17,MA,Prospecting | Trail,9423,133,122.07,0.014114
2023-01-18,MA,Prospecting | Trail,10421,121,105.18,0.011611
2023-01-19,MA,Prospecting | Trail,9327,137,84.11,0.014689
2023-01-20,MA,Prospecting | Trail,9589,116,89.79,0.012097
2023-01-21,MA,Prospecting | Trail,11387,135,91.85,0.011856
2023-01-22,MA,Prospecting | Trail,11718,100,115.05,0.008534
2023-01-16,MA,Retargeting | Site Visitors,3676,68,51.94,0.018498
2023-01-17,MA,Retargeting | Site Visitors,3502,77,38.74,0.021987
2023-01-18,MA,Retargeting | Site Visitors,4447,84,44.19,0.018889
2023-01-19,MA,Retargeting | Site Visitors,4057,81,49.72,0.019965
2023-01-20,MA,Retargeting | Site Visitors,3797,75,54.86,0.019752
2023-01-21,MA,Retargeting | Site Visitors,4644,63,46.95,0.013566
2023-01-22,MA,Retargeting | Site Visitors,4187,71,39.13,0.016957
2023-01-16,SE,Prospecting | Trail,11123,112,75.09,0.010069
2023-01-17,SE,Prospecting | Trail,8197,89,112.99,0.010858
2023-01-18,SE,Prospecting | Trail,10150,110,90.45,0.010837
2023-01-19,SE,Prospecting | Trail,7535,134,85.48,0.017784
2023-01-20,SE,Prospecting | Trail,7950,124,99.6,0.015597
2023-01-21,SE,Prospecting | Trail,9333,115,89.15,0.012322
2023-01-22,SE,Prospecting | Trail,10349,136,80.68,0.013141
2023-01-16,SE,Retargeting | Site Visitors,4816,77,42.54,0.015988
2023-01-17,SE,Retargeting | Site Visitors,4310,80,50.95,0.018561
2023-01-18,SE,Retargeting | Site Visitors,4302,87,41.08,0.020223
2023-01-19,SE,Retargeting | Site Visitors,4636,76,41.55,0.016393
2023-01-20,SE,Retargeting | Site Visitors,4293,92,61.03,0.02143
2023-01-21,SE,Retargeting | Site Visitors,3561,85,57.88,0.02387
2023-01-22,SE,Retargeting | Site Visitors,3563,81,44.01,0.022734
2023-01-16,MW,Prospecting | Trail,8854,92,84.22,0.010391
2023-01-17,MW,Prospecting | Trail,8299,89,86.98,0.010724
2023-01-18,MW,Prospecting | Trail,7305,85,65.95,0.011636
2023-01-19,MW,Prospecting | Trail,7637,108,68.92,0.014142
2023-01-20,MW,Prospecting | Trail,7885,77,97.16,0.009765
2023-01-21,MW,Prospecting | Trail,8545,108,73.17,0.012639
2023-01-22,MW,Prospecting | Trail,6719,75,65.0,0.011162
2023-01-16,MW,Retargeting | Site Visitors,3854,100,55.38,0.025947
2023-01-17,MW,Retargeting | Site Visitors,4568,76,46.87,0.016637
2023-01-18,MW,Retargeting | Site Visitors,3928,102,42.64,0.025967
2023-01-19,MW,Retargeting | Site Visitors,4242,71,47.46,0.016737
2023-01-20,MW,Retargeting | Site Visitors,4501,93,54.48,0.020662
2023-01-21,MW,Retargeting | Site Visitors,5195,105,55.74,0.020212
2023-01-22,MW,Retargeting | Site Visitors,5371,70,61.51,0.013033
2023-01-16,MT,Prospecting | Trail,7283,87,87.0,0.011946
2023-01-17,MT,Prospecting | Trail,5936,97,71.31,0.016341
2023-01-18,MT,Prospecting | Trail,6077,106,79.85,0.017443
2023-01-19,MT,Prospecting | Trail,8877,91,79.38,0.010251
2023-01-20,MT,Prospecting | Trail,8609,91,62.0,0.01057
2023-01-21,MT,Prospecting | Trail,8787,85,63.1,0.009673
2023-01-22,MT,Prospecting | Trail,6781,110,70.36,0.016222
2023-01-16,MT,Retargeting | Site Visitors,2949,60,36.11,0.020346
2023-01-17,MT,Retargeting | Site Visitors,3396,60,29.71,0.017668
2023-01-18,MT,Retargeting | Site Visitors,2913,68,31.61,0.023344
2023-01-19,MT,Retargeting | Site Visitors,3392,58,35.27,0.017099
2023-01-20,MT,Retargeting | Site Visitors,3272,57,39.42,0.017421
2023-01-21,MT,Retargeting | Site Visitors,2721,58,34.74,0.021316
2023-01-22,MT,Retargeting | Site Visitors,2315,65,34.15,0.028078
2023-01-16,WE,Prospecting | Trail,7658,110,$85.35,0.014364
2023-01-17,WE,Prospecting | Trail,9122,100,$103.88,0.010963
2023-01-18,WE,Prospecting | Trail,10597,108,$107.46,0.010192
2023-01-19,WE,Prospecting | Trail,9309,131,$94.26,0.014072
2023-01-20,WE,Prospecting | Trail,10921,127,$83.05,0.011629
2023-01-21,WE,Prospecting | Trail,9225,131,$98.40,0.014201
2023-01-22,WE,Prospecting | Trail,10559,125,$88.03,0.011838
2023-01-16,WE,Retargeting | Site Visitors,4982,68,$54.88,0.013649
2023-01-17,WE,Retargeting | Site Visitors,3594,93,$48.18,0.025876
2023-01-18,WE,Retargeting | Site Visitors,3444,83,$48.67,0.0241
2023-01-19,WE,Retargeting | Site Visitors,4564,70,$45.79,0.015337
2023-01-20,WE,Retargeting | Site Visitors,4721,96,$59.34,0.020335
2023-01-21,WE,Retargeting | Site Visitors,4778,70,$46.15,0.01465
2023-01-22,WE,Retargeting | Site Visitors,4237,77,$45.66,0.018173
2023-01-23,NE,Prospecting | Trail,10896,99,80.81,0.009086
2023-01-24,NE,Prospecting | Trail,8303,114,91.09,0.01373
2023-01-25,NE,Prospecting | Trail,11107,131,110.75,0.011794
2023-01-26,NE,Prospecting | Trail,10272,140,100.43,0.013629
2023-01-27,NE,Prospecting | Trail,11799,131,113.02,0.011103
2023-01-28,NE,Prospecting | Trail,12366,144,116.1,0.011645
2023-01-29,NE,Prospecting | Trail,9741,147,117.73,0.015091
2023-01-23,NE,Retargeting | Site Visitors,3984,85,61.11,0.021335
2023-01-24,NE,Retargeting | Site Visitors,5042,101,48.85,0.020032
2023-01-25,NE,Retargeting | Site Visitors,4644,78,58.79,0.016796
2023-01-26,NE,Retargeting | Site Visitors,4310,82,51.05,0.019026
2023-01-27,NE,Retargeting | Site Visitors,5684,76,59.3,0.013371
2023-01-28,NE,Retargeting | Site Visitors,5198,87,62.82,0.016737
2023-01-29,NE,Retargeting | Site Visitors,4694,88,43.99,0.018747
2023-01-23,NE,Launch | New Colorway,5192,88,61.29,0.016949
2023-01-24,NE,Launch | New Colorway,4711,72,41.67,0.015283
2023-01-25,NE,Launch | New Colorway,4898,95,45.87,0.019396
2023-01-26,NE,Launch | New Colorway,5617,81,57.28,0.014421
2023-01-27,NE,Launch | New Colorway,5035,85,52.65,0.016882
2023-01-28,NE,Launch | New Colorway,4644,76,56.58,0.016365
2023-01-29,NE,Launch | New Colorway,4808,62,40.69,0.012895
2023-01-23,MA,Prospecting | Trail,8544,109,85.12,0.012757
2023-01-24,MA,Prospecting | Trail,10150,126,92.71,0.012414
2023-01-25,MA,Prospecting | Trail,8388,111,111.33,0.013233
2023-01-26,MA,Prospecting | Trail,9144,113,105.36,0.012358
2023-01-27,MA,Prospecting | Trail,11693,146,96.01,0.012486
2023-01-28,MA,Prospecting | Trail,11040,115,89.4,0.010417
2023-01-29,MA,Prospecting | Trail,10071,106,96.56,0.010525
2023-01-23,MA,Retargeting | Site Visitors,3718,113,70.04,0.030393
2023-01-24,MA,Retargeting | Site Visitors,5724,77,58.54,0.013452
2023-01-25,MA,Retargeting | Site Visitors,4574,111,46.66,0.024268
2023-01-26,MA,Retargeting | Site Visitors,5640,97,61.6,0.017199
2023-01-27,MA,Retargeting | Site Visitors,5731,80,47.62,0.013959
2023-01-28,MA,Retargeting | Site Visitors,4708,93,66.77,0.019754
2023-01-29,MA,Retargeting | Site Visitors,5141,96,53.97,0.018673
2023-01-23,MA,Launch | New Colorway,4494,55,41.1,0.012239
2023-01-24,MA,Launch | New Colorway,4032,71,56.53,0.017609
2023-01-25,MA,Launch | New Colorway,4638,77,38.09,0.016602
2023-01-26,MA,Launch | New Colorway,5299,77,45.82,0.014531
2023-01-27,MA,Launch | New Colorway,3889,57,45.97,0.014657
2023-01-28,MA,Launch | New Colorway,4211,82,40.67,0.019473
2023-01-29,MA,Launch | New Colorway,5217,81,55.98,0.015526
2023-01-23,SE,Prospecting | Trail,11722,117,87.68,0.009981
2023-01-24,SE,Prospecting | Trail,9193,121,94.96,0.013162
2023-01-25,SE,Prospecting | Trail,8591,118,84.48,0.013735
2023-01-26,SE,Prospecting | Trail,8882,123,116.91,0.013848
2023-01-27,SE,Prospecting | Trail,10211,139,113.03,0.013613
2023-01-28,SE,Prospecting | Trail,11048,155,86.33,0.01403
2023-01-29,SE,Prospecting | Trail,11408,129,112.95,0.011308
2023-01-23,SE,Retargeting | Site Visitors,3296,81,49.55,0.024575
2023-01-24,SE,Retargeting | Site Visitors,4283,85,38.95,0.019846
2023-01-25,SE,Retargeting | Site Visitors,4006,70,49.15,0.017474
2023-01-26,SE,Retargeting | Site Visitors,3954,85,38.65,0.021497
2023-01-27,SE,Retargeting | Site Visitors,3968,79,42.23,0.019909
2023-01-28,SE,Retargeting | Site Visitors,3312,57,50.95,0.01721
2023-01-29,SE,Retargeting | Site Visitors,3954,61,38.43,0.015427
2023-01-23,SE,Launch | New Colorway,4532,62,44.74,0.01368
2023-01-24,SE,Launch | New Colorway,3502,69,39.98,0.019703
2023-01-25,SE,Launch | New Colorway,4908,51,41.62,0.010391
2023-01-26,SE,Launch | New Colorway,3757,70,45.65,0.018632
2023-01-27,SE,Launch | New Colorway,4177,67,45.72,0.01604
2023-01-28,SE,Launch | New Colorway,3608,62,31.44,0.017184
2023-01-29,SE,Launch | New Colorway,3727,59,38.6,0.01583
2023-01-23,MW,Prospecting | Trail,11184,111,76.92,0.009925
2023-01-24,MW,Prospecting | Trail,9361,107,102.07,0.01143
2023-01-25,MW,Prospecting | Trail,10712,132,108.68,0.012323
2023-01-26,MW,Prospecting | Trail,9745,115,98.68,0.011801
2023-01-27,MW,Prospecting | Trail,12504,122,114.03,0.009757
2023-01-28,MW,Prospecting | Trail,9040,124,100.55,0.013717
2023-01-29,MW,Prospecting | Trail,8090,98,91.29,0.012114
2023-01-23,MW,Retargeting | Site Visitors,5238,77,62.33,0.0147
2023-01-24,MW,Retargeting | Site Visitors,3922,83,53.22,0.021163
2023-01-25,MW,Retargeting | Site Visitors,3747,83,52.42,0.022151
2023-01-26,MW,Retargeting | Site Visitors,4286,81,42.54,0.018899
2023-01-27,MW,Retargeting | Site Visitors,5020,83,43.5,0.016534
2023-01-28,MW,Retargeting | Site Visitors,4834,87,53.55,0.017998
2023-01-29,MW,Retargeting | Site Visitors,3919,75,48.55,0.019138
2023-01-23,MW,Launch | New Colorway,4033,65,42.44,0.016117
2023-01-24,MW,Launch | New Colorway,3861,52,34.98,0.013468
2023-01-25,MW,Launch | New Colorway,4043,54,31.19,0.013356
2023-01-26,MW,Launch | New Colorway,3265,44,38.11,0.013476
2023-01-27,MW,Launch | New Colorway,3724,54,41.73,0.014501
2023-01-28,MW,Launch | New Colorway,3235,62,41.23,0.019165
2023-01-29,MW,Launch | New Colorway,4201,55,39.21,0.013092
2023-01-23,MT,Prospecting | Trail,6383,84,72.89,0.01316
2023-01-24,MT,Prospecting | Trail,8329,78,67.98,0.009365
2023-01-25,MT,Prospecting | Trail,7492,86,66.26,0.011479
2023-01-26,MT,Prospecting | Trail,6975,104,69.4,0.01491
2023-01-27,MT,Prospecting | Trail,8438,112,73.11,0.013273
2023-01-28,MT,Prospecting | Trail,6113,76,89.49,0.012433
2023-01-29,MT,Prospecting | Trail,7160,111,59.58,0.015503
2023-01-23,MT,Retargeting | Site Visitors,3328,56,39.7,0.016827
2023-01-24,MT,Retargeting | Site Visitors,3411,82,34.93,0.02404
2023-01-25,MT,Retargeting | Site Visitors,4373,63,34.57,0.014407
2023-01-26,MT,Retargeting | Site Visitors,3297,73,46.52,0.022141
2023-01-27,MT,Retargeting | Site Visitors,3658,82,38.62,0.022417
2023-01-28,MT,Retargeting | Site Visitors,3135,77,44.38,0.024561
2023-01-29,MT,Retargeting | Site Visitors,4129,73,52.59,0.01768
2023-01-23,MT,Launch | New Colorway,4138,52,36.65,0.012566
2023-01-24,MT,Launch | New Colorway,2692,49,42.3,0.018202
2023-01-25,MT,Launch | New Colorway,3825,62,35.86,0.016209
2023-01-26,MT,Launch | New Colorway,4125,42,38.41,0.010182
2023-01-27,MT,Launch | New Colorway,3027,44,34.44,0.014536
2023-01-28,MT,Launch | New Colorway,3973,51,34.47,0.012837
2023-01-29,MT,Launch | New Colorway,3561,59,36.35,0.016568
2023-01-23,WE,Prospecting | Trail,9657,161,$112.17,0.016672
2023-01-24,WE,Prospecting | Trail,13032,135,$141.35,0.010359
2023-01-25,WE,Prospecting | Trail,14199,145,$110.34,0.010212
2023-01-26,WE,Prospecting | Trail,11048,164,$124.91,0.014844
2023-01-27,WE,Prospecting | Trail,12350,124,$145.85,0.01004
2023-01-28,WE,Prospecting | Trail,14564,178,$124.52,0.012222
2023-01-29,WE,Prospecting | Trail,13701,142,$108.65,0.010364
2023-01-23,WE,Retargeting | Site Visitors,5537,104,$64.94,0.018783
2023-01-24,WE,Retargeting | Site Visitors,6066,123,$55.16,0.020277
2023-01-25,WE,Retargeting | Site Visitors,6331,99,$75.43,0.015637
2023-01-26,WE,Retargeting | Site Visitors,6296,126,$63.16,0.020013
2023-01-27,WE,Retargeting | Site Visitors,4502,121,$74.12,0.026877
2023-01-28,WE,Retargeting | Site Visitors,5074,83,$58.68,0.016358
2023-01-29,WE,Retargeting | Site Visitors,4757,111,$51.99,0.023334
2023-01-23,WE,Launch | New Colorway,6424,74,$54.91,0.011519
2023-01-24,WE,Launch | New Colorway,4443,79,$57.98,0.017781
2023-01-25,WE,Launch | New Colorway,6641,88,$50.35,0.013251
2023-01-26,WE,Launch | New Colorway,5298,74,$62.51,0.013968
2023-01-27,WE,Launch | New Colorway,6290,91,$66.34,0.014467
2023-01-28,WE,Launch | New Colorway,4682,69,$52.59,0.014737
2023-01-29,WE,Launch | New Colorway,5388,93,$54.82,0.017261
2023-01-30,NE,Prospecting | Trail,12444,149,90.32,0.011974
2023-01-31,NE,Prospecting | Trail,10998,148,114.16,0.013457
2023-02-01,NE,Prospecting | Trail,10087,109,108.16,0.010806
2023-02-02,NE,Prospecting | Trail,10014,136,90.87,0.013581
2023-02-03,NE,Prospecting | Trail,12865,110,112.61,0.00855
2023-02-04,NE,Prospecting | Trail,10237,113,105.51,0.011038
2023-02-05,NE,Prospecting | Trail,9981,154,129.28,0.015429
2023-01-30,NE,Retargeting | Site Visitors,5331,76,60.61,0.014256
2023-01-31,NE,Retargeting | Site Visitors,4681,78,50.38,0.016663
2023-02-01,NE,Retargeting | Site Visitors,4326,90,45.53,0.020804
2023-02-02,NE,Retargeting | Site Visitors,4389,99,61.54,0.022556
2023-02-03,NE,Retargeting | Site Visitors,4639,96,59.59,0.020694
2023-02-04,NE,Retargeting | Site Visitors,4315,81,43.34,0.018772
2023-02-05,NE,Retargeting | Site Visitors,4242,86,46.13,0.020273
2023-01-30,MA,Prospecting | Trail,8828,128,90.61,0.014499
2023-01-31,MA,Prospecting | Trail,9130,86,68.49,0.009419
2023-02-01,MA,Prospecting | Trail,8635,127,105.9,0.014708
2023-02-02,MA,Prospecting | Trail,7134,128,103.07,0.017942
2023-02-03,MA,Prospecting | Trail,8903,86,67.98,0.00966
2023-02-04,MA,Prospecting | Trail,9495,87,80.94,0.009163
2023-02-05,MA,Prospecting | Trail,10273,126,94.53,0.012265
2023-01-30,MA,Retargeting | Site Visitors,3804,98,54.24,0.025762
2023-01-31,MA,Retargeting | Site Visitors,5078,90,59.28,0.017724
2023-02-01,MA,Retargeting | Site Visitors,3971,79,50.35,0.019894
2023-02-02,MA,Retargeting | Site Visitors,4115,77,41.25,0.018712
2023-02-03,MA,Retargeting | Site Visitors,5205,75,43.2,0.014409
2023-02-04,MA,Retargeting | Site Visitors,3924,66,55.07,0.01682
2023-02-05,MA,Retargeting | Site Visitors,4189,69,44.91,0.016472
2023-01-30,SE,Prospecting | Trail,9894,93,92.95,0.0094
2023-01-31,SE,Prospecting | Trail,7067,96,77.22,0.013584
2023-02-01,SE,Prospecting | Trail,7466,105,64.77,0.014064
2023-02-02,SE,Prospecting | Trail,7283,112,81.45,0.015378
2023-02-03,SE,Prospecting | Trail,8123,100,75.2,0.012311
2023-02-04,SE,Prospecting | Trail,8018,98,87.06,0.012222
2023-02-05,SE,Prospecting | Trail,9728,104,85.63,0.010691
2023-01-30,SE,Retargeting | Site Visitors,3858,79,33.28,0.020477
2023-01-31,SE,Retargeting | Site Visitors,2887,61,37.59,0.021129
2023-02-01,SE,Retargeting | Site Visitors,4096,69,50.14,0.016846
2023-02-02,SE,Retargeting | Site Visitors,3266,63,40.74,0.01929
2023-02-03,SE,Retargeting | Site Visitors,4132,68,44.75,0.016457
2023-02-04,SE,Retargeting | Site Visitors,3541,55,39.02,0.015532
2023-02-05,SE,Retargeting | Site Visitors,3437,56,44.49,0.016293
2023-01-30,MW,Prospecting | Trail,9427,72,67.67,0.007638
2023-01-31,MW,Prospecting | Trail,7169,107,76.71,0.014925
2023-02-01,MW,Prospecting | Trail,6479,104,65.11,0.016052
2023-02-02,MW,Prospecting | Trail,6962,104,83.71,0.014938
2023-02-03,MW,Prospecting | Trail,9477,112,83.23,0.011818
2023-02-04,MW,Prospecting | Trail,8419,95,82.58,0.011284
2023-02-05,MW,Prospecting | Trail,8426,110,93.31,0.013055
2023-01-30,MW,Retargeting | Site Visitors,5130,87,55.48,0.016959
2023-01-31,MW,Retargeting | Site Visitors,4832,73,49.48,0.015108
2023-02-01,MW,Retargeting | Site Visitors,4813,77,55.22,0.015998
2023-02-02,MW,Retargeting | Site Visitors,4200,72,47.92,0.017143
2023-02-03,MW,Retargeting | Site Visitors,4448,93,56.18,0.020908
2023-02-04,MW,Retargeting | Site Visitors,4616,99,57.51,0.021447
2023-02-05,MW,Retargeting | Site Visitors,4182,78,48.77,0.018651
2023-01-30,MT,Prospecting | Trail,5874,84,61.9,0.0143
2023-01-31,MT,Prospecting | Trail,7102,65,70.93,0.009152
2023-02-01,MT,Prospecting | Trail,6184,88,73.92,0.01423
2023-02-02,MT,Prospecting | Trail,5762,82,65.8,0.014231
2023-02-03,MT,Prospecting | Trail,6531,69,68.44,0.010565
2023-02-04,MT,Prospecting | Trail,8608,82,66.27,0.009526
2023-02-05,MT,Prospecting | Trail,7787,78,61.64,0.010017
2023-01-30,MT,Retargeting | Site Visitors,2951,75,43.68,0.025415
2023-01-31,MT,Retargeting | Site Visitors,3979,68,33.53,0.01709
2023-02-01,MT,Retargeting | Site Visitors,3058,63,38.69,0.020602
2023-02-02,MT,Retargeting | Site Visitors,3255,61,43.24,0.01874
2023-02-03,MT,Retargeting | Site Visitors,3132,72,42.9,0.022989
2023-02-04,MT,Retargeting | Site Visitors,3908,66,39.61,0.016888
2023-02-05,MT,Retargeting | Site Visitors,3525,78,32.16,0.022128
2023-01-30,WE,Prospecting | Trail,10619,145,$93.42,0.013655
2023-01-31,WE,Prospecting | Trail,15126,169,$131.29,0.011173
2023-02-01,WE,Prospecting | Trail,14245,165,$112.54,0.011583
2023-02-02,WE,Prospecting | Trail,14128,146,$137.11,0.010334
2023-02-03,WE,Prospecting | Trail,9954,131,$109.84,0.013161
2023-02-04,WE,Prospecting | Trail,10186,121,$122.82,0.011879
2023-02-05,WE,Prospecting | Trail,10773,147,$126.30,0.013645
2023-01-30,WE,Retargeting | Site Visitors,5182,89,$53.97,0.017175
2023-01-31,WE,Retargeting | Site Visitors,4228,107,$62.45,0.025307
2023-02-01,WE,Retargeting | Site Visitors,4852,117,$54.64,0.024114
2023-02-02,WE,Retargeting | Site Visitors,5402,105,$58.56,0.019437
2023-02-03,WE,Retargeting | Site Visitors,5365,88,$55.24,0.016403
2023-02-04,WE,Retargeting | Site Visitors,5734,79,$74.35,0.013777
2023-02-05,WE,Retargeting | Site Visitors,6133,88,$65.08,0.014349
2023-02-06,NE,Prospecting | Trail,10479,140,109.56,0.01336
2023-02-07,NE,Prospecting | Trail,13519,148,122.25,0.010948
2023-02-08,NE,Prospecting | Trail,11982,145,99.27,0.012101
2023-02-09,NE,Prospecting | Trail,9410,151,94.94,0.016047
2023-02-10,NE,Prospecting | Trail,11277,137,114.4,0.012149
2023-02-11,NE,Prospecting | Trail,10999,148,121.71,0.013456
2023-02-12,NE,Prospecting | Trail,12441,111,122.92,0.008922
2023-02-06,NE,Retargeting | Site Visitors,5551,121,54.45,0.021798
2023-02-07,NE,Retargeting | Site Visitors,5943,92,66.96,0.01548
2023-02-08,NE,Retargeting | Site Visitors,6346,92,62.32,0.014497
2023-02-09,NE,Retargeting | Site Visitors,5433,110,51.25,0.020247
2023-02-10,NE,Retargeting | Site Visitors,4534,91,63.62,0.020071
2023-02-11,NE,Retargeting | Site Visitors,4899,124,73.63,0.025311
2023-02-12,NE,Retargeting | Site Visitors,5471,122,66.78,0.022299
2023-02-06,MA,Prospecting | Trail,12562,137,128.44,0.010906
2023-02-07,MA,Prospecting | Trail,8365,113,124.64,0.013509
2023-02-08,MA,Prospecting | Trail,11221,130,92.42,0.011585
2023-02-09,MA,Prospecting | Trail,11639,113,116.29,0.009709
2023-02-10,MA,Prospecting | Trail,10844,132,88.65,0.012173
2023-02-11,MA,Prospecting | Trail,10144,118,99.83,0.011632
2023-02-12,MA,Prospecting | Trail,12102,118,103.13,0.00975
2023-02-06,MA,Retargeting | Site Visitors,3888,65,39.72,0.016718
2023-02-07,MA,Retargeting | Site Visitors,4657,76,53.04,0.01632
2023-02-08,MA,Retargeting | Site Visitors,4532,79,57.51,0.017432
2023-02-09,MA,Retargeting | Site Visitors,4536,69,42.36,0.015212
2023-02-10,MA,Retargeting | Site Visitors,3380,71,41.22,0.021006
2023-02-11,MA,Retargeting | Site Visitors,3715,72,58.02,0.019381
2023-02-12,MA,Retargeting | Site Visitors,4174,92,40.27,0.022041
2023-02-06,SE,Prospecting | Trail,8516,112,89.81,0.013152
2023-02-07,SE,Prospecting | Trail,7450,117,72.99,0.015705
2023-02-08,SE,Prospecting | Trail,9379,95,74.82,0.010129
2023-02-09,SE,Prospecting | Trail,9397,103,77.87,0.010961
2023-02-10,SE,Prospecting | Trail,6228,92,81.63,0.014772
2023-02-11,SE,Prospecting | Trail,8520,104,87.79,0.012207
2023-02-12,SE,Prospecting | Trail,9439,91,92.61,0.009641
2023-02-06,SE,Retargeting | Site Visitors,4519,81,58.28,0.017924
2023-02-07,SE,Retargeting | Site Visitors,4528,105,53.14,0.023189
2023-02-08,SE,Retargeting | Site Visitors,3807,80,57.11,0.021014
2023-02-09,SE,Retargeting | Site Visitors,5652,102,59.09,0.018047
2023-02-10,SE,Retargeting | Site Visitors,4460,105,42.45,0.023543
2023-02-11,SE,Retargeting | Site Visitors,4906,84,58.46,0.017122
2023-02-12,SE,Retargeting | Site Visitors,5001,110,49.51,0.021996
2023-02-06,MW,Prospecting | Trail,11580,95,87.11,0.008204
2023-02-07,MW,Prospecting | Trail,9983,130,73.23,0.013022
2023-02-08,MW,Prospecting | Trail,11143,103,76.11,0.009243
2023-02-09,MW,Prospecting | Trail,10351,131,105.6,0.012656
2023-02-10,MW,Prospecting | Trail,8540,95,98.57,0.011124
2023-02-11,MW,Prospecting | Trail,7684,127,106.52,0.016528
2023-02-12,MW,Prospecting | Trail,7739,108,109.67,0.013955
