week_start_date,geo,sessions,users,organic_sessions,purchase_events
2025-02-10,MT,16042,11584,3791,428
2025-02-10,WE,21903,16792,5321,598
2025-02-17,NE,23692,16724,5398,626
2025-02-17,MA,19643,15247,4640,600
2025-02-17,SE,17629,13448,4390,456
2025-02-17,MW,19244,14972,4377,543
2025-02-17,MT,15034,10908,3555,459
2025-02-17,WE,22772,17904,5570,618
2025-02-24,NE,22348,17278,5299,632
2025-02-24,MA,20313,15945,4686,572
2025-02-24,SE,19289,13916,4523,549
2025-02-24,MW,19504,14003,4664,486
2025-02-24,MT,15760,12351,3635,429
2025-02-24,WE,23029,17179,5776,639
2025-03-03,NE,26703,18978,6577,712
2025-03-03,MA,25821,20201,5742,669
2025-03-03,SE,22039,17243,5102,698
2025-03-03,MW,22643,16219,5534,693
2025-03-03,MT,19530,14325,4630,550
2025-03-03,WE,29856,20929,6456,884
2025-03-10,NE,23575,17079,5967,683
2025-03-10,MA,23659,18384,5785,581
2025-03-10,SE,18894,14575,5070,539
2025-03-10,MW,19895,14489,4813,579
2025-03-10,MT,17824,13104,4480,513
2025-03-10,WE,25323,18233,6197,687
2025-03-17,NE,26035,19862,5904,668
2025-03-17,MA,23362,17413,5380,655
2025-03-17,SE,20857,16329,4906,553
2025-03-17,MW,20547,15674,5039,596
2025-03-17,MT,18693,14254,4380,511
2025-03-17,WE,26835,20909,6169,744
2025-03-24,NE,26081,20433,6339,683
2025-03-24,MA,23512,18405,5534,641
2025-03-24,SE,23264,17386,4993,588
2025-03-24,MW,21217,16033,4949,577
2025-03-24,MT,18902,14713,4330,449
2025-03-24,WE,27557,20335,6129,727
2025-03-31,NE,24665,18964,6507,721
2025-03-31,MA,24153,18391,5988,660
2025-03-31,SE,21677,16253,4989,597
2025-03-31,MW,22158,17132,5438,689
2025-03-31,MT,16715,13123,4269,545
2025-03-31,WE,27246,20506,6035,810
2025-04-07,NE,24410,18276,6403,684
2025-04-07,MA,24213,18582,6069,695
2025-04-07,SE,21963,15542,5488,587
2025-04-07,MW,22291,17348,5266,616
2025-04-07,MT,18897,13830,4604,530
2025-04-07,WE,28638,20798,6139,720
2025-04-14,NE,26517,19877,6619,626
2025-04-14,MA,24395,17249,5569,681
2025-04-14,SE,22114,16610,5443,572
2025-04-14,MW,21094,15694,5261,638
2025-04-14,MT,18531,13663,4415,484
2025-04-14,WE,24725,18279,6512,735
2025-04-21,NE,25643,18963,6490,705
2025-04-21,MA,23186,16793,5475,624
2025-04-21,SE,22752,17616,5599,608
2025-04-21,MW,22608,17501,5538,647
2025-04-21,MT,18979,14091,4564,501
2025-04-21,WE,25927,19706,6265,720
2025-04-28,NE,25422,19313,6169,734
2025-04-28,MA,26075,19371,6078,737
2025-04-28,SE,22367,16301,5652,630
2025-04-28,MW,22474,15868,5687,616
2025-04-28,MT,19796,13968,4494,507
2025-04-28,WE,28134,20889,6563,798
2025-05-05,NE,25090,18658,6566,746
2025-05-05,MA,24378,17701,5889,658
2025-05-05,SE,20754,15276,5474,604
2025-05-05,MW,24148,17805,5430,600
2025-05-05,MT,18838,13701,4877,501
2025-05-05,WE,27762,20639,6618,773
2025-05-12,NE,29045,22470,7344,833
2025-05-12,MA,25751,19205,6925,745
2025-05-12,SE,25332,19550,5970,682
2025-05-12,MW,23899,18158,5736,722
2025-05-12,MT,20822,15098,4823,603
2025-05-12,WE,30120,21861,6958,932
2025-05-19,NE,28479,22478,6469,740
2025-05-19,MA,23001,17371,5691,721
2025-05-19,SE,22737,16677,5387,619
2025-05-19,MW,22615,15873,5683,619
2025-05-19,MT,19577,15089,4922,522
2025-05-19,WE,26752,20435,6898,745
2025-05-26,NE,26084,19373,5973,753
2025-05-26,MA,24477,17994,5599,710
2025-05-26,SE,21313,16189,5382,640
2025-05-26,MW,22298,16844,5610,647
2025-05-26,MT,18762,13433,4497,519
2025-05-26,WE,28249,21655,6871,771
2025-06-02,NE,24559,18576,5665,655
2025-06-02,MA,23295,16646,5305,612
2025-06-02,SE,20974,15451,5288,531
2025-06-02,MW,23229,18073,5422,542
2025-06-02,MT,17409,13316,4604,490
2025-06-02,WE,26466,19940,5901,690
2025-06-09,NE,25450,18430,5600,714
2025-06-09,MA,22948,17278,5886,641
2025-06-09,SE,20680,14605,4823,540
2025-06-09,MW,20497,14868,5480,546
2025-06-09,MT,19554,15222,4163,518
2025-06-09,WE,24084,17920,6447,647
2025-06-16,NE,24869,18050,5826,741
2025-06-16,MA,22622,16126,5462,684
2025-06-16,SE,19529,14671,5026,588
2025-06-16,MW,19514,15379,4848,632
2025-06-16,MT,18189,14083,4591,535
2025-06-16,WE,27387,21425,6372,814
2025-06-23,NE,23420,18063,5502,683
2025-06-23,MA,24747,17687,5634,658
2025-06-23,SE,20877,15751,4703,534
2025-06-23,MW,21532,16873,5106,561
2025-06-23,MT,16702,12507,4385,471
2025-06-23,WE,26364,19212,6415,715
2025-06-30,NE,23979,17308,6223,677
2025-06-30,MA,22230,16418,5314,625
2025-06-30,SE,19032,13666,4962,550
2025-06-30,MW,21212,15806,5391,566
2025-06-30,MT,17995,13876,4232,501
2025-06-30,WE,25834,18442,5814,691
2025-07-07,NE,24782,19336,6192,653
2025-07-07,MA,23475,17504,5374,638
2025-07-07,SE,19157,14628,4844,547
2025-07-07,MW,21830,15325,5271,558
2025-07-07,MT,16514,12632,3980,456
2025-07-07,WE,27141,20901,6263,684
2025-07-14,NE,23009,16209,5781,655
2025-07-14,MA,24239,18328,5328,634
2025-07-14,SE,20308,14754,5088,563
2025-07-14,MW,22655,16932,5115,558
2025-07-14,MT,17043,13005,4174,439
2025-07-14,WE,26501,20462,5710,710
2025-07-21,NE,26105,18868,6440,764
2025-07-21,MA,25716,20254,5665,678
2025-07-21,SE,24007,17681,5030,633
2025-07-21,MW,23263,16427,5291,649
2025-07-21,MT,19872,14087,4698,564
2025-07-21,WE,28106,20446,6191,786
2025-07-28,NE,24197,18541,5443,666
2025-07-28,MA,23181,18193,5508,641
2025-07-28,SE,17650,12791,4483,542
2025-07-28,MW,20898,15634,5045,588
2025-07-28,MT,17208,12470,4424,437
2025-07-28,WE,25928,18166,6129,650
2025-08-04,NE,23525,18409,5881,640
2025-08-04,MA,22075,16851,4914,599
2025-08-04,SE,19370,14552,4465,542
2025-08-04,MW,20982,15118,4829,562
2025-08-04,MT,17368,13075,4020,470
2025-08-04,WE,25183,19632,5594,686
2025-08-11,NE,24598,17826,5943,653
2025-08-11,MA,21654,15592,5132,616
2025-08-11,SE,19910,14605,4402,504
2025-08-11,MW,21484,16813,5110,532
2025-08-11,MT,16228,12225,3879,479
2025-08-11,WE,23819,16706,6326,634
2025-08-18,NE,22369,15851,5581,621
2025-08-18,MA,20339,15849,5443,589
2025-08-18,SE,19396,14081,4618,522
2025-08-18,MW,19256,13770,4643,516
2025-08-18,MT,16756,11913,4141,474
2025-08-18,WE,24205,17473,6127,675
2025-08-25,NE,21217,15824,5258,587
2025-08-25,MA,22362,17644,5419,576
2025-08-25,SE,18375,13034,4562,473
2025-08-25,MW,20265,14436,5003,522
2025-08-25,MT,16068,11595,3857,442
2025-08-25,WE,25625,19268,6203,679
2025-09-01,NE,24210,17467,6195,703
2025-09-01,MA,21291,16783,5343,678
2025-09-01,SE,19603,14345,5224,598
2025-09-01,MW,20775,15942,5190,608
2025-09-01,MT,17874,13566,4272,494
2025-09-01,WE,25263,17806,6019,752
2025-09-08,NE,24429,17984,5628,609
2025-09-08,MA,21289,16436,5526,600
2025-09-08,SE,19328,14527,4939,565
2025-09-08,MW,18559,13898,4851,582
2025-09-08,MT,17150,13097,4450,451
2025-09-08,WE,26853,20768,6073,729
2025-09-15,NE,22943,16161,5442,638
2025-09-15,MA,23746,17834,5449,630
2025-09-15,SE,20542,15825,4405,522
2025-09-15,MW,20234,15142,4762,545
2025-09-15,MT,16808,11791,3927,441
2025-09-15,WE,24469,17394,6438,687
2025-09-22,NE,23944,17862,5559,666
2025-09-22,MA,20940,16417,5626,624
2025-09-22,SE,19115,15040,4551,544
2025-09-22,MW,18902,14630,4722,554
2025-09-22,MT,16800,13127,4168,440
2025-09-22,WE,24669,19014,6171,614
2025-09-29,NE,26702,20495,6484,746
2025-09-29,MA,23747,17175,5533,701
2025-09-29,SE,21498,15685,5247,620
2025-09-29,MW,23070,16221,5137,645
2025-09-29,MT,19238,15156,4489,558
2025-09-29,WE,29030,22700,6919,820
2025-10-06,NE,21775,16090,5201,629
2025-10-06,MA,22128,17301,5532,610
2025-10-06,SE,18061,13197,4416,523
2025-10-06,MW,20964,16509,4917,552
2025-10-06,MT,16588,12228,4190,452
2025-10-06,WE,26321,19788,6148,669
2025-10-13,NE,21750,16704,5098,593
2025-10-13,MA,21464,16540,4838,561
2025-10-13,SE,18894,14288,4457,499
2025-10-13,MW,19625,14433,5082,530
2025-10-13,MT,16729,11818,3792,428
2025-10-13,WE,23988,18397,5713,624
2025-10-20,NE,24510,17553,5597,605
2025-10-20,MA,21529,15182,5215,594
2025-10-20,SE,19814,14644,4721,488
2025-10-20,MW,18936,13585,4898,550
2025-10-20,MT,15639,11176,3803,406
2025-10-20,WE,24069,18402,5377,631
2025-10-27,NE,22270,16236,5280,595
2025-10-27,MA,20265,15080,5005,559
2025-10-27,SE,17257,12260,4516,508
2025-10-27,MW,18852,14857,4531,539
2025-10-27,MT,17058,12757,3834,460
2025-10-27,WE,23851,18711,6048,653
2025-11-03,NE,26937,20371,6511,650
2025-11-03,MA,23196,17616,5340,620
2025-11-03,SE,20701,15323,4967,575
2025-11-03,MW,21514,15557,4925,593
2025-11-03,MT,18803,14537,4383,507
2025-11-03,WE,26278,18797,6462,744
2025-11-10,NE,24110,18360,5896,688
2025-11-10,MA,23813,18161,5796,652
2025-11-10,SE,20722,14538,5090,550
2025-11-10,MW,22877,16144,5031,595
2025-11-10,MT,19999,15036,4517,485
2025-11-10,WE,26896,19546,6184,731
2025-11-17,NE,27094,19096,5902,776
2025-11-17,MA,25531,18778,5966,629
2025-11-17,SE,21425,15213,5241,591
2025-11-17,MW,21649,15946,5582,628
2025-11-17,MT,17785,13658,4369,543
2025-11-17,WE,26696,19487,6526,760
2025-11-24,NE,29165,22048,6145,804
2025-11-24,MA,25819,18751,6280,724
2025-11-24,SE,23451,18165,5401,675
2025-11-24,MW,25433,19709,6127,674
2025-11-24,MT,19335,14500,4896,574
2025-11-24,WE,29404,21849,6653,829
2025-12-01,NE,28096,20505,6761,713
2025-12-01,MA,23371,16562,5946,701
2025-12-01,SE,22175,16535,5642,645
2025-12-01,MW,23097,17327,5453,607
2025-12-01,MT,18941,14770,4927,484
2025-12-01,WE,26956,19990,7199,760
2025-12-08,NE,28020,21277,7142,837
2025-12-08,MA,28722,21736,7133,818
2025-12-08,SE,25884,18627,5714,692
2025-12-08,MW,24612,18795,6151,711
2025-12-08,MT,21842,16754,5163,601
2025-12-08,WE,32871,24902,7882,919
2025-12-15,NE,26032,19988,6657,734
2025-12-15,MA,25979,18404,6022,683
2025-12-15,SE,22086,15877,5470,629
2025-12-15,MW,24087,18559,5738,652
2025-12-15,MT,20818,15690,4931,571
2025-12-15,WE,28541,20110,6533,812
2025-12-22,NE,27965,20883,7065,723
2025-12-22,MA,23969,18677,5879,706
2025-12-22,SE,22997,17904,5744,617
2025-12-22,MW,22411,15753,5672,614
2025-12-22,MT,19715,14307,4883,554
2025-12-22,WE,27181,19037,6607,773
