week_start,geo,orders,net_revenue,average_order_value
2025-02-10,MT,425,50238.41,118.21
2025-02-10,WE,603,75956.17,125.96
2025-02-17,NE,609,76880.89,126.24
2025-02-17,MA,579,71793.51,124.0
2025-02-17,SE,450,53574.69,119.05
2025-02-17,MW,528,65730.13,124.49
2025-02-17,MT,451,53685.5,119.04
2025-02-17,WE,633,75533.78,119.33
2025-02-24,NE,617,77265.45,125.23
2025-02-24,MA,559,68756.41,123.0
2025-02-24,SE,541,67906.63,125.52
2025-02-24,MW,493,59108.27,119.9
2025-02-24,MT,420,52296.91,124.52
2025-02-24,WE,643,80573.61,125.31
2025-03-03,NE,728,89734.48,123.26
2025-03-03,MA,697,82353.06,118.15
2025-03-03,SE,674,84268.4,125.03
2025-03-03,MW,668,80021.11,119.79
2025-03-03,MT,545,66751.6,122.48
2025-03-03,WE,854,104263.13,122.09
2025-03-10,NE,677,82513.89,121.88
2025-03-10,MA,602,71254.3,118.36
2025-03-10,SE,546,65954.7,120.8
2025-03-10,MW,594,73457.52,123.67
2025-03-10,MT,496,59800.82,120.57
2025-03-10,WE,695,82065.51,118.08
2025-03-17,NE,657,81325.85,123.78
2025-03-17,MA,631,75230.26,119.22
2025-03-17,SE,543,63442.18,116.84
2025-03-17,MW,591,72143.98,122.07
2025-03-17,MT,500,59078.48,118.16
2025-03-17,WE,750,92936.62,123.92
2025-03-24,NE,663,81831.83,123.43
2025-03-24,MA,648,79513.66,122.71
2025-03-24,SE,590,68646.57,116.35
2025-03-24,MW,568,65738.74,115.74
2025-03-24,MT,454,54388.97,119.8
2025-03-24,WE,701,86263.83,123.06
2025-03-31,NE,736,85911.4,116.73
2025-03-31,MA,682,78164.5,114.61
2025-03-31,SE,601,73329.08,122.01
2025-03-31,MW,676,78685.42,116.4
2025-03-31,MT,559,64500.14,115.38
2025-03-31,WE,788,94875.68,120.4
2025-04-07,NE,680,77561.16,114.06
2025-04-07,MA,669,76304.43,114.06
2025-04-07,SE,578,70141.68,121.35
2025-04-07,MW,639,75768.43,118.57
2025-04-07,MT,517,60614.29,117.24
2025-04-07,WE,723,87935.63,121.63
2025-04-14,NE,650,75078.41,115.51
2025-04-14,MA,663,76426.76,115.27
2025-04-14,SE,577,66735.76,115.66
2025-04-14,MW,616,73979.75,120.1
2025-04-14,MT,473,55247.69,116.8
2025-04-14,WE,752,85308.55,113.44
2025-04-21,NE,710,84893.15,119.57
2025-04-21,MA,636,73307.23,115.26
2025-04-21,SE,612,69809.75,114.07
2025-04-21,MW,640,73402.45,114.69
2025-04-21,MT,508,59804.61,117.73
2025-04-21,WE,723,85591.13,118.38
2025-04-28,NE,719,85209.53,118.51
2025-04-28,MA,713,80518.96,112.93
2025-04-28,SE,616,70324.43,114.16
2025-04-28,MW,609,72191.86,118.54
2025-04-28,MT,491,58706.35,119.56
2025-04-28,WE,774,88390.01,114.2
2025-05-05,NE,735,84343.11,114.75
2025-05-05,MA,654,75609.42,115.61
2025-05-05,SE,621,72549.04,116.83
2025-05-05,MW,608,68947.89,113.4
2025-05-05,MT,513,59964.43,116.89
2025-05-05,WE,767,89621.78,116.85
2025-05-12,NE,849,96410.13,113.56
2025-05-12,MA,738,83102.16,112.6
2025-05-12,SE,700,82270.08,117.53
2025-05-12,MW,696,79521.07,114.25
2025-05-12,MT,597,67976.83,113.86
2025-05-12,WE,927,104133.58,112.33
2025-05-19,NE,717,84321.94,117.6
2025-05-19,MA,695,77365.76,111.32
2025-05-19,SE,637,72955.82,114.53
2025-05-19,MW,597,68782.03,115.21
2025-05-19,MT,539,62430.2,115.83
2025-05-19,WE,767,85376.74,111.31
2025-05-26,NE,743,88358.96,118.92
2025-05-26,MA,694,80370.35,115.81
2025-05-26,SE,621,71765.26,115.56
2025-05-26,MW,630,71754.51,113.9
2025-05-26,MT,539,61117.5,113.39
2025-05-26,WE,744,83203.89,111.83
2025-06-02,NE,668,75073.72,112.39
2025-06-02,MA,624,72952.89,116.91
2025-06-02,SE,538,64172.61,119.28
2025-06-02,MW,564,67080.79,118.94
2025-06-02,MT,498,55949.87,112.35
2025-06-02,WE,712,81164.65,114.0
2025-06-09,NE,691,77901.32,112.74
2025-06-09,MA,639,73626.42,115.22
2025-06-09,SE,549,61972.33,112.88
2025-06-09,MW,546,61557.99,112.74
2025-06-09,MT,513,60972.38,118.85
2025-06-09,WE,672,78827.67,117.3
2025-06-16,NE,729,84804.79,116.33
2025-06-16,MA,668,80317.72,120.24
2025-06-16,SE,590,71316.36,120.88
2025-06-16,MW,636,75152.93,118.16
2025-06-16,MT,527,60720.98,115.22
2025-06-16,WE,804,97244.81,120.95
2025-06-23,NE,676,81733.87,120.91
2025-06-23,MA,636,76194.72,119.8
2025-06-23,SE,530,60627.3,114.39
2025-06-23,MW,574,68426.25,119.21
2025-06-23,MT,474,54718.3,115.44
2025-06-23,WE,704,83807.07,119.04
2025-06-30,NE,656,79944.79,121.87
2025-06-30,MA,635,76531.51,120.52
2025-06-30,SE,540,65374.46,121.06
2025-06-30,MW,563,67202.0,119.36
2025-06-30,MT,506,58387.04,115.39
2025-06-30,WE,682,82332.02,120.72
2025-07-07,NE,639,76688.05,120.01
2025-07-07,MA,643,74514.27,115.89
2025-07-07,SE,544,66903.39,122.98
2025-07-07,MW,574,66403.74,115.69
2025-07-07,MT,454,55851.35,123.02
2025-07-07,WE,680,80204.87,117.95
2025-07-14,NE,644,75524.89,117.27
2025-07-14,MA,645,77825.7,120.66
2025-07-14,SE,576,68067.74,118.17
2025-07-14,MW,551,64427.8,116.93
2025-07-14,MT,456,54714.87,119.99
2025-07-14,WE,686,80620.02,117.52
2025-07-21,NE,771,90495.51,117.37
2025-07-21,MA,678,82259.47,121.33
2025-07-21,SE,614,74057.89,120.62
2025-07-21,MW,635,74420.66,117.2
2025-07-21,MT,558,67368.86,120.73
2025-07-21,WE,780,97479.52,124.97
2025-07-28,NE,648,78130.25,120.57
2025-07-28,MA,621,72904.95,117.4
2025-07-28,SE,524,65202.39,124.43
2025-07-28,MW,572,69988.86,122.36
2025-07-28,MT,443,53572.34,120.93
2025-07-28,WE,658,82410.56,125.24
2025-08-04,NE,625,74140.67,118.63
2025-08-04,MA,607,72589.28,119.59
2025-08-04,SE,540,64469.52,119.39
2025-08-04,MW,573,71520.5,124.82
2025-08-04,MT,455,56396.27,123.95
2025-08-04,WE,690,85926.65,124.53
2025-08-11,NE,642,79552.9,123.91
2025-08-11,MA,592,70299.51,118.75
2025-08-11,SE,506,61834.81,122.2
2025-08-11,MW,539,67582.14,125.38
2025-08-11,MT,481,56771.66,118.03
2025-08-11,WE,637,79208.44,124.35
2025-08-18,NE,617,73975.08,119.89
2025-08-18,MA,592,71194.2,120.26
2025-08-18,SE,541,64012.8,118.32
2025-08-18,MW,512,62199.77,121.48
2025-08-18,MT,462,54737.98,118.48
2025-08-18,WE,660,80735.21,122.33
2025-08-25,NE,602,75080.79,124.72
2025-08-25,MA,559,68793.08,123.06
2025-08-25,SE,492,59834.87,121.62
2025-08-25,MW,535,64404.73,120.38
2025-08-25,MT,445,55500.87,124.72
2025-08-25,WE,668,80534.3,120.56
2025-09-01,NE,694,85813.72,123.65
2025-09-01,MA,658,79475.34,120.78
2025-09-01,SE,576,68259.53,118.51
2025-09-01,MW,597,74747.07,125.2
2025-09-01,MT,487,57747.24,118.58
2025-09-01,WE,736,89172.38,121.16
2025-09-08,NE,623,76444.8,122.7
2025-09-08,MA,605,73169.43,120.94
2025-09-08,SE,557,67662.22,121.48
2025-09-08,MW,564,69099.9,122.52
2025-09-08,MT,449,54242.01,120.81
2025-09-08,WE,718,87319.7,121.62
2025-09-15,NE,641,77484.36,120.88
2025-09-15,MA,632,74121.98,117.28
2025-09-15,SE,526,61444.44,116.81
2025-09-15,MW,541,66680.12,123.25
2025-09-15,MT,441,54042.97,122.55
2025-09-15,WE,668,81837.66,122.51
2025-09-22,NE,644,75886.66,117.84
2025-09-22,MA,627,75379.02,120.22
2025-09-22,SE,540,66214.01,122.62
2025-09-22,MW,557,67172.83,120.6
2025-09-22,MT,428,52460.06,122.57
2025-09-22,WE,630,76940.93,122.13
2025-09-29,NE,745,90528.21,121.51
2025-09-29,MA,711,82255.88,115.69
2025-09-29,SE,637,73811.71,115.87
2025-09-29,MW,633,72867.73,115.11
2025-09-29,MT,544,62575.99,115.03
2025-09-29,WE,795,93754.89,117.93
2025-10-06,NE,646,78000.11,120.74
2025-10-06,MA,587,70448.65,120.01
2025-10-06,SE,529,62513.25,118.17
2025-10-06,MW,548,63191.45,115.31
2025-10-06,MT,455,54020.05,118.73
2025-10-06,WE,674,79052.26,117.29
2025-10-13,NE,590,68291.75,115.75
2025-10-13,MA,569,66875.64,117.53
2025-10-13,SE,503,60425.85,120.13
2025-10-13,MW,542,62466.04,115.25
2025-10-13,MT,436,49542.13,113.63
2025-10-13,WE,650,78069.72,120.11
2025-10-20,NE,619,70664.21,114.16
2025-10-20,MA,577,64895.89,112.47
2025-10-20,SE,505,59898.23,118.61
2025-10-20,MW,553,65155.98,117.82
2025-10-20,MT,417,49268.48,118.15
2025-10-20,WE,628,72237.73,115.03
2025-10-27,NE,612,69259.84,113.17
2025-10-27,MA,580,66904.64,115.35
2025-10-27,SE,496,57650.07,116.23
2025-10-27,MW,531,61075.53,115.02
2025-10-27,MT,464,53320.48,114.91
2025-10-27,WE,641,75284.54,117.45
2025-11-03,NE,662,77893.27,117.66
2025-11-03,MA,629,72669.56,115.53
2025-11-03,SE,573,67519.68,117.84
2025-11-03,MW,595,66242.39,111.33
2025-11-03,MT,495,58393.66,117.97
2025-11-03,WE,739,82965.08,112.27
2025-11-10,NE,680,76380.42,112.32
2025-11-10,MA,646,74074.79,114.67
2025-11-10,SE,556,64126.93,115.34
2025-11-10,MW,580,67270.91,115.98
2025-11-10,MT,489,56548.74,115.64
2025-11-10,WE,725,85935.62,118.53
2025-11-17,NE,759,89364.9,117.74
2025-11-17,MA,653,72735.82,111.39
2025-11-17,SE,582,65475.55,112.5
2025-11-17,MW,624,73006.86,117.0
2025-11-17,MT,533,61882.07,116.1
2025-11-17,WE,733,82735.06,112.87
2025-11-24,NE,779,92617.58,118.89
2025-11-24,MA,747,85614.8,114.61
2025-11-24,SE,661,74800.69,113.16
2025-11-24,MW,685,78389.56,114.44
2025-11-24,MT,570,67979.05,119.26
2025-11-24,WE,837,98367.22,117.52
2025-12-01,NE,730,82428.11,112.92
2025-12-01,MA,682,77277.86,113.31
2025-12-01,SE,627,72997.67,116.42
2025-12-01,MW,630,70874.66,112.5
2025-12-01,MT,501,56185.83,112.15
2025-12-01,WE,757,85510.22,112.96
2025-12-08,NE,860,99150.81,115.29
2025-12-08,MA,797,92070.53,115.52
2025-12-08,SE,718,86126.67,119.95
2025-12-08,MW,729,83934.99,115.14
2025-12-08,MT,597,70043.56,117.33
2025-12-08,WE,925,111090.38,120.1
2025-12-15,NE,729,87783.77,120.42
2025-12-15,MA,690,82659.26,119.8
2025-12-15,SE,631,75857.31,120.22
2025-12-15,MW,636,72694.75,114.3
2025-12-15,MT,566,67173.6,118.68
2025-12-15,WE,800,90927.98,113.66
2025-12-22,NE,722,82256.67,113.93
2025-12-22,MA,727,85238.65,117.25
2025-12-22,SE,612,70990.08,116.0
2025-12-22,MW,605,72104.71,119.18
2025-12-22,MT,534,61308.26,114.81
2025-12-22,WE,776,88293.7,113.78
