week_start,geo,campaign_name,product_group,impressions,clicks,cost,attributed_sales,roas
2023-03-06,Northeast,SP | Running Shoes,Footwear | Road,20143,547,362.58,1162.34,3.206
2023-11-06,MA,SP | Running Shoes,Footwear | Road,22735,666,409.23,1027.32,2.51
2023-11-06,MA,SP | Running Shoes,Footwear | Trail,13934,408,250.82,629.65,2.51
2023-11-06,MA,SP | Apparel,Apparel | Outerwear,17610,475,290.57,891.63,3.069
2023-11-06,MA,SP | Apparel,Apparel | Layers,14408,389,237.74,729.52,3.069
2023-11-06,SE,SP | Running Shoes,Footwear | Road,17585,494,316.52,984.85,3.111
2023-11-06,SE,SP | Running Shoes,Footwear | Trail,10778,303,194.0,603.62,3.111
2023-11-06,SE,SP | Apparel,Apparel | Outerwear,13525,392,223.16,797.95,3.576
2023-11-06,SE,SP | Apparel,Apparel | Layers,11066,321,182.58,652.86,3.576
2023-11-06,MW,SP | Running Shoes,Footwear | Road,18154,524,326.78,1113.24,3.407
2023-11-06,MW,SP | Running Shoes,Footwear | Trail,11127,321,200.28,682.31,3.407
2023-11-06,MW,SP | Apparel,Apparel | Outerwear,14372,421,237.14,859.29,3.624
2023-11-06,MW,SP | Apparel,Apparel | Layers,11759,344,194.03,703.06,3.624
2023-11-06,MT,SP | Running Shoes,Footwear | Road,18221,522,327.98,1101.78,3.359
2023-11-06,MT,SP | Running Shoes,Footwear | Trail,11168,320,201.02,675.28,3.359
2023-11-06,MT,SP | Apparel,Apparel | Outerwear,13499,386,222.73,556.87,2.5
2023-11-06,MT,SP | Apparel,Apparel | Layers,11044,315,182.23,455.62,2.5
2023-11-06,West Coast,SP | Running Shoes,Footwear | Road,25597,740,460.75,1742.26,3.781
2023-11-06,West Coast,SP | Running Shoes,Footwear | Trail,15689,454,282.4,1067.84,3.781
2023-11-06,West Coast,SP | Apparel,Apparel | Outerwear,17110,475,282.31,846.05,2.997
2023-11-06,West Coast,SP | Apparel,Apparel | Layers,13999,389,230.98,692.22,2.997
2023-11-13,Northeast,SP | Running Shoes,Footwear | Road,21478,637,386.61,1248.93,3.23
2023-11-13,Northeast,SP | Running Shoes,Footwear | Trail,13164,390,236.96,765.47,3.23
2023-11-13,Northeast,SP | Apparel,Apparel | Outerwear,19055,560,314.4,993.1,3.159
2023-11-13,Northeast,SP | Apparel,Apparel | Layers,15590,459,257.24,812.53,3.159
2023-11-13,MA,SP | Running Shoes,Footwear | Road,21858,612,393.45,1471.02,3.739
2023-11-13,MA,SP | Running Shoes,Footwear | Trail,13397,375,241.15,901.59,3.739
2023-11-13,MA,SP | Apparel,Apparel | Outerwear,15860,457,261.68,900.33,3.441
2023-11-13,MA,SP | Apparel,Apparel | Layers,12976,374,214.11,736.63,3.441
2023-11-13,SE,SP | Running Shoes,Footwear | Road,19013,562,342.24,1026.4,2.999
2023-11-13,SE,SP | Running Shoes,Footwear | Trail,11653,344,209.76,629.08,2.999
2023-11-13,SE,SP | Apparel,Apparel | Outerwear,15449,421,254.91,769.26,3.018
2023-11-13,SE,SP | Apparel,Apparel | Layers,12640,344,208.56,629.4,3.018
2023-11-13,MW,SP | Running Shoes,Footwear | Road,18440,494,331.92,998.5,3.008
2023-11-13,MW,SP | Running Shoes,Footwear | Trail,11302,303,203.43,611.98,3.008
2023-11-13,MW,SP | Apparel,Apparel | Outerwear,16654,486,274.79,884.46,3.219
2023-11-13,MW,SP | Apparel,Apparel | Layers,13626,398,224.83,723.65,3.219
2023-11-13,MT,SP | Running Shoes,Footwear | Road,17680,493,318.23,1194.02,3.752
2023-11-13,MT,SP | Running Shoes,Footwear | Trail,10836,302,195.04,731.82,3.752
2023-11-13,MT,SP | Apparel,Apparel | Outerwear,13163,352,217.19,648.54,2.986
2023-11-13,MT,SP | Apparel,Apparel | Layers,10770,288,177.7,530.63,2.986
2023-11-13,West Coast,SP | Running Shoes,Footwear | Road,27353,767,492.36,1557.29,3.163
2023-11-13,West Coast,SP | Running Shoes,Footwear | Trail,16765,470,301.77,954.47,3.163
2023-11-13,West Coast,SP | Apparel,Apparel | Outerwear,19816,565,326.96,927.65,2.837
2023-11-13,West Coast,SP | Apparel,Apparel | Layers,16213,462,267.52,758.99,2.837
2023-11-20,Northeast,SP | Running Shoes,Footwear | Road,24969,664,449.44,1423.71,3.168
2023-11-20,Northeast,SP | Running Shoes,Footwear | Trail,15304,407,275.46,872.6,3.168
2023-11-20,Northeast,SP | Apparel,Apparel | Outerwear,17223,464,284.18,774.4,2.725
2023-11-20,Northeast,SP | Apparel,Apparel | Layers,14092,379,232.51,633.6,2.725
2023-11-20,MA,SP | Running Shoes,Footwear | Road,24791,655,446.23,1416.27,3.174
2023-11-20,MA,SP | Running Shoes,Footwear | Trail,15194,402,273.5,868.04,3.174
2023-11-20,MA,SP | Apparel,Apparel | Outerwear,17999,500,296.99,745.4,2.51
2023-11-20,MA,SP | Apparel,Apparel | Layers,14727,409,242.99,609.87,2.51
2023-11-20,SE,SP | Running Shoes,Footwear | Road,21322,568,383.79,1060.28,2.763
2023-11-20,SE,SP | Running Shoes,Footwear | Trail,13068,348,235.23,649.85,2.763
2023-11-20,SE,SP | Apparel,Apparel | Outerwear,17193,510,283.68,1051.79,3.708
2023-11-20,SE,SP | Apparel,Apparel | Layers,14067,417,232.1,860.55,3.708
2023-11-20,MW,SP | Running Shoes,Footwear | Road,22979,624,413.62,1349.84,3.264
2023-11-20,MW,SP | Running Shoes,Footwear | Trail,14084,383,253.51,827.32,3.264
2023-11-20,MW,SP | Apparel,Apparel | Outerwear,16799,481,277.18,698.52,2.52
2023-11-20,MW,SP | Apparel,Apparel | Layers,13744,394,226.78,571.52,2.52
2023-11-20,MT,SP | Running Shoes,Footwear | Road,16980,455,305.64,798.0,2.611
2023-11-20,MT,SP | Running Shoes,Footwear | Trail,10407,279,187.33,489.1,2.611
2023-11-20,MT,SP | Apparel,Apparel | Outerwear,14162,389,233.68,636.24,2.723
2023-11-20,MT,SP | Apparel,Apparel | Layers,11587,318,191.19,520.56,2.723
2023-11-20,West Coast,SP | Running Shoes,Footwear | Road,29232,851,526.18,1825.01,3.468
2023-11-20,West Coast,SP | Running Shoes,Footwear | Trail,17917,522,322.5,1118.55,3.468
2023-11-20,West Coast,SP | Apparel,Apparel | Outerwear,18546,522,306.0,1094.35,3.576
2023-11-20,West Coast,SP | Apparel,Apparel | Layers,15174,427,250.37,895.38,3.576
2023-11-27,Northeast,SP | Running Shoes,Footwear | Road,22848,627,411.27,1018.55,2.477
2023-11-27,Northeast,SP | Running Shoes,Footwear | Trail,14004,384,252.07,624.27,2.477
2023-11-27,Northeast,SP | Apparel,Apparel | Outerwear,20777,551,342.82,1239.61,3.616
2023-11-27,Northeast,SP | Apparel,Apparel | Layers,16999,451,280.49,1014.22,3.616
2023-11-27,MA,SP | Running Shoes,Footwear | Road,26274,705,472.92,1775.37,3.754
2023-11-27,MA,SP | Running Shoes,Footwear | Trail,16103,432,289.86,1088.13,3.754
2023-11-27,MA,SP | Apparel,Apparel | Outerwear,18900,520,311.85,1136.75,3.645
2023-11-27,MA,SP | Apparel,Apparel | Layers,15464,426,255.15,930.07,3.645
2023-11-27,SE,SP | Running Shoes,Footwear | Road,21803,612,392.46,1376.82,3.508
2023-11-27,SE,SP | Running Shoes,Footwear | Trail,13363,375,240.54,843.86,3.508
2023-11-27,SE,SP | Apparel,Apparel | Outerwear,15664,421,258.45,668.69,2.587
2023-11-27,SE,SP | Apparel,Apparel | Layers,12816,345,211.46,547.11,2.587
2023-11-27,MW,SP | Running Shoes,Footwear | Road,21959,645,395.26,1300.37,3.29
2023-11-27,MW,SP | Running Shoes,Footwear | Trail,13459,395,242.26,797.0,3.29
2023-11-27,MW,SP | Apparel,Apparel | Outerwear,16907,495,278.96,960.13,3.442
2023-11-27,MW,SP | Apparel,Apparel | Layers,13833,405,228.24,785.56,3.442
2023-11-27,MT,SP | Running Shoes,Footwear | Road,18513,503,333.23,1253.15,3.761
2023-11-27,MT,SP | Running Shoes,Footwear | Trail,11346,308,204.24,768.06,3.761
2023-11-27,MT,SP | Apparel,Apparel | Outerwear,14700,410,242.55,707.64,2.918
2023-11-27,MT,SP | Apparel,Apparel | Layers,12027,335,198.45,578.98,2.918
2023-11-27,West Coast,SP | Running Shoes,Footwear | Road,25175,688,453.15,1594.27,3.518
2023-11-27,West Coast,SP | Running Shoes,Footwear | Trail,15430,422,277.74,977.13,3.518
2023-11-27,West Coast,SP | Apparel,Apparel | Outerwear,19238,536,317.42,1190.46,3.75
2023-11-27,West Coast,SP | Apparel,Apparel | Layers,15740,439,259.71,974.01,3.75
2023-12-04,Northeast,SP | Running Shoes,Footwear | Road,25554,729,459.98,1469.69,3.195
2023-12-04,Northeast,SP | Running Shoes,Footwear | Trail,15662,447,281.92,900.78,3.195
2023-12-04,Northeast,SP | Apparel,Apparel | Outerwear,17576,492,290.0,907.97,3.131
2023-12-04,Northeast,SP | Apparel,Apparel | Layers,14380,402,237.27,742.89,3.131
2023-12-04,MA,SP | Running Shoes,Footwear | Road,25290,717,455.22,1448.7,3.182
2023-12-04,MA,SP | Running Shoes,Footwear | Trail,15500,439,279.01,887.91,3.182
2023-12-04,MA,SP | Apparel,Apparel | Outerwear,18931,506,312.37,1073.19,3.436
2023-12-04,MA,SP | Apparel,Apparel | Layers,15489,414,255.57,878.06,3.436
2023-12-04,SE,SP | Running Shoes,Footwear | Road,19898,543,358.17,1287.76,3.595
2023-12-04,SE,SP | Running Shoes,Footwear | Trail,12196,333,219.52,789.27,3.595
2023-12-04,SE,SP | Apparel,Apparel | Outerwear,16294,454,268.85,842.74,3.135
2023-12-04,SE,SP | Apparel,Apparel | Layers,13331,372,219.97,689.51,3.135
2023-12-04,MW,SP | Running Shoes,Footwear | Road,21270,624,382.86,1164.39,3.041
2023-12-04,MW,SP | Running Shoes,Footwear | Trail,13036,383,234.66,713.66,3.041
2023-12-04,MW,SP | Apparel,Apparel | Outerwear,16585,487,273.66,842.9,3.08
2023-12-04,MW,SP | Apparel,Apparel | Layers,13570,399,223.9,689.65,3.08
2023-12-04,MT,SP | Running Shoes,Footwear | Road,17817,481,320.71,826.57,2.577
2023-12-04,MT,SP | Running Shoes,Footwear | Trail,10920,295,196.57,506.61,2.577
2023-12-04,MT,SP | Apparel,Apparel | Outerwear,14750,389,243.37,672.28,2.762
2023-12-04,MT,SP | Apparel,Apparel | Layers,12068,318,199.12,550.05,2.762
2023-12-04,West Coast,SP | Running Shoes,Footwear | Road,27071,780,487.28,1475.16,3.027
2023-12-04,West Coast,SP | Running Shoes,Footwear | Trail,16592,478,298.66,904.13,3.027
2023-12-04,West Coast,SP | Apparel,Apparel | Outerwear,21417,573,353.39,1100.12,3.113
2023-12-04,West Coast,SP | Apparel,Apparel | Layers,17523,469,289.14,900.1,3.113
2023-12-11,Northeast,SP | Running Shoes,Footwear | Road,27575,804,496.35,1586.02,3.195
2023-12-11,Northeast,SP | Running Shoes,Footwear | Trail,16901,493,304.22,972.08,3.195
2023-12-11,Northeast,SP | Apparel,Apparel | Outerwear,19058,538,314.45,1039.36,3.305
2023-12-11,Northeast,SP | Apparel,Apparel | Layers,15593,440,257.28,850.39,3.305
2023-12-11,MA,SP | Running Shoes,Footwear | Road,22814,640,410.66,1240.71,3.021
2023-12-11,MA,SP | Running Shoes,Footwear | Trail,13983,393,251.69,760.43,3.021
2023-12-11,MA,SP | Apparel,Apparel | Outerwear,18571,522,306.42,985.96,3.218
2023-12-11,MA,SP | Apparel,Apparel | Layers,15194,427,250.71,806.7,3.218
2023-12-11,SE,SP | Running Shoes,Footwear | Road,20096,574,361.72,1248.86,3.453
2023-12-11,SE,SP | Running Shoes,Footwear | Trail,12317,352,221.7,765.43,3.453
2023-12-11,SE,SP | Apparel,Apparel | Outerwear,16344,463,269.68,729.64,2.706
2023-12-11,SE,SP | Apparel,Apparel | Layers,13372,378,220.64,596.98,2.706
2023-12-11,MW,SP | Running Shoes,Footwear | Road,21118,608,380.13,1409.88,3.709
2023-12-11,MW,SP | Running Shoes,Footwear | Trail,12943,373,232.98,864.12,3.709
2023-12-11,MW,SP | Apparel,Apparel | Outerwear,16928,488,279.3,1049.09,3.756
2023-12-11,MW,SP | Apparel,Apparel | Layers,13850,399,228.52,858.35,3.756
2023-12-11,MT,SP | Running Shoes,Footwear | Road,16622,463,299.2,1134.96,3.793
2023-12-11,MT,SP | Running Shoes,Footwear | Trail,10188,284,183.38,695.62,3.793
2023-12-11,MT,SP | Apparel,Apparel | Outerwear,15393,449,253.98,865.3,3.407
2023-12-11,MT,SP | Apparel,Apparel | Layers,12594,367,207.81,707.97,3.407
2023-12-11,West Coast,SP | Running Shoes,Footwear | Road,28973,814,521.51,1396.66,2.678
2023-12-11,West Coast,SP | Running Shoes,Footwear | Trail,17757,499,319.63,856.02,2.678
2023-12-11,West Coast,SP | Apparel,Apparel | Outerwear,21920,611,361.67,1065.77,2.947
2023-12-11,West Coast,SP | Apparel,Apparel | Layers,17934,500,295.91,871.99,2.947
2023-12-18,Northeast,SP | Running Shoes,Footwear | Road,23095,641,415.71,1399.93,3.368
2023-12-18,Northeast,SP | Running Shoes,Footwear | Trail,14155,393,254.79,858.02,3.368
2023-12-18,Northeast,SP | Apparel,Apparel | Outerwear,17714,486,292.29,905.07,3.097
2023-12-18,Northeast,SP | Apparel,Apparel | Layers,14494,397,239.14,740.51,3.097
2023-12-18,MA,SP | Running Shoes,Footwear | Road,24968,681,449.43,1246.82,2.774
2023-12-18,MA,SP | Running Shoes,Footwear | Trail,15303,417,275.46,764.18,2.774
2023-12-18,MA,SP | Apparel,Apparel | Outerwear,19459,553,321.07,1143.11,3.56
2023-12-18,MA,SP | Apparel,Apparel | Layers,15921,452,262.69,935.27,3.56
2023-12-18,SE,SP | Running Shoes,Footwear | Road,22340,631,402.13,992.15,2.467
2023-12-18,SE,SP | Running Shoes,Footwear | Trail,13693,387,246.47,608.09,2.467
2023-12-18,SE,SP | Apparel,Apparel | Outerwear,16200,440,267.31,959.05,3.588
2023-12-18,SE,SP | Apparel,Apparel | Layers,13255,360,218.7,784.68,3.588
2023-12-18,MW,SP | Running Shoes,Footwear | Road,21016,583,378.28,1292.53,3.417
2023-12-18,MW,SP | Running Shoes,Footwear | Trail,12881,358,231.85,792.2,3.417
2023-12-18,MW,SP | Apparel,Apparel | Outerwear,17027,504,280.95,997.18,3.549
2023-12-18,MW,SP | Apparel,Apparel | Layers,13931,412,229.87,815.88,3.549
2023-12-18,MT,SP | Running Shoes,Footwear | Road,19277,551,346.98,1314.83,3.789
2023-12-18,MT,SP | Running Shoes,Footwear | Trail,11815,338,212.66,805.86,3.789
2023-12-18,MT,SP | Apparel,Apparel | Outerwear,13129,352,216.63,582.11,2.687
2023-12-18,MT,SP | Apparel,Apparel | Layers,10742,288,177.25,476.27,2.687
2023-12-18,West Coast,SP | Running Shoes,Footwear | Road,28163,772,506.93,1468.76,2.897
2023-12-18,West Coast,SP | Running Shoes,Footwear | Trail,17261,473,310.7,900.21,2.897
2023-12-18,West Coast,SP | Apparel,Apparel | Outerwear,20622,574,340.27,1052.87,3.094
2023-12-18,West Coast,SP | Apparel,Apparel | Layers,16873,470,278.4,861.44,3.094
2023-12-25,Northeast,SP | Running Shoes,Footwear | Road,27953,776,503.15,1548.12,3.077
2023-12-25,Northeast,SP | Running Shoes,Footwear | Trail,17133,476,308.39,948.85,3.077
2023-12-25,Northeast,SP | Apparel,Apparel | Outerwear,17402,490,287.13,711.49,2.478
2023-12-25,Northeast,SP | Apparel,Apparel | Layers,14238,401,234.92,582.12,2.478
2023-12-25,MA,SP | Running Shoes,Footwear | Road,23535,641,423.63,1144.63,2.702
2023-12-25,MA,SP | Running Shoes,Footwear | Trail,14425,393,259.64,701.55,2.702
2023-12-25,MA,SP | Apparel,Apparel | Outerwear,19656,522,324.33,1190.02,3.669
2023-12-25,MA,SP | Apparel,Apparel | Layers,16083,427,265.36,973.65,3.669
2023-12-25,SE,SP | Running Shoes,Footwear | Road,20822,602,374.79,1275.1,3.402
2023-12-25,SE,SP | Running Shoes,Footwear | Trail,12762,369,229.71,781.51,3.402
2023-12-25,SE,SP | Apparel,Apparel | Outerwear,14637,414,241.51,698.5,2.892
2023-12-25,SE,SP | Apparel,Apparel | Layers,11976,339,197.6,571.5,2.892
2023-12-25,MW,SP | Running Shoes,Footwear | Road,24344,691,438.18,1074.76,2.453
2023-12-25,MW,SP | Running Shoes,Footwear | Trail,14920,424,268.56,658.72,2.453
2023-12-25,MW,SP | Apparel,Apparel | Outerwear,18436,486,304.2,1109.2,3.646
2023-12-25,MW,SP | Apparel,Apparel | Layers,15084,398,248.89,907.53,3.646
2023-12-25,MT,SP | Running Shoes,Footwear | Road,16985,475,305.73,742.39,2.428
2023-12-25,MT,SP | Running Shoes,Footwear | Trail,10410,291,187.38,455.01,2.428
2023-12-25,MT,SP | Apparel,Apparel | Outerwear,14787,436,243.98,904.21,3.706
2023-12-25,MT,SP | Apparel,Apparel | Layers,12098,356,199.62,739.8,3.706
2023-12-25,West Coast,SP | Running Shoes,Footwear | Road,29969,839,539.44,1298.1,2.406
2023-12-25,West Coast,SP | Running Shoes,Footwear | Trail,18368,514,330.62,795.61,2.406
2023-12-25,West Coast,SP | Apparel,Apparel | Outerwear,18506,499,305.35,999.78,3.274
2023-12-25,West Coast,SP | Apparel,Apparel | Layers,15141,408,249.83,818.0,3.274
2024-01-01,Northeast,SP | Running Shoes,Footwear | Road,19422,537,349.6,842.41,2.41
2024-01-01,Northeast,SP | Running Shoes,Footwear | Trail,11904,329,214.27,516.32,2.41
2024-01-01,Northeast,SP | Apparel,Apparel | Outerwear,14387,396,237.38,753.77,3.175
2024-01-01,Northeast,SP | Apparel,Apparel | Layers,11771,324,194.22,616.72,3.175
2024-01-01,MA,SP | Running Shoes,Footwear | Road,18571,517,334.28,1010.31,3.022
2024-01-01,MA,SP | Running Shoes,Footwear | Trail,11382,317,204.88,619.22,3.022
2024-01-01,MA,SP | Apparel,Apparel | Outerwear,13553,394,223.63,776.15,3.471
2024-01-01,MA,SP | Apparel,Apparel | Layers,11089,322,182.97,635.03,3.471
2024-01-01,SE,SP | Running Shoes,Footwear | Road,16769,461,301.84,1082.82,3.587
2024-01-01,SE,SP | Running Shoes,Footwear | Trail,10278,282,185.0,663.66,3.587
2024-01-01,SE,SP | Apparel,Apparel | Outerwear,13295,391,219.38,701.88,3.199
2024-01-01,SE,SP | Apparel,Apparel | Layers,10878,320,179.49,574.27,3.199
2024-01-01,MW,SP | Running Shoes,Footwear | Road,16951,501,305.12,1090.64,3.574
2024-01-01,MW,SP | Running Shoes,Footwear | Trail,10389,307,187.01,668.46,3.574
2024-01-01,MW,SP | Apparel,Apparel | Outerwear,12609,348,208.05,529.37,2.544
2024-01-01,MW,SP | Apparel,Apparel | Layers,10316,285,170.22,433.12,2.544
2024-01-01,MT,SP | Running Shoes,Footwear | Road,15078,444,271.41,888.16,3.272
2024-01-01,MT,SP | Running Shoes,Footwear | Trail,9241,272,166.35,544.35,3.272
2024-01-01,MT,SP | Apparel,Apparel | Outerwear,11877,321,195.97,492.12,2.511
2024-01-01,MT,SP | Apparel,Apparel | Layers,9717,262,160.34,402.64,2.511
2024-01-01,West Coast,SP | Running Shoes,Footwear | Road,19259,537,346.67,842.59,2.431
2024-01-01,West Coast,SP | Running Shoes,Footwear | Trail,11804,329,212.48,516.42,2.431
2024-01-01,West Coast,SP | Apparel,Apparel | Outerwear,14068,371,232.13,761.46,3.28
2024-01-01,West Coast,SP | Apparel,Apparel | Layers,11510,304,189.92,623.01,3.28
2024-01-08,Northeast,SP | Running Shoes,Footwear | Road,23358,618,420.45,1280.44,3.045
2024-01-08,Northeast,SP | Running Shoes,Footwear | Trail,14316,379,257.69,784.79,3.045
2024-01-08,Northeast,SP | Apparel,Apparel | Outerwear,14630,417,241.39,582.79,2.414
2024-01-08,Northeast,SP | Apparel,Apparel | Layers,11970,341,197.5,476.83,2.414
2024-01-08,MA,SP | Running Shoes,Footwear | Road,21537,574,387.67,1428.47,3.685
2024-01-08,MA,SP | Running Shoes,Footwear | Trail,13200,352,237.6,875.51,3.685
2024-01-08,MA,SP | Apparel,Apparel | Outerwear,15380,421,253.77,618.79,2.438
2024-01-08,MA,SP | Apparel,Apparel | Layers,12584,344,207.63,506.28,2.438
2024-01-08,SE,SP | Running Shoes,Footwear | Road,17854,493,321.37,783.48,2.438
2024-01-08,SE,SP | Running Shoes,Footwear | Trail,10943,302,196.97,480.2,2.438
2024-01-08,SE,SP | Apparel,Apparel | Outerwear,13370,372,220.6,782.19,3.546
2024-01-08,SE,SP | Apparel,Apparel | Layers,10939,305,180.49,639.98,3.546
2024-01-08,MW,SP | Running Shoes,Footwear | Road,19502,528,351.03,988.99,2.817
2024-01-08,MW,SP | Running Shoes,Footwear | Trail,11953,324,215.15,606.16,2.817
2024-01-08,MW,SP | Apparel,Apparel | Outerwear,14872,435,245.39,784.35,3.196
2024-01-08,MW,SP | Apparel,Apparel | Layers,12168,356,200.77,641.74,3.196
2024-01-08,MT,SP | Running Shoes,Footwear | Road,17332,465,311.98,796.0,2.551
2024-01-08,MT,SP | Running Shoes,Footwear | Trail,10623,285,191.21,487.87,2.551
2024-01-08,MT,SP | Apparel,Apparel | Outerwear,12197,328,201.26,662.85,3.294
2024-01-08,MT,SP | Apparel,Apparel | Layers,9980,268,164.67,542.34,3.294
2024-01-08,West Coast,SP | Running Shoes,Footwear | Road,20349,576,366.29,1132.76,3.093
2024-01-08,West Coast,SP | Running Shoes,Footwear | Trail,12472,353,224.5,694.27,3.093
2024-01-08,West Coast,SP | Apparel,Apparel | Outerwear,15620,419,257.74,854.95,3.317
2024-01-08,West Coast,SP | Apparel,Apparel | Layers,12780,342,210.88,699.5,3.317
2024-01-15,Northeast,SP | Running Shoes,Footwear | Road,20750,594,373.51,1027.16,2.75
2024-01-15,Northeast,SP | Running Shoes,Footwear | Trail,12718,364,228.92,629.55,2.75
2024-01-15,Northeast,SP | Apparel,Apparel | Outerwear,15343,450,253.16,733.22,2.896
2024-01-15,Northeast,SP | Apparel,Apparel | Layers,12553,368,207.13,599.91,2.896
2024-01-15,MA,SP | Running Shoes,Footwear | Road,16884,500,303.92,1033.7,3.401
2024-01-15,MA,SP | Running Shoes,Footwear | Trail,10348,306,186.27,633.56,3.401
2024-01-15,MA,SP | Apparel,Apparel | Outerwear,13133,363,216.7,762.59,3.519
2024-01-15,MA,SP | Apparel,Apparel | Layers,10745,297,177.3,623.93,3.519
2024-01-15,SE,SP | Running Shoes,Footwear | Road,15163,438,272.93,726.42,2.662
2024-01-15,SE,SP | Running Shoes,Footwear | Trail,9293,268,167.28,445.22,2.662
2024-01-15,SE,SP | Apparel,Apparel | Outerwear,11855,342,195.6,497.55,2.544
2024-01-15,SE,SP | Apparel,Apparel | Layers,9699,280,160.04,407.09,2.544
2024-01-15,MW,SP | Running Shoes,Footwear | Road,18034,487,324.61,1219.51,3.757
2024-01-15,MW,SP | Running Shoes,Footwear | Trail,11053,299,198.95,747.44,3.757
2024-01-15,MW,SP | Apparel,Apparel | Outerwear,12566,371,207.34,782.86,3.776
2024-01-15,MW,SP | Apparel,Apparel | Layers,10281,303,169.64,640.52,3.776
2024-01-15,MT,SP | Running Shoes,Footwear | Road,15572,424,280.3,774.28,2.762
2024-01-15,MT,SP | Running Shoes,Footwear | Trail,9544,260,171.8,474.56,2.762
2024-01-15,MT,SP | Apparel,Apparel | Outerwear,11737,329,193.66,636.25,3.285
2024-01-15,MT,SP | Apparel,Apparel | Layers,9603,270,158.45,520.57,3.285
2024-01-15,West Coast,SP | Running Shoes,Footwear | Road,19279,550,347.02,1197.22,3.45
2024-01-15,West Coast,SP | Running Shoes,Footwear | Trail,11816,337,212.69,733.78,3.45
2024-01-15,West Coast,SP | Apparel,Apparel | Outerwear,15849,461,261.5,761.52,2.912
2024-01-15,West Coast,SP | Apparel,Apparel | Layers,12967,377,213.95,623.06,2.912
2024-01-22,Northeast,SP | Running Shoes,Footwear | Road,18356,493,330.4,1130.28,3.421
2024-01-22,Northeast,SP | Running Shoes,Footwear | Trail,11250,302,202.51,692.75,3.421
2024-01-22,Northeast,SP | Apparel,Apparel | Outerwear,13600,364,224.41,626.3,2.791
2024-01-22,Northeast,SP | Apparel,Apparel | Layers,11128,298,183.61,512.42,2.791
2024-01-22,MA,SP | Running Shoes,Footwear | Road,20883,578,375.89,1086.1,2.889
2024-01-22,MA,SP | Running Shoes,Footwear | Trail,12799,355,230.38,665.68,2.889
2024-01-22,MA,SP | Apparel,Apparel | Outerwear,13104,349,216.22,561.47,2.597
2024-01-22,MA,SP | Apparel,Apparel | Layers,10722,286,176.91,459.39,2.597
2024-01-22,SE,SP | Running Shoes,Footwear | Road,17789,494,320.2,1071.07,3.345
2024-01-22,SE,SP | Running Shoes,Footwear | Trail,10903,303,196.25,656.46,3.345
2024-01-22,SE,SP | Apparel,Apparel | Outerwear,11368,300,187.58,588.79,3.139
2024-01-22,SE,SP | Apparel,Apparel | Layers,9301,245,153.47,481.74,3.139
2024-01-22,MW,SP | Running Shoes,Footwear | Road,17625,476,317.25,1073.09,3.382
2024-01-22,MW,SP | Running Shoes,Footwear | Trail,10802,292,194.44,657.7,3.382
2024-01-22,MW,SP | Apparel,Apparel | Outerwear,12413,332,204.81,537.33,2.624
2024-01-22,MW,SP | Apparel,Apparel | Layers,10156,272,167.57,439.64,2.624
2024-01-22,MT,SP | Running Shoes,Footwear | Road,13755,381,247.59,865.69,3.497
2024-01-22,MT,SP | Running Shoes,Footwear | Trail,8430,234,151.75,530.58,3.497
2024-01-22,MT,SP | Apparel,Apparel | Outerwear,10988,318,181.3,503.66,2.778
2024-01-22,MT,SP | Apparel,Apparel | Layers,8990,260,148.33,412.09,2.778
2024-01-22,West Coast,SP | Running Shoes,Footwear | Road,19210,553,345.79,1151.19,3.329
2024-01-22,West Coast,SP | Running Shoes,Footwear | Trail,11774,339,211.93,705.57,3.329
2024-01-22,West Coast,SP | Apparel,Apparel | Outerwear,17118,458,282.45,778.93,2.758
2024-01-22,West Coast,SP | Apparel,Apparel | Layers,14006,375,231.1,637.31,2.758
2024-01-29,Northeast,SP | Running Shoes,Footwear | Road,22352,611,402.33,1463.4,3.637
2024-01-29,Northeast,SP | Running Shoes,Footwear | Trail,13700,374,246.59,896.92,3.637
2024-01-29,Northeast,SP | Apparel,Apparel | Outerwear,15115,432,249.39,598.88,2.401
2024-01-29,Northeast,SP | Apparel,Apparel | Layers,12366,354,204.05,489.99,2.401
2024-01-29,MA,SP | Running Shoes,Footwear | Road,20873,549,375.72,1276.12,3.396
2024-01-29,MA,SP | Running Shoes,Footwear | Trail,12793,337,230.28,782.14,3.396
2024-01-29,MA,SP | Apparel,Apparel | Outerwear,15749,451,259.85,770.39,2.965
2024-01-29,MA,SP | Apparel,Apparel | Layers,12885,369,212.61,630.32,2.965
2024-01-29,SE,SP | Running Shoes,Footwear | Road,16041,454,288.74,1034.91,3.584
2024-01-29,SE,SP | Running Shoes,Footwear | Trail,9832,278,176.97,634.3,3.584
2024-01-29,SE,SP | Apparel,Apparel | Outerwear,11561,321,190.75,604.06,3.167
2024-01-29,SE,SP | Apparel,Apparel | Layers,9459,263,156.07,494.23,3.167
2024-01-29,MW,SP | Running Shoes,Footwear | Road,17948,479,323.06,901.24,2.79
2024-01-29,MW,SP | Running Shoes,Footwear | Trail,11000,293,198.01,552.37,2.79
2024-01-29,MW,SP | Apparel,Apparel | Outerwear,12938,366,213.47,527.1,2.469
2024-01-29,MW,SP | Apparel,Apparel | Layers,10585,300,174.66,431.26,2.469
2024-01-29,MT,SP | Running Shoes,Footwear | Road,15409,409,277.36,818.63,2.951
