week_start,geo,send_count,delivered,unique_opens,unique_clicks,open_rate,click_rate
2024-05-06,Northeast,13317,12853,2022,247,0.1573,0.0192
2024-05-06,Mid-Atlantic,12249,11869,1840,292,0.155,0.0246
2024-05-06,Southeast,10720,10571,1755,205,0.166,0.0194
2024-05-06,Midwest,12472,12175,1914,279,0.1572,0.0229
2024-05-06,Mountain,9425,9323,1530,237,0.1641,0.0254
2024-05-06,West,15250,15064,2430,334,0.1613,0.0222
2024-05-13,Northeast,14268,14106,2381,303,0.1688,0.0215
2024-05-13,Mid-Atlantic,13243,12986,1836,313,0.1414,0.0241
2024-05-13,Southeast,11792,11368,1720,257,0.1513,0.0226
2024-05-13,Midwest,12277,12106,1833,323,0.1514,0.0267
2024-05-13,Mountain,10164,9872,1639,232,0.166,0.0235
2024-05-13,West,14311,14146,2270,365,0.1605,0.0258
2024-05-20,Northeast,13256,12775,1907,408,0.1493,0.0319
2024-05-20,Mid-Atlantic,13217,12916,2312,369,0.179,0.0286
2024-05-20,Southeast,11995,11657,1922,328,0.1649,0.0281
2024-05-20,Midwest,12320,12127,2065,319,0.1703,0.0263
2024-05-20,Mountain,9764,9495,1399,273,0.1473,0.0287
2024-05-20,West,14687,14212,2494,384,0.1755,0.027
2024-05-27,Northeast,17746,17112,2986,517,0.1745,0.0302
2024-05-27,Mid-Atlantic,16185,15729,2658,495,0.169,0.0315
2024-05-27,Southeast,15342,14973,2667,422,0.1781,0.0282
2024-05-27,Midwest,15418,15170,2204,493,0.1453,0.0325
2024-05-27,Mountain,13668,13194,2411,391,0.1827,0.0296
2024-05-27,West,17923,17342,2596,557,0.1497,0.0321
2024-06-03,Northeast,12033,11758,2075,356,0.1765,0.0303
2024-06-03,Mid-Atlantic,12511,12354,2219,368,0.1796,0.0298
2024-06-03,Southeast,11223,10839,1649,358,0.1521,0.033
2024-06-03,Midwest,11578,11232,1830,355,0.1629,0.0316
2024-06-03,Mountain,9530,9290,1604,281,0.1727,0.0302
2024-06-03,West,13025,12526,2317,410,0.185,0.0327
2024-06-10,Northeast,12145,11871,2369,368,0.1996,0.031
2024-06-10,Mid-Atlantic,12107,11843,2330,392,0.1967,0.0331
2024-06-10,Southeast,10632,10478,2045,326,0.1952,0.0311
2024-06-10,Midwest,11281,10873,2145,350,0.1973,0.0322
2024-06-10,Mountain,8951,8594,1529,304,0.1779,0.0354
2024-06-10,West,13184,12742,2360,410,0.1852,0.0322
2024-06-17,Northeast,12245,12120,2263,389,0.1867,0.0321
2024-06-17,Mid-Atlantic,12558,12298,2172,405,0.1766,0.0329
2024-06-17,Southeast,10072,9846,1754,374,0.1781,0.038
2024-06-17,Midwest,10856,10634,2194,417,0.2063,0.0392
2024-06-17,Mountain,8922,8754,1555,328,0.1776,0.0375
2024-06-17,West,13322,13100,2528,459,0.193,0.035
2024-06-24,Northeast,13372,13236,2929,446,0.2213,0.0337
2024-06-24,Mid-Atlantic,11721,11328,2114,398,0.1866,0.0351
2024-06-24,Southeast,11210,11000,2211,411,0.201,0.0374
2024-06-24,Midwest,11227,10841,2344,346,0.2162,0.0319
2024-06-24,Mountain,9014,8902,1968,328,0.2211,0.0368
2024-06-24,West,14259,14035,3029,539,0.2158,0.0384
2024-07-01,Northeast,12642,12178,2789,451,0.229,0.037
2024-07-01,Mid-Atlantic,11606,11346,2346,429,0.2068,0.0378
2024-07-01,Southeast,10594,10190,2365,358,0.2321,0.0351
2024-07-01,Midwest,10857,10545,2526,337,0.2395,0.032
2024-07-01,Mountain,9073,8738,1986,308,0.2273,0.0353
2024-07-01,West,13872,13430,2944,453,0.2192,0.0337
2024-07-08,Northeast,12036,11598,2751,354,0.2372,0.0305
2024-07-08,Mid-Atlantic,12223,11846,2729,364,0.2304,0.0307
2024-07-08,Southeast,10649,10482,2274,330,0.2169,0.0315
2024-07-08,Midwest,11179,10910,2531,329,0.232,0.0302
2024-07-08,Mountain,9404,9310,2338,289,0.2511,0.031
2024-07-08,West,12942,12619,2849,445,0.2258,0.0353
2024-07-15,Northeast,11583,11160,2898,355,0.2597,0.0318
2024-07-15,Mid-Atlantic,11814,11366,2613,317,0.2299,0.0279
2024-07-15,Southeast,10532,10414,2541,360,0.244,0.0346
2024-07-15,Midwest,10203,10060,2553,330,0.2538,0.0328
2024-07-15,Mountain,9399,9215,2217,307,0.2406,0.0333
2024-07-15,West,13818,13328,3292,428,0.247,0.0321
2024-07-22,Northeast,11894,11681,2893,310,0.2477,0.0265
2024-07-22,Mid-Atlantic,11198,10770,2694,338,0.2501,0.0314
2024-07-22,Southeast,10808,10447,2659,280,0.2545,0.0268
2024-07-22,Midwest,10803,10612,2702,319,0.2546,0.0301
2024-07-22,Mountain,8663,8516,2103,221,0.247,0.026
2024-07-22,West,13308,13012,3267,312,0.2511,0.024
2024-07-29,Northeast,11372,11169,2955,273,0.2646,0.0244
2024-07-29,Mid-Atlantic,11597,11356,2832,242,0.2494,0.0213
2024-07-29,Southeast,9943,9766,2608,272,0.267,0.0279
2024-07-29,Midwest,9959,9848,2666,264,0.2707,0.0268
2024-07-29,Mountain,8732,8554,2136,206,0.2497,0.0241
2024-07-29,West,13124,12687,3203,308,0.2525,0.0243
2024-08-05,Northeast,16342,15849,4135,412,0.2609,0.026
2024-08-05,Mid-Atlantic,14047,13669,3518,357,0.2574,0.0261
2024-08-05,Southeast,12858,12723,3266,305,0.2567,0.024
2024-08-05,Midwest,13692,13549,3612,274,0.2666,0.0202
2024-08-05,Mountain,11476,11276,3120,291,0.2767,0.0258
2024-08-05,West,16435,15995,4674,307,0.2922,0.0192
2024-08-12,Northeast,13391,13013,3674,306,0.2823,0.0235
2024-08-12,Mid-Atlantic,13212,13029,3394,240,0.2605,0.0184
2024-08-12,Southeast,11380,11056,3066,223,0.2773,0.0202
2024-08-12,Midwest,12436,12223,3623,248,0.2964,0.0203
2024-08-12,Mountain,10181,10025,2626,173,0.2619,0.0173
2024-08-12,West,14226,14072,3712,242,0.2638,0.0172
2024-08-19,Northeast,11897,11731,3300,212,0.2813,0.0181
2024-08-19,Mid-Atlantic,11209,10832,3115,226,0.2876,0.0209
2024-08-19,Southeast,9612,9246,2741,203,0.2964,0.022
2024-08-19,Midwest,9986,9809,2546,182,0.2596,0.0186
2024-08-19,Mountain,8187,8021,2104,175,0.2623,0.0218
2024-08-19,West,12157,11809,3356,191,0.2842,0.0162
2024-08-26,Northeast,11878,11736,3435,221,0.2927,0.0188
2024-08-26,Mid-Atlantic,11332,11074,3082,247,0.2783,0.0223
2024-08-26,Southeast,9499,9292,2714,208,0.2921,0.0224
2024-08-26,Midwest,10346,10225,2776,177,0.2715,0.0173
2024-08-26,Mountain,8503,8173,2318,158,0.2836,0.0193
2024-08-26,West,12597,12417,3411,263,0.2747,0.0212
2024-09-02,Northeast,12363,12221,3144,253,0.2573,0.0207
2024-09-02,Mid-Atlantic,12063,11885,3425,286,0.2882,0.0241
2024-09-02,Southeast,10026,9897,2545,192,0.2571,0.0194
2024-09-02,Midwest,10903,10708,2914,202,0.2721,0.0189
2024-09-02,Mountain,8897,8787,2541,157,0.2892,0.0179
2024-09-02,West,13570,13151,3348,264,0.2546,0.0201
2024-09-09,Northeast,12259,12069,2969,314,0.246,0.026
2024-09-09,Mid-Atlantic,12288,11995,3222,272,0.2686,0.0227
2024-09-09,Southeast,10104,9728,2619,193,0.2692,0.0198
2024-09-09,Midwest,11079,10643,2753,218,0.2587,0.0205
2024-09-09,Mountain,8505,8399,2224,219,0.2648,0.0261
2024-09-09,West,13947,13544,3521,321,0.26,0.0237
2024-09-16,Northeast,12240,12074,2807,258,0.2325,0.0214
2024-09-16,Mid-Atlantic,11637,11482,2730,255,0.2378,0.0222
2024-09-16,Southeast,10433,10211,2524,251,0.2472,0.0246
2024-09-16,Midwest,10675,10306,2352,297,0.2282,0.0288
2024-09-16,Mountain,9276,8949,2328,242,0.2601,0.027
2024-09-16,West,13495,13095,3237,317,0.2472,0.0242
2024-09-23,Northeast,11632,11477,2637,364,0.2298,0.0317
2024-09-23,Mid-Atlantic,11060,10938,2437,325,0.2228,0.0297
2024-09-23,Southeast,10026,9668,2432,279,0.2516,0.0289
2024-09-23,Midwest,10543,10125,2187,249,0.216,0.0246
2024-09-23,Mountain,9302,9148,1984,221,0.2169,0.0242
2024-09-23,West,12121,11694,2879,348,0.2462,0.0298
2024-09-30,Northeast,12309,11901,2558,338,0.2149,0.0284
2024-09-30,Mid-Atlantic,11897,11746,2495,352,0.2124,0.03
2024-09-30,Southeast,10458,10215,2449,352,0.2397,0.0345
2024-09-30,Midwest,10993,10868,2594,351,0.2387,0.0323
2024-09-30,Mountain,8620,8353,1824,268,0.2184,0.0321
2024-09-30,West,12126,11649,2423,315,0.208,0.027
2024-10-07,Northeast,11092,10979,2388,405,0.2175,0.0369
2024-10-07,Mid-Atlantic,11754,11321,2519,392,0.2225,0.0346
2024-10-07,Southeast,9730,9557,2077,280,0.2173,0.0293
2024-10-07,Midwest,10090,9747,1996,313,0.2048,0.0321
2024-10-07,Mountain,8655,8480,1667,264,0.1966,0.0311
2024-10-07,West,12317,12106,2299,409,0.1899,0.0338
2024-10-14,Northeast,15289,15063,3061,496,0.2032,0.0329
2024-10-14,Mid-Atlantic,14805,14569,2587,492,0.1776,0.0338
2024-10-14,Southeast,12507,12137,2181,427,0.1797,0.0352
2024-10-14,Midwest,13615,13395,2678,435,0.1999,0.0325
2024-10-14,Mountain,10750,10470,1913,365,0.1827,0.0349
2024-10-14,West,15334,14857,2835,533,0.1908,0.0359
2024-10-21,Northeast,11902,11655,2043,445,0.1753,0.0382
2024-10-21,Mid-Atlantic,11451,11057,1971,408,0.1783,0.0369
2024-10-21,Southeast,10427,10164,1997,399,0.1965,0.0393
2024-10-21,Midwest,10262,10007,1672,351,0.1671,0.0351
2024-10-21,Mountain,8798,8562,1646,309,0.1923,0.0361
2024-10-21,West,12870,12597,2511,436,0.1993,0.0346
2024-10-28,Northeast,13653,13289,2449,431,0.1843,0.0324
2024-10-28,Mid-Atlantic,12271,12132,1958,389,0.1614,0.0321
2024-10-28,Southeast,11817,11676,1929,406,0.1652,0.0348
2024-10-28,Midwest,11853,11595,2121,435,0.1829,0.0375
2024-10-28,Mountain,10439,10302,1606,388,0.1559,0.0377
2024-10-28,West,15486,14883,2368,539,0.1591,0.0362
2024-11-04,Northeast,13837,13350,2251,494,0.1686,0.037
2024-11-04,Mid-Atlantic,12765,12274,2254,443,0.1836,0.0361
2024-11-04,Southeast,11257,11033,1834,381,0.1662,0.0345
2024-11-04,Midwest,11275,10853,1845,419,0.17,0.0386
2024-11-04,Mountain,9735,9557,1393,300,0.1458,0.0314
2024-11-04,West,13951,13767,2499,502,0.1815,0.0365
2024-11-11,Northeast,12559,12136,2123,442,0.1749,0.0364
2024-11-11,Mid-Atlantic,11713,11364,1793,335,0.1578,0.0295
2024-11-11,Southeast,10548,10360,1627,338,0.157,0.0326
2024-11-11,Midwest,11628,11471,2036,390,0.1775,0.034
2024-11-11,Mountain,8920,8805,1556,271,0.1767,0.0308
2024-11-11,West,13968,13816,1965,513,0.1422,0.0371
2024-11-18,Northeast,16821,16408,2489,443,0.1517,0.027
2024-11-18,Mid-Atlantic,16055,15580,2725,495,0.1749,0.0318
2024-11-18,Southeast,13401,13247,2194,388,0.1656,0.0293
2024-11-18,Midwest,14493,14278,2514,427,0.1761,0.0299
2024-11-18,Mountain,11619,11458,1825,393,0.1593,0.0343
2024-11-18,West,18840,18565,2993,644,0.1612,0.0347
2024-11-25,Northeast,16978,16736,3029,465,0.181,0.0278
2024-11-25,Mid-Atlantic,15824,15358,2631,402,0.1713,0.0262
2024-11-25,Southeast,13060,12676,2132,404,0.1682,0.0319
2024-11-25,Midwest,14270,14038,2402,385,0.1711,0.0274
2024-11-25,Mountain,13019,12801,2126,380,0.1661,0.0297
2024-11-25,West,17588,17223,2521,432,0.1464,0.0251
2024-12-02,Northeast,14115,13572,2079,346,0.1532,0.0255
2024-12-02,Mid-Atlantic,13186,12705,2410,338,0.1897,0.0266
2024-12-02,Southeast,11107,10982,1692,259,0.1541,0.0236
2024-12-02,Midwest,11654,11417,1840,300,0.1612,0.0263
2024-12-02,Mountain,10454,10119,1579,234,0.156,0.0231
2024-12-02,West,15288,15061,2390,431,0.1587,0.0286
2024-12-09,Northeast,14350,14051,2751,368,0.1958,0.0262
2024-12-09,Mid-Atlantic,12475,12147,2069,270,0.1703,0.0222
2024-12-09,Southeast,11106,10715,1921,279,0.1793,0.026
2024-12-09,Midwest,11925,11621,2222,221,0.1912,0.019
2024-12-09,Mountain,9867,9578,1609,204,0.168,0.0213
2024-12-09,West,14306,14106,2312,331,0.1639,0.0235
2024-12-16,Northeast,14417,13961,2893,285,0.2072,0.0204
2024-12-16,Mid-Atlantic,13495,13316,2481,262,0.1863,0.0197
2024-12-16,Southeast,11222,10787,2195,217,0.2035,0.0201
2024-12-16,Midwest,12377,11985,2441,210,0.2037,0.0175
2024-12-16,Mountain,10171,10008,2066,202,0.2064,0.0202
2024-12-16,West,14427,13974,2517,291,0.1801,0.0208
2024-12-23,Northeast,17283,16674,3520,377,0.2111,0.0226
2024-12-23,Mid-Atlantic,17603,17315,3608,348,0.2084,0.0201
2024-12-23,Southeast,15839,15368,3453,278,0.2247,0.0181
2024-12-23,Midwest,15733,15284,3072,309,0.201,0.0202
2024-12-23,Mountain,14356,14195,2835,247,0.1997,0.0174
2024-12-23,West,20237,19539,4054,322,0.2075,0.0165
2024-12-30,Northeast,13798,13358,3147,244,0.2356,0.0183
2024-12-30,Mid-Atlantic,13564,13077,2798,265,0.214,0.0203
2024-12-30,Southeast,12217,12050,2598,200,0.2156,0.0166
2024-12-30,Midwest,11817,11553,2571,207,0.2225,0.0179
2024-12-30,Mountain,10892,10615,2250,221,0.212,0.0208
2024-12-30,West,14273,14104,3130,307,0.2219,0.0218
2025-01-06,Northeast,11422,11200,2670,234,0.2384,0.0209
2025-01-06,Mid-Atlantic,9884,9574,2134,236,0.2229,0.0246
2025-01-06,Southeast,9298,9133,2317,160,0.2537,0.0175
2025-01-06,Midwest,9984,9782,2112,243,0.2159,0.0248
2025-01-06,Mountain,8586,8476,1847,166,0.2179,0.0196
2025-01-06,West,11028,10850,2331,188,0.2148,0.0173
2025-01-13,Northeast,12298,12123,3142,319,0.2592,0.0263
2025-01-13,Mid-Atlantic,13067,12922,3167,288,0.2451,0.0223
2025-01-13,Southeast,11638,11311,2859,247,0.2528,0.0218
2025-01-13,Midwest,11674,11265,2785,246,0.2472,0.0218
2025-01-13,Mountain,9339,9140,2342,189,0.2562,0.0207
2025-01-13,West,13852,13673,3519,287,0.2574,0.021
2025-01-20,Northeast,11189,10875,2843,274,0.2614,0.0252
2025-01-20,Mid-Atlantic,10968,10851,2829,281,0.2607,0.0259
2025-01-20,Southeast,8819,8639,2280,200,0.2639,0.0231
2025-01-20,Midwest,10133,9866,2577,253,0.2612,0.0256
2025-01-20,Mountain,8775,8447,2330,193,0.2758,0.0229
2025-01-20,West,11433,11022,2897,313,0.2628,0.0284
2025-01-27,Northeast,11079,10759,2871,299,0.2668,0.0278
2025-01-27,Mid-Atlantic,11445,11029,3004,353,0.2724,0.032
2025-01-27,Southeast,9417,9054,2541,273,0.2806,0.0302
2025-01-27,Midwest,9816,9576,2420,277,0.2527,0.0289
2025-01-27,Mountain,8365,8101,2127,224,0.2626,0.0277
2025-01-27,West,11960,11545,3071,363,0.266,0.0314
2025-02-03,Northeast,11131,11009,3073,305,0.2791,0.0277
2025-02-03,Mid-Atlantic,10350,9951,2670,294,0.2683,0.0295
2025-02-03,Southeast,9017,8784,2339,279,0.2663,0.0318
2025-02-03,Midwest,10098,9800,2512,286,0.2563,0.0292
2025-02-03,Mountain,7947,7843,2017,232,0.2572,0.0296
2025-02-03,West,12812,12623,3266,362,0.2587,0.0287
2025-02-10,Northeast,12489,12197,3408,371,0.2794,0.0304
2025-02-10,Mid-Atlantic,10884,10695,3203,361,0.2995,0.0338
2025-02-10,Southeast,10049,9731,2804,355,0.2881,0.0365
2025-02-10,Midwest,10225,9826,2697,304,0.2745,0.0309
2025-02-10,Mountain,8076,7875,2141,240,0.2719,0.0305
2025-02-10,West,12365,12241,3665,435,0.2994,0.0355
2025-02-17,Northeast,11260,10962,3180,377,0.2901,0.0344
2025-02-17,Mid-Atlantic,11381,10933,2883,420,0.2637,0.0384
2025-02-17,Southeast,10559,10399,2772,382,0.2666,0.0367
2025-02-17,Midwest,9857,9582,2559,302,0.2671,0.0315
2025-02-17,Mountain,8920,8777,2417,284,0.2754,0.0324
2025-02-17,West,12043,11622,3329,399,0.2864,0.0343
2025-02-24,Northeast,12601,12442,3246,457,0.2609,0.0367
2025-02-24,Mid-Atlantic,10763,10405,2872,394,0.276,0.0379
2025-02-24,Southeast,9838,9582,2671,374,0.2788,0.039
2025-02-24,Midwest,10533,10277,2879,329,0.2801,0.032
2025-02-24,Mountain,8613,8471,2485,319,0.2933,0.0377
2025-02-24,West,12453,12112,3173,431,0.262,0.0356
2025-03-03,Northeast,16409,16196,4664,551,0.288,0.034
2025-03-03,Mid-Atlantic,16127,15879,4273,524,0.2691,0.033
2025-03-03,Southeast,14387,14014,3651,469,0.2605,0.0335
2025-03-03,Midwest,14191,13977,4013,474,0.2871,0.0339
2025-03-03,Mountain,11540,11296,2842,392,0.2516,0.0347
2025-03-03,West,17326,16697,4198,665,0.2514,0.0398
2025-03-10,Northeast,13898,13688,3470,478,0.2535,0.0349
2025-03-10,Mid-Atlantic,13221,12973,3453,405,0.2662,0.0312
2025-03-10,Southeast,11694,11546,2778,406,0.2406,0.0352
2025-03-10,Midwest,11910,11644,3179,373,0.273,0.032
2025-03-10,Mountain,9842,9463,2332,365,0.2464,0.0386
2025-03-10,West,14309,14058,3768,537,0.268,0.0382
2025-03-17,Northeast,14192,13780,3475,510,0.2522,0.037
2025-03-17,Mid-Atlantic,11984,11693,2880,358,0.2463,0.0306
2025-03-17,Southeast,11228,11019,2934,391,0.2663,0.0355
2025-03-17,Midwest,11562,11102,2919,359,0.2629,0.0323
2025-03-17,Mountain,9767,9459,2510,295,0.2654,0.0312
2025-03-17,West,14273,13761,3275,500,0.238,0.0363
2025-03-24,Northeast,14316,13846,2999,404,0.2166,0.0292
2025-03-24,Mid-Atlantic,12623,12370,3105,428,0.251,0.0346
2025-03-24,Southeast,10709,10394,2382,302,0.2292,0.0291
2025-03-24,Midwest,12076,11749,2903,357,0.2471,0.0304
2025-03-24,Mountain,10007,9843,2140,293,0.2174,0.0298
2025-03-24,West,15232,14937,3564,494,0.2386,0.0331
2025-03-31,Northeast,16203,15777,3534,491,0.224,0.0311
2025-03-31,Mid-Atlantic,14826,14311,2997,395,0.2094,0.0276
2025-03-31,Southeast,12779,12426,2527,370,0.2034,0.0298
2025-03-31,Midwest,13600,13437,2824,341,0.2102,0.0254
2025-03-31,Mountain,12286,11890,2585,288,0.2174,0.0242
2025-03-31,West,16264,15776,3316,393,0.2102,0.0249
2025-04-07,Northeast,13179,12928,2761,337,0.2136,0.0261
2025-04-07,Mid-Atlantic,12962,12764,2780,350,0.2178,0.0274
2025-04-07,Southeast,10829,10693,2156,232,0.2016,0.0217
2025-04-07,Midwest,11412,11101,2300,301,0.2072,0.0271
2025-04-07,Mountain,10140,9837,2178,247,0.2214,0.0251
2025-04-07,West,15289,14780,3287,432,0.2224,0.0292
2025-04-14,Northeast,14456,13881,2848,332,0.2052,0.0239
2025-04-14,Mid-Atlantic,12892,12556,2540,254,0.2023,0.0202
2025-04-14,Southeast,11184,10979,2207,281,0.201,0.0256
2025-04-14,Midwest,12676,12500,2350,319,0.188,0.0255
2025-04-14,Mountain,9718,9388,1753,180,0.1867,0.0192
2025-04-14,West,14723,14319,2494,348,0.1742,0.0243
2025-04-21,Northeast,13914,13411,2508,268,0.187,0.02
2025-04-21,Mid-Atlantic,12823,12628,2353,311,0.1863,0.0246
2025-04-21,Southeast,12585,12444,2485,225,0.1997,0.0181
2025-04-21,Midwest,11634,11255,2224,251,0.1976,0.0223
2025-04-21,Mountain,10236,9975,1750,199,0.1754,0.0199
2025-04-21,West,15677,15274,2838,362,0.1858,0.0237
2025-04-28,Northeast,13730,13451,2475,238,0.184,0.0177
2025-04-28,Mid-Atlantic,12569,12232,2268,243,0.1854,0.0199
2025-04-28,Southeast,12553,12116,2059,218,0.1699,0.018
2025-04-28,Midwest,12640,12200,2065,281,0.1693,0.023
2025-04-28,Mountain,10109,9725,1503,217,0.1545,0.0223
2025-04-28,West,15333,14845,2412,349,0.1625,0.0235
2025-05-05,Northeast,14278,14102,2238,313,0.1587,0.0222
2025-05-05,Mid-Atlantic,12763,12319,1880,249,0.1526,0.0202
2025-05-05,Southeast,12501,12015,2180,279,0.1814,0.0232
2025-05-05,Midwest,13237,12950,2379,211,0.1837,0.0163
2025-05-05,Mountain,9918,9786,1503,236,0.1536,0.0241
2025-05-05,West,14515,14200,2597,249,0.1829,0.0175
2025-05-12,Northeast,17852,17652,2898,411,0.1642,0.0233
2025-05-12,Mid-Atlantic,18518,18097,2934,311,0.1621,0.0172
2025-05-12,Southeast,14880,14572,2267,284,0.1556,0.0195
2025-05-12,Midwest,16124,15903,2551,344,0.1604,0.0216
2025-05-12,Mountain,14436,14247,2438,261,0.1711,0.0183
2025-05-12,West,19802,19035,3327,350,0.1748,0.0184
2025-05-19,Northeast,15039,14757,2208,367,0.1496,0.0249
2025-05-19,Mid-Atlantic,13523,13359,2037,349,0.1525,0.0261
2025-05-19,Southeast,12723,12539,1912,252,0.1525,0.0201
2025-05-19,Midwest,11853,11717,1980,248,0.169,0.0212
2025-05-19,Mountain,10127,9940,1716,228,0.1726,0.0229
2025-05-19,West,14987,14801,2109,327,0.1425,0.0221
2025-05-26,Northeast,13668,13317,2099,284,0.1576,0.0213
2025-05-26,Mid-Atlantic,13329,12980,2056,374,0.1584,0.0288
2025-05-26,Southeast,11770,11470,1828,245,0.1594,0.0214
2025-05-26,Midwest,12213,11900,2148,306,0.1805,0.0257
2025-05-26,Mountain,10496,10219,1872,296,0.1832,0.029
2025-05-26,West,14875,14334,2404,371,0.1677,0.0259
2025-06-02,Northeast,12984,12705,2225,377,0.1751,0.0297
2025-06-02,Mid-Atlantic,13008,12799,2258,389,0.1764,0.0304
2025-06-02,Southeast,10493,10235,1879,314,0.1836,0.0307
2025-06-02,Midwest,12078,11617,2009,367,0.1729,0.0316
2025-06-02,Mountain,9135,8876,1565,231,0.1763,0.026
2025-06-02,West,14610,14393,2614,455,0.1816,0.0316
2025-06-09,Northeast,13047,12539,2322,364,0.1852,0.029
2025-06-09,Mid-Atlantic,12199,11760,2323,353,0.1975,0.03
2025-06-09,Southeast,10514,10188,1850,330,0.1816,0.0324
2025-06-09,Midwest,12159,11961,2274,362,0.1901,0.0303
2025-06-09,Mountain,9491,9277,1520,304,0.1638,0.0328
2025-06-09,West,13631,13248,2585,359,0.1951,0.0271
2025-06-16,Northeast,14997,14755,2691,505,0.1824,0.0342
2025-06-16,Mid-Atlantic,14984,14630,2551,538,0.1744,0.0368
2025-06-16,Southeast,14040,13577,2847,458,0.2097,0.0337
2025-06-16,Midwest,13276,12997,2519,465,0.1938,0.0358
2025-06-16,Mountain,11701,11271,2121,399,0.1882,0.0354
2025-06-16,West,17006,16475,3270,509,0.1985,0.0309
2025-06-23,Northeast,13838,13609,2850,509,0.2094,0.0374
2025-06-23,Mid-Atlantic,12332,12184,2701,435,0.2217,0.0357
2025-06-23,Southeast,10738,10549,1995,333,0.1891,0.0316
2025-06-23,Midwest,10767,10509,2233,336,0.2125,0.032
2025-06-23,Mountain,9304,8978,1789,322,0.1993,0.0359
2025-06-23,West,13977,13453,2995,444,0.2226,0.033
2025-06-30,Northeast,13641,13195,2873,435,0.2177,0.033
2025-06-30,Mid-Atlantic,13214,12765,2732,486,0.214,0.0381
2025-06-30,Southeast,10469,10140,2157,399,0.2127,0.0393
2025-06-30,Midwest,11662,11361,2534,415,0.223,0.0365
2025-06-30,Mountain,10217,9809,2129,313,0.217,0.0319
2025-06-30,West,13703,13270,2752,486,0.2074,0.0366
2025-07-07,Northeast,13728,13220,2981,435,0.2255,0.0329
2025-07-07,Mid-Atlantic,11932,11743,2744,444,0.2337,0.0378
2025-07-07,Southeast,11177,10950,2720,378,0.2484,0.0345
2025-07-07,Midwest,10639,10509,2344,376,0.223,0.0358
2025-07-07,Mountain,9170,8954,2201,308,0.2458,0.0344
2025-07-07,West,14084,13904,3523,457,0.2534,0.0329
2025-07-14,Northeast,12267,11886,2844,393,0.2393,0.0331
2025-07-14,Mid-Atlantic,11471,11290,2841,419,0.2516,0.0371
2025-07-14,Southeast,10771,10534,2695,382,0.2558,0.0363
2025-07-14,Midwest,11740,11421,3008,388,0.2634,0.034
2025-07-14,Mountain,9550,9225,2183,348,0.2366,0.0377
2025-07-14,West,12932,12422,2978,465,0.2397,0.0374
2025-07-21,Northeast,16068,15426,4068,489,0.2637,0.0317
2025-07-21,Mid-Atlantic,15650,15123,4227,476,0.2795,0.0315
2025-07-21,Southeast,13262,12973,3378,396,0.2604,0.0305
2025-07-21,Midwest,14204,14000,3466,409,0.2476,0.0292
2025-07-21,Mountain,12811,12391,3298,418,0.2662,0.0337
2025-07-21,West,16540,16234,3956,502,0.2437,0.0309
2025-07-28,Northeast,12252,11962,3231,325,0.2701,0.0272
2025-07-28,Mid-Atlantic,11486,11245,2892,342,0.2572,0.0304
2025-07-28,Southeast,10970,10796,2735,331,0.2533,0.0307
2025-07-28,Midwest,10401,10226,2608,314,0.255,0.0307
2025-07-28,Mountain,8773,8464,2410,235,0.2847,0.0278
2025-07-28,West,14178,13670,3531,403,0.2583,0.0295
2025-08-04,Northeast,12061,11886,3355,314,0.2823,0.0264
2025-08-04,Mid-Atlantic,12099,11826,3246,315,0.2745,0.0266
2025-08-04,Southeast,9883,9744,2661,242,0.2731,0.0248
2025-08-04,Midwest,11376,10925,2850,277,0.2609,0.0254
2025-08-04,Mountain,8739,8603,2422,274,0.2815,0.0319
2025-08-04,West,14192,14040,4013,395,0.2858,0.0281
2025-08-11,Northeast,12680,12277,3248,317,0.2646,0.0258
2025-08-11,Mid-Atlantic,12146,11755,3457,326,0.2941,0.0277
2025-08-11,Southeast,10575,10322,2708,250,0.2624,0.0242
2025-08-11,Midwest,10714,10337,2716,279,0.2627,0.027
2025-08-11,Mountain,8642,8554,2511,230,0.2936,0.0269
2025-08-11,West,12863,12590,3346,283,0.2658,0.0225
2025-08-18,Northeast,12449,12026,3371,297,0.2803,0.0247
2025-08-18,Mid-Atlantic,10990,10599,2967,227,0.2799,0.0214
2025-08-18,Southeast,10956,10635,2936,246,0.2761,0.0231
2025-08-18,Midwest,10486,10285,2975,228,0.2893,0.0222
2025-08-18,Mountain,9619,9280,2575,226,0.2775,0.0244
2025-08-18,West,12741,12541,3612,260,0.288,0.0207
2025-08-25,Northeast,11536,11223,2977,236,0.2653,0.021
2025-08-25,Mid-Atlantic,12320,11997,3239,295,0.27,0.0246
2025-08-25,Southeast,10086,9704,2694,194,0.2776,0.02
2025-08-25,Midwest,10113,9819,2599,230,0.2647,0.0234
2025-08-25,Mountain,9613,9318,2758,176,0.296,0.0189
2025-08-25,West,12713,12344,3286,252,0.2662,0.0204
2025-09-01,Northeast,16257,15746,4319,323,0.2743,0.0205
2025-09-01,Mid-Atlantic,15098,14556,4089,243,0.2809,0.0167
2025-09-01,Southeast,13549,13027,3546,307,0.2722,0.0236
2025-09-01,Midwest,12821,12376,3119,215,0.252,0.0174
2025-09-01,Mountain,10908,10700,2970,220,0.2776,0.0206
2025-09-01,West,17160,16646,4809,323,0.2889,0.0194
2025-09-08,Northeast,13215,12975,3363,241,0.2592,0.0186
