week_start,geo,promotional_event,offer_intensity,promotion_class
2025-05-05,SE,0,0.0,none
2025-05-05,MW,0,0.0,none
2025-05-05,MT,0,0.0,none
2025-05-05,WE,0,0.0,none
2025-05-12,NE,1,0.228,coordinated_with_media
2025-05-12,MA,1,0.255,coordinated_with_media
2025-05-12,SE,1,0.296,coordinated_with_media
2025-05-12,MW,1,0.297,coordinated_with_media
2025-05-12,MT,1,0.24,coordinated_with_media
2025-05-12,WE,1,0.26,coordinated_with_media
2025-05-19,NE,0,0.0,none
2025-05-19,MA,0,0.0,none
2025-05-19,SE,0,0.0,none
2025-05-19,MW,0,0.0,none
2025-05-19,MT,0,0.0,none
2025-05-19,WE,0,0.0,none
2025-05-26,NE,0,0.0,none
2025-05-26,MA,0,0.0,none
2025-05-26,SE,0,0.0,none
2025-05-26,MW,0,0.0,none
2025-05-26,MT,0,0.0,none
2025-05-26,WE,0,0.0,none
2025-06-02,NE,0,0.0,none
2025-06-02,MA,0,0.0,none
2025-06-02,SE,0,0.0,none
2025-06-02,MW,0,0.0,none
2025-06-02,MT,0,0.0,none
2025-06-02,WE,0,0.0,none
2025-06-09,NE,0,0.0,none
2025-06-09,MA,0,0.0,none
2025-06-09,SE,0,0.0,none
2025-06-09,MW,0,0.0,none
2025-06-09,MT,0,0.0,none
2025-06-09,WE,0,0.0,none
2025-06-16,NE,1,0.157,independent
2025-06-16,MA,1,0.158,independent
2025-06-16,SE,1,0.149,independent
2025-06-16,MW,1,0.155,independent
2025-06-16,MT,1,0.173,independent
2025-06-16,WE,1,0.145,independent
2025-06-23,NE,0,0.0,none
2025-06-23,MA,0,0.0,none
2025-06-23,SE,0,0.0,none
2025-06-23,MW,0,0.0,none
2025-06-23,MT,0,0.0,none
2025-06-23,WE,0,0.0,none
2025-06-30,NE,0,0.0,none
2025-06-30,MA,0,0.0,none
2025-06-30,SE,0,0.0,none
2025-06-30,MW,0,0.0,none
2025-06-30,MT,0,0.0,none
2025-06-30,WE,0,0.0,none
2025-07-07,NE,0,0.0,none
2025-07-07,MA,0,0.0,none
2025-07-07,SE,0,0.0,none
2025-07-07,MW,0,0.0,none
2025-07-07,MT,0,0.0,none
2025-07-07,WE,0,0.0,none
2025-07-14,NE,0,0.0,none
2025-07-14,MA,0,0.0,none
2025-07-14,SE,0,0.0,none
2025-07-14,MW,0,0.0,none
2025-07-14,MT,0,0.0,none
2025-07-14,WE,0,0.0,none
2025-07-21,NE,1,0.268,coordinated_with_media
2025-07-21,MA,1,0.264,coordinated_with_media
2025-07-21,SE,1,0.222,coordinated_with_media
2025-07-21,MW,1,0.248,coordinated_with_media
2025-07-21,MT,1,0.223,coordinated_with_media
2025-07-21,WE,1,0.263,coordinated_with_media
2025-07-28,NE,0,0.0,none
2025-07-28,MA,0,0.0,none
2025-07-28,SE,0,0.0,none
2025-07-28,MW,0,0.0,none
2025-07-28,MT,0,0.0,none
2025-07-28,WE,0,0.0,none
2025-08-04,NE,0,0.0,none
2025-08-04,MA,0,0.0,none
2025-08-04,SE,0,0.0,none
2025-08-04,MW,0,0.0,none
2025-08-04,MT,0,0.0,none
2025-08-04,WE,0,0.0,none
2025-08-11,NE,0,0.0,none
2025-08-11,MA,0,0.0,none
2025-08-11,SE,0,0.0,none
2025-08-11,MW,0,0.0,none
2025-08-11,MT,0,0.0,none
2025-08-11,WE,0,0.0,none
2025-08-18,NE,0,0.0,none
2025-08-18,MA,0,0.0,none
2025-08-18,SE,0,0.0,none
2025-08-18,MW,0,0.0,none
2025-08-18,MT,0,0.0,none
2025-08-18,WE,0,0.0,none
2025-08-25,NE,0,0.0,none
2025-08-25,MA,0,0.0,none
2025-08-25,SE,0,0.0,none
2025-08-25,MW,0,0.0,none
2025-08-25,MT,0,0.0,none
2025-08-25,WE,0,0.0,none
2025-09-01,NE,1,0.142,independent
2025-09-01,MA,1,0.173,independent
2025-09-01,SE,1,0.171,independent
2025-09-01,MW,1,0.172,independent
2025-09-01,MT,1,0.15,independent
2025-09-01,WE,1,0.184,independent
2025-09-08,NE,0,0.0,none
2025-09-08,MA,0,0.0,none
2025-09-08,SE,0,0.0,none
2025-09-08,MW,0,0.0,none
2025-09-08,MT,0,0.0,none
2025-09-08,WE,0,0.0,none
2025-09-15,NE,0,0.0,none
2025-09-15,MA,0,0.0,none
2025-09-15,SE,0,0.0,none
2025-09-15,MW,0,0.0,none
2025-09-15,MT,0,0.0,none
2025-09-15,WE,0,0.0,none
2025-09-22,NE,0,0.0,none
2025-09-22,MA,0,0.0,none
2025-09-22,SE,0,0.0,none
2025-09-22,MW,0,0.0,none
2025-09-22,MT,0,0.0,none
2025-09-22,WE,0,0.0,none
2025-09-29,NE,1,0.296,coordinated_with_media
2025-09-29,MA,1,0.233,coordinated_with_media
2025-09-29,SE,1,0.225,coordinated_with_media
2025-09-29,MW,1,0.273,coordinated_with_media
2025-09-29,MT,1,0.274,coordinated_with_media
2025-09-29,WE,1,0.269,coordinated_with_media
2025-10-06,NE,0,0.0,none
2025-10-06,MA,0,0.0,none
2025-10-06,SE,0,0.0,none
2025-10-06,MW,0,0.0,none
2025-10-06,MT,0,0.0,none
2025-10-06,WE,0,0.0,none
2025-10-13,NE,0,0.0,none
2025-10-13,MA,0,0.0,none
2025-10-13,SE,0,0.0,none
2025-10-13,MW,0,0.0,none
2025-10-13,MT,0,0.0,none
2025-10-13,WE,0,0.0,none
2025-10-20,NE,0,0.0,none
2025-10-20,MA,0,0.0,none
2025-10-20,SE,0,0.0,none
2025-10-20,MW,0,0.0,none
2025-10-20,MT,0,0.0,none
2025-10-20,WE,0,0.0,none
2025-10-27,NE,0,0.0,none
2025-10-27,MA,0,0.0,none
2025-10-27,SE,0,0.0,none
2025-10-27,MW,0,0.0,none
2025-10-27,MT,0,0.0,none
2025-10-27,WE,0,0.0,none
2025-11-03,NE,0,0.0,none
2025-11-03,MA,0,0.0,none
2025-11-03,SE,0,0.0,none
2025-11-03,MW,0,0.0,none
2025-11-03,MT,0,0.0,none
2025-11-03,WE,0,0.0,none
2025-11-10,NE,0,0.0,none
2025-11-10,MA,0,0.0,none
2025-11-10,SE,0,0.0,none
2025-11-10,MW,0,0.0,none
2025-11-10,MT,0,0.0,none
2025-11-10,WE,0,0.0,none
2025-11-17,NE,1,0.185,independent
2025-11-17,MA,1,0.168,independent
2025-11-17,SE,1,0.185,independent
2025-11-17,MW,1,0.184,independent
2025-11-17,MT,1,0.152,independent
2025-11-17,WE,1,0.156,independent
2025-11-24,NE,1,0.277,coordinated_with_media
2025-11-24,MA,1,0.255,coordinated_with_media
2025-11-24,SE,1,0.287,coordinated_with_media
2025-11-24,MW,1,0.231,coordinated_with_media
2025-11-24,MT,1,0.221,coordinated_with_media
2025-11-24,WE,1,0.26,coordinated_with_media
2025-12-01,NE,0,0.0,none
2025-12-01,MA,0,0.0,none
2025-12-01,SE,0,0.0,none
2025-12-01,MW,0,0.0,none
2025-12-01,MT,0,0.0,none
2025-12-01,WE,0,0.0,none
2025-12-08,NE,1,0.256,coordinated_with_media
2025-12-08,MA,1,0.242,coordinated_with_media
2025-12-08,SE,1,0.271,coordinated_with_media
2025-12-08,MW,1,0.284,coordinated_with_media
2025-12-08,MT,1,0.24,coordinated_with_media
2025-12-08,WE,1,0.275,coordinated_with_media
2025-12-15,NE,0,0.0,none
2025-12-15,MA,0,0.0,none
2025-12-15,SE,0,0.0,none
2025-12-15,MW,0,0.0,none
2025-12-15,MT,0,0.0,none
2025-12-15,WE,0,0.0,none
2025-12-22,NE,0,0.0,none
2025-12-22,MA,0,0.0,none
2025-12-22,SE,0,0.0,none
2025-12-22,MW,0,0.0,none
2025-12-22,MT,0,0.0,none
2025-12-22,WE,0,0.0,none
