timeperiod,geo,campaign,impressions,clicks,spend,ctr,cpc
08/26/2023,WE,Brand Search,13668,1120,94.06,0.081943,0.084
08/27/2023,WE,Brand Search,12380,1419,78.84,0.11462,0.0556
08/21/2023,WE,Nonbrand | Trail Running,18049,456,146.21,0.025265,0.3206
08/22/2023,WE,Nonbrand | Trail Running,16452,526,116.27,0.031972,0.221
08/23/2023,WE,Nonbrand | Trail Running,12133,651,139.44,0.053655,0.2142
08/24/2023,WE,Nonbrand | Trail Running,13007,588,149.76,0.045206,0.2547
08/25/2023,WE,Nonbrand | Trail Running,16273,675,143.93,0.04148,0.2132
08/26/2023,WE,Nonbrand | Trail Running,17271,628,153.51,0.036362,0.2444
08/27/2023,WE,Nonbrand | Trail Running,15094,642,136.22,0.042533,0.2122
08/21/2023,WE,Nonbrand | Outdoor Apparel,12634,545,133.02,0.043138,0.2441
08/22/2023,WE,Nonbrand | Outdoor Apparel,14666,608,134.17,0.041456,0.2207
08/23/2023,WE,Nonbrand | Outdoor Apparel,18492,517,121.21,0.027958,0.2345
08/24/2023,WE,Nonbrand | Outdoor Apparel,12826,664,108.05,0.05177,0.1627
08/25/2023,WE,Nonbrand | Outdoor Apparel,13145,564,140.83,0.042906,0.2497
08/26/2023,WE,Nonbrand | Outdoor Apparel,16540,658,98.68,0.039782,0.15
08/27/2023,WE,Nonbrand | Outdoor Apparel,13664,451,120.55,0.033006,0.2673
08/28/2023,NE,Search - Brand,8941,1185,58.28,0.132536,0.0492
08/29/2023,NE,Search - Brand,10350,1011,76.45,0.097681,0.0756
08/30/2023,NE,Search - Brand,12220,794,69.54,0.064975,0.0876
08/31/2023,NE,Search - Brand,11150,762,51.17,0.068341,0.0671
09/01/2023,NE,Search - Brand,9965,780,65.14,0.078274,0.0835
09/02/2023,NE,Search - Brand,10716,949,67.26,0.088559,0.0709
09/03/2023,NE,Search - Brand,8375,1025,71.15,0.122388,0.0694
08/28/2023,NE,Nonbrand | Trail Running,18446,633,154.77,0.034316,0.2445
08/29/2023,NE,Nonbrand | Trail Running,13447,517,116.96,0.038447,0.2262
08/30/2023,NE,Nonbrand | Trail Running,14845,491,110.77,0.033075,0.2256
08/31/2023,NE,Nonbrand | Trail Running,18082,465,162.32,0.025716,0.3491
09/01/2023,NE,Nonbrand | Trail Running,15276,648,121.38,0.042419,0.1873
09/02/2023,NE,Nonbrand | Trail Running,14163,671,161.09,0.047377,0.2401
09/03/2023,NE,Nonbrand | Trail Running,13241,686,150.97,0.051809,0.2201
08/28/2023,NE,Nonbrand | Outdoor Apparel,11672,377,106.38,0.0323,0.2822
08/29/2023,NE,Nonbrand | Outdoor Apparel,10755,525,100.06,0.048815,0.1906
08/30/2023,NE,Nonbrand | Outdoor Apparel,14501,551,104.91,0.037997,0.1904
08/31/2023,NE,Nonbrand | Outdoor Apparel,12859,550,103.23,0.042772,0.1877
09/01/2023,NE,Nonbrand | Outdoor Apparel,11979,556,104.39,0.046415,0.1877
09/02/2023,NE,Nonbrand | Outdoor Apparel,13634,504,118.23,0.036966,0.2346
09/03/2023,NE,Nonbrand | Outdoor Apparel,14711,428,119.73,0.029094,0.2797
08/28/2023,MA,Brand Search,12115,961,71.57,0.079323,0.0745
08/29/2023,MA,Brand Search,9457,927,68.34,0.098023,0.0737
08/30/2023,MA,Brand Search,12134,1129,73.91,0.093044,0.0655
08/31/2023,MA,Brand Search,11936,860,56.44,0.072051,0.0656
09/01/2023,MA,Brand Search,10209,752,80.68,0.07366,0.1073
09/02/2023,MA,Brand Search,10162,1099,78.04,0.108148,0.071
09/03/2023,MA,Brand Search,11502,883,67.11,0.076769,0.076
08/28/2023,MA,Nonbrand | Trail Running,14247,452,122.01,0.031726,0.2699
08/29/2023,MA,Nonbrand | Trail Running,13583,517,126.41,0.038062,0.2445
08/30/2023,MA,Nonbrand | Trail Running,13210,559,122.18,0.042316,0.2186
08/31/2023,MA,Nonbrand | Trail Running,12368,547,119.71,0.044227,0.2189
09/01/2023,MA,Nonbrand | Trail Running,13165,507,130.42,0.038511,0.2572
09/02/2023,MA,Nonbrand | Trail Running,14516,467,106.19,0.032171,0.2274
09/03/2023,MA,Nonbrand | Trail Running,10613,450,107.56,0.042401,0.239
08/28/2023,MA,Nonbrand | Outdoor Apparel,11153,438,88.76,0.039272,0.2026
08/29/2023,MA,Nonbrand | Outdoor Apparel,8259,433,96.81,0.052428,0.2236
08/30/2023,MA,Nonbrand | Outdoor Apparel,10893,568,95.42,0.052144,0.168
08/31/2023,MA,Nonbrand | Outdoor Apparel,12321,371,78.22,0.030111,0.2108
09/01/2023,MA,Nonbrand | Outdoor Apparel,8517,410,99.57,0.048139,0.2429
09/02/2023,MA,Nonbrand | Outdoor Apparel,10422,386,83.15,0.037037,0.2154
09/03/2023,MA,Nonbrand | Outdoor Apparel,12050,553,76.45,0.045892,0.1382
08/28/2023,SE,Branded Search,9729,949,73.48,0.097543,0.0774
08/29/2023,SE,Branded Search,10241,895,71.83,0.087394,0.0803
08/30/2023,SE,Branded Search,10689,891,53.8,0.083357,0.0604
08/31/2023,SE,Branded Search,10982,916,58.61,0.083409,0.064
09/01/2023,SE,Branded Search,9095,1083,63.44,0.119076,0.0586
09/02/2023,SE,Branded Search,8395,785,50.11,0.093508,0.0638
09/03/2023,SE,Branded Search,8905,837,64.15,0.093992,0.0766
08/28/2023,SE,Nonbrand | Trail Running,10677,341,84.84,0.031938,0.2488
08/29/2023,SE,Nonbrand | Trail Running,11694,416,98.29,0.035574,0.2363
08/30/2023,SE,Nonbrand | Trail Running,8510,447,112.07,0.052526,0.2507
08/31/2023,SE,Nonbrand | Trail Running,12162,372,122.5,0.030587,0.3293
09/01/2023,SE,Nonbrand | Trail Running,12227,443,95.87,0.036231,0.2164
09/02/2023,SE,Nonbrand | Trail Running,11417,411,114.03,0.035999,0.2775
09/03/2023,SE,Nonbrand | Trail Running,12688,430,94.71,0.03389,0.2203
08/28/2023,SE,Nonbrand | Outdoor Apparel,9924,358,88.27,0.036074,0.2466
08/29/2023,SE,Nonbrand | Outdoor Apparel,7859,376,72.79,0.047843,0.1936
08/30/2023,SE,Nonbrand | Outdoor Apparel,8846,333,84.67,0.037644,0.2543
08/31/2023,SE,Nonbrand | Outdoor Apparel,8856,350,88.41,0.039521,0.2526
09/01/2023,SE,Nonbrand | Outdoor Apparel,11603,460,87.93,0.039645,0.1912
09/02/2023,SE,Nonbrand | Outdoor Apparel,9750,344,70.7,0.035282,0.2055
09/03/2023,SE,Nonbrand | Outdoor Apparel,10003,373,68.68,0.037289,0.1841
08/28/2023,MW,Search - Brand,9447,682,54.56,0.072192,0.08
08/29/2023,MW,Search - Brand,9039,783,58.48,0.086625,0.0747
08/30/2023,MW,Search - Brand,6674,561,53.66,0.084058,0.0956
08/31/2023,MW,Search - Brand,9610,641,53.47,0.066701,0.0834
09/01/2023,MW,Search - Brand,8031,710,47.22,0.088407,0.0665
09/02/2023,MW,Search - Brand,8170,655,45.01,0.080171,0.0687
09/03/2023,MW,Search - Brand,6330,781,54.34,0.123381,0.0696
08/28/2023,MW,Nonbrand | Trail Running,12124,539,124.17,0.044457,0.2304
08/29/2023,MW,Nonbrand | Trail Running,11013,447,121.53,0.040588,0.2719
08/30/2023,MW,Nonbrand | Trail Running,13767,400,122.6,0.029055,0.3065
08/31/2023,MW,Nonbrand | Trail Running,14299,470,116.66,0.032869,0.2482
09/01/2023,MW,Nonbrand | Trail Running,11794,470,109.09,0.039851,0.2321
09/02/2023,MW,Nonbrand | Trail Running,13149,579,94.36,0.044034,0.163
09/03/2023,MW,Nonbrand | Trail Running,13809,454,130.17,0.032877,0.2867
08/28/2023,MW,Nonbrand | Outdoor Apparel,12170,472,80.76,0.038784,0.1711
08/29/2023,MW,Nonbrand | Outdoor Apparel,9033,500,72.38,0.055353,0.1448
08/30/2023,MW,Nonbrand | Outdoor Apparel,11208,449,84.46,0.040061,0.1881
08/31/2023,MW,Nonbrand | Outdoor Apparel,9010,461,103.73,0.051165,0.225
09/01/2023,MW,Nonbrand | Outdoor Apparel,10744,415,77.54,0.038626,0.1869
09/02/2023,MW,Nonbrand | Outdoor Apparel,8557,481,87.27,0.056211,0.1814
09/03/2023,MW,Nonbrand | Outdoor Apparel,10528,334,92.37,0.031725,0.2765
08/28/2023,MT,Brand Search,7027,687,52.29,0.097766,0.0761
08/29/2023,MT,Brand Search,7306,640,49.0,0.087599,0.0766
08/30/2023,MT,Brand Search,6434,746,37.28,0.115947,0.05
08/31/2023,MT,Brand Search,9636,560,46.06,0.058115,0.0823
09/01/2023,MT,Brand Search,6561,733,53.18,0.111721,0.0726
09/02/2023,MT,Brand Search,6278,673,40.35,0.1072,0.06
09/03/2023,MT,Brand Search,7049,593,43.7,0.084125,0.0737
08/28/2023,MT,Nonbrand | Trail Running,10803,378,94.95,0.03499,0.2512
08/29/2023,MT,Nonbrand | Trail Running,7814,308,95.95,0.039416,0.3115
08/30/2023,MT,Nonbrand | Trail Running,7806,466,68.07,0.059698,0.1461
08/31/2023,MT,Nonbrand | Trail Running,9623,383,68.57,0.0398,0.179
09/01/2023,MT,Nonbrand | Trail Running,9397,374,72.97,0.0398,0.1951
09/02/2023,MT,Nonbrand | Trail Running,8174,332,88.76,0.040617,0.2673
09/03/2023,MT,Nonbrand | Trail Running,10029,343,89.91,0.034201,0.2621
08/28/2023,MT,Nonbrand | Outdoor Apparel,8177,394,63.64,0.048184,0.1615
08/29/2023,MT,Nonbrand | Outdoor Apparel,9100,264,65.22,0.029011,0.247
08/30/2023,MT,Nonbrand | Outdoor Apparel,7713,356,62.38,0.046156,0.1752
08/31/2023,MT,Nonbrand | Outdoor Apparel,9935,278,81.55,0.027982,0.2933
09/01/2023,MT,Nonbrand | Outdoor Apparel,7429,301,76.66,0.040517,0.2547
09/02/2023,MT,Nonbrand | Outdoor Apparel,9612,282,70.67,0.029338,0.2506
09/03/2023,MT,Nonbrand | Outdoor Apparel,7137,374,76.34,0.052403,0.2041
08/28/2023,WE,Branded Search,10941,964,94.12,0.088109,0.0976
08/29/2023,WE,Branded Search,14304,1350,71.01,0.094379,0.0526
08/30/2023,WE,Branded Search,11074,1107,86.13,0.099964,0.0778
08/31/2023,WE,Branded Search,12408,1398,62.16,0.112669,0.0445
09/01/2023,WE,Branded Search,11406,987,92.25,0.086533,0.0935
09/02/2023,WE,Branded Search,11777,1190,84.94,0.101044,0.0714
09/03/2023,WE,Branded Search,14896,909,64.96,0.061023,0.0715
08/28/2023,WE,Nonbrand | Trail Running,15525,633,183.62,0.040773,0.2901
08/29/2023,WE,Nonbrand | Trail Running,16179,524,122.72,0.032388,0.2342
08/30/2023,WE,Nonbrand | Trail Running,16149,543,127.5,0.033624,0.2348
08/31/2023,WE,Nonbrand | Trail Running,17268,498,154.77,0.028839,0.3108
09/01/2023,WE,Nonbrand | Trail Running,17492,551,141.79,0.0315,0.2573
09/02/2023,WE,Nonbrand | Trail Running,15346,714,133.7,0.046527,0.1873
09/03/2023,WE,Nonbrand | Trail Running,15718,582,170.36,0.037028,0.2927
08/28/2023,WE,Nonbrand | Outdoor Apparel,12914,484,117.81,0.037479,0.2434
08/29/2023,WE,Nonbrand | Outdoor Apparel,14092,714,109.26,0.050667,0.153
08/30/2023,WE,Nonbrand | Outdoor Apparel,11845,630,113.3,0.053187,0.1798
08/31/2023,WE,Nonbrand | Outdoor Apparel,12524,594,116.73,0.047429,0.1965
09/01/2023,WE,Nonbrand | Outdoor Apparel,16381,490,104.96,0.029913,0.2142
09/02/2023,WE,Nonbrand | Outdoor Apparel,17404,677,121.1,0.038899,0.1789
09/03/2023,WE,Nonbrand | Outdoor Apparel,12269,674,135.24,0.054935,0.2007
09/04/2023,NE,Brand Search,14273,1256,83.9,0.087998,0.0668
09/05/2023,NE,Brand Search,10576,1158,70.74,0.109493,0.0611
09/06/2023,NE,Brand Search,10295,1216,85.97,0.118116,0.0707
09/07/2023,NE,Brand Search,10771,990,96.64,0.091913,0.0976
09/08/2023,NE,Brand Search,13905,969,67.97,0.069687,0.0701
09/09/2023,NE,Brand Search,14619,1219,81.03,0.083385,0.0665
09/10/2023,NE,Brand Search,11312,992,62.54,0.087694,0.063
09/04/2023,NE,Nonbrand | Trail Running,13550,559,90.13,0.041255,0.1612
09/05/2023,NE,Nonbrand | Trail Running,11415,416,133.16,0.036443,0.3201
09/06/2023,NE,Nonbrand | Trail Running,15463,469,132.14,0.03033,0.2818
09/07/2023,NE,Nonbrand | Trail Running,12249,516,123.62,0.042126,0.2396
09/08/2023,NE,Nonbrand | Trail Running,14648,532,122.83,0.036319,0.2309
09/09/2023,NE,Nonbrand | Trail Running,11324,365,134.47,0.032232,0.3684
09/10/2023,NE,Nonbrand | Trail Running,13567,402,102.79,0.029631,0.2557
09/04/2023,NE,Nonbrand | Outdoor Apparel,12067,417,120.87,0.034557,0.2899
09/05/2023,NE,Nonbrand | Outdoor Apparel,12421,572,115.92,0.046051,0.2027
09/06/2023,NE,Nonbrand | Outdoor Apparel,12030,558,139.97,0.046384,0.2509
09/07/2023,NE,Nonbrand | Outdoor Apparel,13331,567,89.96,0.042532,0.1587
09/08/2023,NE,Nonbrand | Outdoor Apparel,16188,436,102.64,0.026934,0.2354
09/09/2023,NE,Nonbrand | Outdoor Apparel,13953,544,99.16,0.038988,0.1823
09/10/2023,NE,Nonbrand | Outdoor Apparel,11783,406,102.38,0.034456,0.2522
09/04/2023,MA,Branded Search,9620,840,58.69,0.087318,0.0699
09/05/2023,MA,Branded Search,9115,793,54.35,0.086999,0.0685
09/06/2023,MA,Branded Search,8857,728,53.73,0.082195,0.0738
09/07/2023,MA,Branded Search,9678,1004,76.69,0.10374,0.0764
09/08/2023,MA,Branded Search,8573,701,70.27,0.081768,0.1002
09/09/2023,MA,Branded Search,11832,749,53.31,0.063303,0.0712
09/10/2023,MA,Branded Search,10797,910,71.17,0.084283,0.0782
09/04/2023,MA,Nonbrand | Trail Running,13284,494,144.37,0.037188,0.2922
09/05/2023,MA,Nonbrand | Trail Running,15043,562,93.84,0.03736,0.167
09/06/2023,MA,Nonbrand | Trail Running,13103,532,106.57,0.040601,0.2003
09/07/2023,MA,Nonbrand | Trail Running,15441,627,133.4,0.040606,0.2128
09/08/2023,MA,Nonbrand | Trail Running,11349,632,137.16,0.055688,0.217
09/09/2023,MA,Nonbrand | Trail Running,11876,430,136.73,0.036207,0.318
09/10/2023,MA,Nonbrand | Trail Running,16469,474,126.67,0.028781,0.2672
09/04/2023,MA,Nonbrand | Outdoor Apparel,14280,542,140.71,0.037955,0.2596
09/05/2023,MA,Nonbrand | Outdoor Apparel,14510,551,127.97,0.037974,0.2322
09/06/2023,MA,Nonbrand | Outdoor Apparel,14516,518,110.67,0.035685,0.2137
09/07/2023,MA,Nonbrand | Outdoor Apparel,12998,559,113.95,0.043007,0.2039
09/08/2023,MA,Nonbrand | Outdoor Apparel,14613,682,100.46,0.046671,0.1473
09/09/2023,MA,Nonbrand | Outdoor Apparel,12222,474,100.3,0.038783,0.2116
09/10/2023,MA,Nonbrand | Outdoor Apparel,10358,685,91.31,0.066132,0.1333
09/04/2023,SE,Search - Brand,11341,834,63.92,0.073538,0.0766
09/05/2023,SE,Search - Brand,8453,880,56.17,0.104105,0.0638
09/06/2023,SE,Search - Brand,9158,829,56.02,0.090522,0.0676
09/07/2023,SE,Search - Brand,10525,1025,65.78,0.097387,0.0642
09/08/2023,SE,Search - Brand,12130,750,75.21,0.06183,0.1003
09/09/2023,SE,Search - Brand,7823,1089,59.46,0.139205,0.0546
09/10/2023,SE,Search - Brand,8034,1007,55.22,0.125342,0.0548
09/04/2023,SE,Nonbrand | Trail Running,11492,440,101.2,0.038288,0.23
09/05/2023,SE,Nonbrand | Trail Running,9919,320,93.18,0.032261,0.2912
09/06/2023,SE,Nonbrand | Trail Running,10111,441,109.43,0.043616,0.2481
09/07/2023,SE,Nonbrand | Trail Running,12880,353,102.03,0.027407,0.289
09/08/2023,SE,Nonbrand | Trail Running,11679,443,95.6,0.037931,0.2158
09/09/2023,SE,Nonbrand | Trail Running,11084,348,117.26,0.031397,0.337
09/10/2023,SE,Nonbrand | Trail Running,10401,381,87.16,0.036631,0.2288
09/04/2023,SE,Nonbrand | Outdoor Apparel,12737,464,100.88,0.036429,0.2174
09/05/2023,SE,Nonbrand | Outdoor Apparel,10642,360,84.25,0.033828,0.234
09/06/2023,SE,Nonbrand | Outdoor Apparel,12266,458,95.63,0.037339,0.2088
09/07/2023,SE,Nonbrand | Outdoor Apparel,9466,503,99.77,0.053138,0.1983
09/08/2023,SE,Nonbrand | Outdoor Apparel,9678,527,103.07,0.054453,0.1956
09/09/2023,SE,Nonbrand | Outdoor Apparel,12451,506,111.05,0.040639,0.2195
09/10/2023,SE,Nonbrand | Outdoor Apparel,13556,466,84.04,0.034376,0.1803
09/04/2023,MW,Brand Search,12296,1078,60.21,0.087671,0.0559
09/05/2023,MW,Brand Search,9652,1023,71.52,0.105988,0.0699
09/06/2023,MW,Brand Search,10148,1026,82.57,0.101104,0.0805
09/07/2023,MW,Brand Search,9699,789,72.19,0.081349,0.0915
09/08/2023,MW,Brand Search,12372,778,63.68,0.062884,0.0819
09/09/2023,MW,Brand Search,10700,926,70.22,0.086542,0.0758
09/10/2023,MW,Brand Search,11390,1025,67.64,0.089991,0.066
09/04/2023,MW,Nonbrand | Trail Running,15770,517,105.01,0.032784,0.2031
09/05/2023,MW,Nonbrand | Trail Running,15824,559,143.5,0.035326,0.2567
09/06/2023,MW,Nonbrand | Trail Running,13338,493,130.89,0.036962,0.2655
09/07/2023,MW,Nonbrand | Trail Running,13859,569,109.59,0.041056,0.1926
09/08/2023,MW,Nonbrand | Trail Running,10881,488,137.34,0.044849,0.2814
09/09/2023,MW,Nonbrand | Trail Running,15493,640,140.39,0.041309,0.2194
09/10/2023,MW,Nonbrand | Trail Running,14441,457,139.7,0.031646,0.3057
09/04/2023,MW,Nonbrand | Outdoor Apparel,10705,434,74.79,0.040542,0.1723
09/05/2023,MW,Nonbrand | Outdoor Apparel,9097,495,109.8,0.054414,0.2218
09/06/2023,MW,Nonbrand | Outdoor Apparel,9692,396,87.1,0.040858,0.22
09/07/2023,MW,Nonbrand | Outdoor Apparel,9653,514,97.98,0.053248,0.1906
09/08/2023,MW,Nonbrand | Outdoor Apparel,10443,389,75.16,0.03725,0.1932
09/09/2023,MW,Nonbrand | Outdoor Apparel,12639,454,93.34,0.035921,0.2056
09/10/2023,MW,Nonbrand | Outdoor Apparel,11883,448,84.38,0.037701,0.1883
09/04/2023,MT,Branded Search,8619,863,63.21,0.100128,0.0732
09/05/2023,MT,Branded Search,9304,756,59.67,0.081255,0.0789
09/06/2023,MT,Branded Search,7352,690,45.31,0.093852,0.0657
09/07/2023,MT,Branded Search,7351,652,64.32,0.088695,0.0986
09/08/2023,MT,Branded Search,8626,804,47.96,0.093207,0.0596
09/09/2023,MT,Branded Search,9444,664,47.93,0.070309,0.0722
09/10/2023,MT,Branded Search,7703,724,45.35,0.093989,0.0626
09/04/2023,MT,Nonbrand | Trail Running,9344,289,106.42,0.030929,0.3682
09/05/2023,MT,Nonbrand | Trail Running,11117,371,82.46,0.033372,0.2223
09/06/2023,MT,Nonbrand | Trail Running,8556,425,110.65,0.049673,0.2603
09/07/2023,MT,Nonbrand | Trail Running,11191,392,81.01,0.035028,0.2067
09/08/2023,MT,Nonbrand | Trail Running,10978,308,81.88,0.028056,0.2658
09/09/2023,MT,Nonbrand | Trail Running,10651,287,91.14,0.026946,0.3176
09/10/2023,MT,Nonbrand | Trail Running,9113,424,92.09,0.046527,0.2172
09/04/2023,MT,Nonbrand | Outdoor Apparel,8052,388,63.78,0.048187,0.1644
09/05/2023,MT,Nonbrand | Outdoor Apparel,9552,342,80.35,0.035804,0.2349
09/06/2023,MT,Nonbrand | Outdoor Apparel,9240,304,71.25,0.0329,0.2344
09/07/2023,MT,Nonbrand | Outdoor Apparel,9107,338,78.72,0.037114,0.2329
09/08/2023,MT,Nonbrand | Outdoor Apparel,9445,353,87.2,0.037374,0.247
09/09/2023,MT,Nonbrand | Outdoor Apparel,6997,317,69.86,0.045305,0.2204
09/10/2023,MT,Nonbrand | Outdoor Apparel,9059,361,65.03,0.03985,0.1801
09/04/2023,WE,Search - Brand,13585,947,77.88,0.069709,0.0822
09/05/2023,WE,Search - Brand,13693,1216,76.28,0.088804,0.0627
09/06/2023,WE,Search - Brand,12144,1177,87.04,0.09692,0.074
09/07/2023,WE,Search - Brand,10526,1145,71.68,0.108778,0.0626
09/08/2023,WE,Search - Brand,11381,1172,83.59,0.102979,0.0713
09/09/2023,WE,Search - Brand,12581,1200,69.67,0.095382,0.0581
09/10/2023,WE,Search - Brand,12042,953,83.94,0.07914,0.0881
09/04/2023,WE,Nonbrand | Trail Running,16251,569,128.62,0.035013,0.226
09/05/2023,WE,Nonbrand | Trail Running,17555,637,177.97,0.036286,0.2794
09/06/2023,WE,Nonbrand | Trail Running,18022,640,157.04,0.035512,0.2454
09/07/2023,WE,Nonbrand | Trail Running,13902,760,132.4,0.054668,0.1742
09/08/2023,WE,Nonbrand | Trail Running,16518,522,178.24,0.031602,0.3415
09/09/2023,WE,Nonbrand | Trail Running,18473,575,138.7,0.031127,0.2412
09/10/2023,WE,Nonbrand | Trail Running,18352,670,170.59,0.036508,0.2546
09/04/2023,WE,Nonbrand | Outdoor Apparel,14228,580,138.78,0.040765,0.2393
09/05/2023,WE,Nonbrand | Outdoor Apparel,12959,784,138.67,0.060498,0.1769
09/06/2023,WE,Nonbrand | Outdoor Apparel,17415,722,143.53,0.041459,0.1988
09/07/2023,WE,Nonbrand | Outdoor Apparel,13203,715,102.2,0.054154,0.1429
09/08/2023,WE,Nonbrand | Outdoor Apparel,18135,692,112.78,0.038158,0.163
09/09/2023,WE,Nonbrand | Outdoor Apparel,14842,572,130.63,0.038539,0.2284
09/10/2023,WE,Nonbrand | Outdoor Apparel,18514,538,151.5,0.029059,0.2816
09/11/2023,NE,Branded Search,11690,919,64.85,0.078614,0.0706
09/12/2023,NE,Branded Search,11054,1107,74.19,0.100145,0.067
09/13/2023,NE,Branded Search,10793,832,71.22,0.077087,0.0856
09/14/2023,NE,Branded Search,11228,1064,77.08,0.094763,0.0724
09/15/2023,NE,Branded Search,9131,1056,55.6,0.11565,0.0527
09/16/2023,NE,Branded Search,12951,1094,75.5,0.084472,0.069
09/17/2023,NE,Branded Search,9107,1110,67.67,0.121884,0.061
09/11/2023,NE,Nonbrand | Trail Running,13174,626,124.31,0.047518,0.1986
09/12/2023,NE,Nonbrand | Trail Running,17371,539,153.02,0.031029,0.2839
09/13/2023,NE,Nonbrand | Trail Running,16475,614,117.65,0.037269,0.1916
09/14/2023,NE,Nonbrand | Trail Running,12080,494,135.91,0.040894,0.2751
09/15/2023,NE,Nonbrand | Trail Running,15298,691,150.55,0.045169,0.2179
09/16/2023,NE,Nonbrand | Trail Running,16361,591,117.56,0.036122,0.1989
09/17/2023,NE,Nonbrand | Trail Running,12539,513,141.0,0.040912,0.2749
09/11/2023,NE,Nonbrand | Outdoor Apparel,10732,561,84.41,0.052274,0.1505
09/12/2023,NE,Nonbrand | Outdoor Apparel,12943,517,91.11,0.039944,0.1762
09/13/2023,NE,Nonbrand | Outdoor Apparel,12289,550,93.75,0.044755,0.1705
09/14/2023,NE,Nonbrand | Outdoor Apparel,10144,496,93.98,0.048896,0.1895
09/15/2023,NE,Nonbrand | Outdoor Apparel,13666,418,120.73,0.030587,0.2888
09/16/2023,NE,Nonbrand | Outdoor Apparel,11836,456,113.37,0.038527,0.2486
09/17/2023,NE,Nonbrand | Outdoor Apparel,14539,499,126.29,0.034321,0.2531
09/11/2023,MA,Search - Brand,8669,1027,63.54,0.118468,0.0619
09/12/2023,MA,Search - Brand,11616,1022,78.56,0.087982,0.0769
09/13/2023,MA,Search - Brand,9306,1283,66.24,0.137868,0.0516
09/14/2023,MA,Search - Brand,11654,947,58.52,0.08126,0.0618
09/15/2023,MA,Search - Brand,11391,1116,70.98,0.097972,0.0636
09/16/2023,MA,Search - Brand,12169,1061,82.91,0.087189,0.0781
09/17/2023,MA,Search - Brand,12188,917,71.99,0.075238,0.0785
09/11/2023,MA,Nonbrand | Trail Running,13638,490,123.63,0.035929,0.2523
09/12/2023,MA,Nonbrand | Trail Running,15176,424,139.77,0.027939,0.3296
09/13/2023,MA,Nonbrand | Trail Running,10782,534,120.99,0.049527,0.2266
09/14/2023,MA,Nonbrand | Trail Running,14876,489,99.49,0.032872,0.2035
09/15/2023,MA,Nonbrand | Trail Running,12635,599,138.74,0.047408,0.2316
09/16/2023,MA,Nonbrand | Trail Running,11148,580,115.38,0.052027,0.1989
09/17/2023,MA,Nonbrand | Trail Running,15870,411,118.54,0.025898,0.2884
09/11/2023,MA,Nonbrand | Outdoor Apparel,12914,440,112.01,0.034072,0.2546
09/12/2023,MA,Nonbrand | Outdoor Apparel,12965,467,95.82,0.03602,0.2052
09/13/2023,MA,Nonbrand | Outdoor Apparel,11383,588,98.15,0.051656,0.1669
09/14/2023,MA,Nonbrand | Outdoor Apparel,12560,545,111.92,0.043392,0.2054
09/15/2023,MA,Nonbrand | Outdoor Apparel,11342,524,101.49,0.0462,0.1937
09/16/2023,MA,Nonbrand | Outdoor Apparel,13981,392,93.63,0.028038,0.2389
09/17/2023,MA,Nonbrand | Outdoor Apparel,10775,418,108.72,0.038794,0.2601
09/11/2023,SE,Brand Search,6763,753,43.14,0.111341,0.0573
09/12/2023,SE,Brand Search,9092,989,46.97,0.108777,0.0475
09/13/2023,SE,Brand Search,8513,850,63.05,0.099847,0.0742
09/14/2023,SE,Brand Search,8012,646,45.18,0.080629,0.0699
09/15/2023,SE,Brand Search,8936,747,62.21,0.083594,0.0833
09/16/2023,SE,Brand Search,7653,708,60.89,0.092513,0.086
09/17/2023,SE,Brand Search,8820,875,48.4,0.099206,0.0553
09/11/2023,SE,Nonbrand | Trail Running,11779,417,104.47,0.035402,0.2505
09/12/2023,SE,Nonbrand | Trail Running,11812,384,128.71,0.032509,0.3352
09/13/2023,SE,Nonbrand | Trail Running,11408,520,105.27,0.045582,0.2024
09/14/2023,SE,Nonbrand | Trail Running,12876,468,116.9,0.036347,0.2498
09/15/2023,SE,Nonbrand | Trail Running,14486,539,127.65,0.037208,0.2368
09/16/2023,SE,Nonbrand | Trail Running,12041,548,123.6,0.045511,0.2255
09/17/2023,SE,Nonbrand | Trail Running,14771,552,104.87,0.037371,0.19
09/11/2023,SE,Nonbrand | Outdoor Apparel,10116,342,75.6,0.033808,0.221
09/12/2023,SE,Nonbrand | Outdoor Apparel,8253,453,76.09,0.054889,0.168
09/13/2023,SE,Nonbrand | Outdoor Apparel,10921,393,89.74,0.035986,0.2283
09/14/2023,SE,Nonbrand | Outdoor Apparel,9767,410,77.25,0.041978,0.1884
09/15/2023,SE,Nonbrand | Outdoor Apparel,10113,427,78.44,0.042223,0.1837
09/16/2023,SE,Nonbrand | Outdoor Apparel,10805,513,92.23,0.047478,0.1798
09/17/2023,SE,Nonbrand | Outdoor Apparel,8477,399,85.66,0.047069,0.2147
09/11/2023,MW,Branded Search,10152,723,58.07,0.071217,0.0803
09/12/2023,MW,Branded Search,9389,961,64.91,0.102354,0.0675
09/13/2023,MW,Branded Search,8920,830,65.44,0.093049,0.0788
09/14/2023,MW,Branded Search,9352,801,53.87,0.08565,0.0673
09/15/2023,MW,Branded Search,7936,736,64.11,0.092742,0.0871
09/16/2023,MW,Branded Search,9843,949,66.48,0.096414,0.0701
09/17/2023,MW,Branded Search,9972,948,46.7,0.095066,0.0493
09/11/2023,MW,Nonbrand | Trail Running,14898,556,133.26,0.03732,0.2397
09/12/2023,MW,Nonbrand | Trail Running,15666,587,141.13,0.03747,0.2404
