time,geo,kpi_orders,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,paid_social_video_impressions,paid_social_video_spend,retail_media_impressions,retail_media_spend,organic_sessions,email_sends,weather_index,competitor_price_index,promotional_event,holiday_flag
2023-08-21,MT,485,59341.12,122.35,17600000,215573,1738.56,108711,1122.15,52709.0,911.23,3986,10785,65.8,104.762,1,0
2023-08-21,WE,698,84584.05,121.18,51900000,303401,2438.05,150430,1551.44,76081.0,1317.82,5522,15021,58.44,104.338,1,0
2023-08-28,NE,550,66804.41,121.46,55200000,269327,2194.17,118646,1225.22,60731.0,1053.78,4844,10417,56.336,102.239,0,0
2023-08-28,MA,529,62898.8,118.9,31800000,242833,1948.96,105412,1092.13,56457.0,974.48,4615,10517,58.642,103.776,0,0
2023-08-28,SE,483,59567.87,123.33,47400000,214251,1719.2,102322,1058.15,50954.0,882.97,4189,8950,59.219,103.259,0,0
2023-08-28,MW,449,54092.24,120.47,40100000,218505,1783.81,89600,927.07,55629.0,965.01,4445,9695,58.469,103.627,0,0
2023-08-28,MT,405,48373.48,119.44,17600000,173040,1397.5,76714,791.46,47115.0,815.13,3750,7595,62.592,102.34,0,0
2023-08-28,WE,617,76359.22,123.76,51900000,297912,2408.43,129527,1343.79,67387.0,1165.22,5503,12454,58.548,103.943,0,0
2023-09-04,NE,585,70484.58,120.49,55200000,269738,2158.85,128363,1320.54,70405.0,1218.26,5138,12169,52.653,103.764,0,0
2023-09-04,MA,526,65392.25,124.32,31800000,258534,2102.34,115892,1205.18,57074.0,987.84,4814,11046,55.677,103.675,0,0
2023-09-04,SE,493,59516.88,120.72,47400000,225827,1816.31,106387,1105.77,53120.0,918.32,4160,10227,54.764,103.919,0,0
2023-09-04,MW,517,60647.63,117.31,40100000,249976,2017.01,112087,1153.62,61808.0,1071.19,4848,10358,54.274,103.899,0,0
2023-09-04,MT,434,53702.62,123.74,17600000,190800,1535.59,68245,708.63,47609.0,822.59,3715,9244,57.642,103.877,0,0
2023-09-04,WE,662,81715.2,123.44,51900000,314321,2551.75,142790,1480.37,71880.0,1244.09,5684,13380,55.032,103.672,0,0
2023-09-11,NE,592,70774.85,119.55,55200000,265399,2149.75,115552,1198.47,61006.0,1055.98,5403,10927,50.606,103.477,0,0
2023-09-11,MA,566,70344.88,124.28,31800000,257038,2071.02,103992,1076.23,66612.0,1152.29,4847,10519,51.508,103.115,0,0
2023-09-11,SE,469,58548.13,124.84,47400000,215413,1756.31,98934,1021.29,57886.0,1000.15,4389,9408,53.441,104.087,0,0
2023-09-11,MW,497,58219.2,117.14,40100000,232805,1891.8,96037,997.2,60939.0,1054.04,4633,10016,52.641,103.773,0,0
2023-09-11,MT,422,52172.15,123.63,17600000,212696,1715.21,79894,826.39,47996.0,833.22,3902,8773,57.348,103.846,0,0
2023-09-11,WE,599,70125.96,117.07,51900000,279771,2269.24,111344,1153.45,70525.0,1222.11,5169,13079,53.193,103.433,0,0
2023-09-18,NE,573,70147.91,122.42,55200000,256481,2073.1,126280,1312.41,66659.0,1155.88,5339,11949,49.971,102.551,0,0
2023-09-18,MA,533,62424.92,117.12,31800000,253795,2051.18,118000,1221.58,63987.0,1107.96,4861,10544,47.902,104.653,0,0
2023-09-18,SE,470,54882.2,116.77,47400000,220838,1772.83,99229,1022.48,50760.0,877.43,4122,9240,47.158,104.335,0,0
2023-09-18,MW,502,61854.27,123.22,40100000,233923,1903.41,116961,1209.01,55473.0,956.8,4348,9451,47.8,103.714,0,0
2023-09-18,MT,433,53361.49,123.24,17600000,204880,1651.2,78689,808.7,47533.0,822.91,3877,8210,50.336,104.53,0,0
2023-09-18,WE,635,76199.21,120.0,51900000,287421,2326.4,136253,1399.12,69018.0,1192.59,5442,12286,49.195,103.808,0,0
2023-09-25,NE,590,69858.1,118.4,55200000,276116,2259.36,109338,1135.34,63337.0,1095.08,5004,11744,46.917,103.543,0,0
2023-09-25,MA,530,64618.59,121.92,31800000,254090,2062.94,106980,1109.52,54726.0,947.46,4452,10481,47.27,104.815,0,0
2023-09-25,SE,441,50914.98,115.45,47400000,214341,1730.51,95933,989.16,50261.0,869.47,4226,9564,48.288,103.459,0,0
2023-09-25,MW,500,61029.84,122.06,40100000,227991,1855.61,109379,1129.43,57874.0,1004.88,4477,10123,47.266,102.965,0,0
2023-09-25,MT,423,49610.13,117.28,17600000,202872,1636.69,70113,729.95,43595.0,754.14,3956,8380,48.678,103.603,0,0
2023-09-25,WE,616,74769.4,121.38,51900000,273807,2237.23,122598,1275.71,68526.0,1182.94,5291,12025,45.168,104.495,0,0
2023-10-02,NE,556,67341.62,121.12,55200000,272133,2194.32,116329,1210.8,64256.0,1111.28,5309,10716,42.746,103.865,0,0
2023-10-02,MA,536,63832.21,119.09,31800000,258340,2079.64,102827,1060.3,57333.0,991.13,4926,11380,45.989,105.388,0,0
2023-10-02,SE,489,58425.17,119.48,47400000,241141,1947.46,92871,966.43,53640.0,931.11,4014,10111,44.919,105.084,0,0
2023-10-02,MW,492,59224.36,120.37,40100000,229941,1853.14,99991,1044.28,58260.0,1010.2,4307,10019,44.502,104.305,0,0
2023-10-02,MT,393,47995.95,122.13,17600000,177305,1434.34,75140,779.13,50080.0,866.22,3703,8142,45.937,103.271,0,0
2023-10-02,WE,576,67162.43,116.6,51900000,276713,2234.03,137633,1422.75,69283.0,1200.59,5040,12161,42.898,104.037,0,0
2023-10-09,NE,621,71884.9,115.76,55200000,267652,2178.05,121161,1248.61,66484.0,1148.87,4893,13273,40.252,103.791,1,0
2023-10-09,MA,591,68669.8,116.19,31800000,254389,2043.75,98784,1025.94,60420.0,1042.5,4365,11735,43.878,104.402,1,0
2023-10-09,SE,527,60341.88,114.5,47400000,222493,1787.34,92454,960.16,50646.0,874.07,4187,10352,42.566,104.348,1,0
2023-10-09,MW,509,60696.07,119.25,40100000,239870,1952.84,111783,1155.8,57230.0,990.23,4014,11133,40.163,105.246,1,0
2023-10-09,MT,468,56751.55,121.26,17600000,189735,1530.67,77013,797.79,46565.0,808.91,3840,9367,44.926,104.296,1,0
2023-10-09,WE,632,75697.22,119.77,51900000,265355,2148.13,124294,1278.76,62715.0,1083.44,5093,13557,40.836,104.568,1,0
2023-10-16,NE,531,60923.9,114.73,55200000,246108,1991.48,111307,1163.1,64484.0,1118.96,4817,11123,38.615,103.556,0,0
2023-10-16,MA,495,59198.03,119.59,31800000,231702,1855.53,101181,1049.24,55889.0,965.83,4433,10986,41.72,104.97,0,0
2023-10-16,SE,443,51732.69,116.78,47400000,210971,1704.01,87936,912.48,54905.0,952.52,4145,8958,37.644,103.452,0,0
2023-10-16,MW,501,60125.86,120.01,40100000,231480,1876.13,96403,1007.72,54415.0,938.87,4537,10077,38.322,105.496,0,0
2023-10-16,MT,399,47913.98,120.09,17600000,194618,1572.91,70954,733.04,43674.0,757.08,3589,7958,40.812,104.482,0,0
2023-10-16,WE,580,67254.65,115.96,51900000,266370,2140.94,126419,1312.63,63491.0,1096.37,5489,11219,37.306,103.507,0,0
2023-10-23,NE,574,67398.19,117.42,55200000,264354,2123.02,119431,1235.76,58333.0,1007.7,5151,11181,38.471,104.709,0,0
2023-10-23,MA,518,62188.42,120.05,31800000,233042,1898.12,106997,1111.92,60034.0,1041.44,4947,11034,36.314,104.982,0,0
2023-10-23,SE,447,50182.6,112.27,47400000,217169,1746.67,94587,985.82,47193.0,817.42,4314,9435,38.821,105.218,0,0
2023-10-23,MW,465,55400.55,119.14,40100000,217639,1749.12,99444,1029.56,50826.0,880.1,4102,9406,36.917,104.801,0,0
2023-10-23,MT,383,45379.38,118.48,17600000,202446,1636.82,68211,711.81,46647.0,806.09,3723,7739,42.321,106.423,0,0
2023-10-23,WE,554,66555.04,120.14,51900000,266877,2146.59,113879,1176.29,64760.0,1119.44,5237,12126,39.537,104.975,0,0
2023-10-30,NE,654,76700.97,117.28,55200000,280145,2263.96,160208,1652.95,70853.0,1229.21,5341,13397,37.868,106.603,1,0
2023-10-30,MA,632,71335.11,112.87,31800000,249650,2022.81,161806,1660.35,66347.0,1148.43,5183,13702,36.761,105.411,1,0
2023-10-30,SE,556,64447.01,115.91,47400000,215919,1746.82,141127,1456.88,56112.0,972.26,4608,11271,37.138,105.041,1,0
2023-10-30,MW,580,65469.45,112.88,40100000,243828,1967.64,132603,1369.08,55517.0,962.35,4615,11623,34.762,107.084,1,0
2023-10-30,MT,455,50985.21,112.06,17600000,215793,1743.36,90739,936.68,51250.0,884.98,3875,10530,40.921,106.02,1,0
2023-10-30,WE,684,77420.37,113.19,51900000,313485,2532.24,171549,1768.86,66168.0,1146.35,5788,14415,35.337,106.365,1,0
2023-11-06,NE,603,70614.93,117.11,55200000,273818,2191.04,136712,1416.22,64211.0,1112.43,5746,12103,32.724,109.918,0,1
2023-11-06,MA,583,68835.48,118.07,31800000,268629,2179.49,109419,1130.43,68688.0,1188.35,5032,11176,35.206,109.221,0,1
2023-11-06,SE,518,61655.99,119.03,47400000,247164,1988.92,103249,1067.55,52952.0,916.26,4564,10626,36.192,111.504,0,1
2023-11-06,MW,510,58557.11,114.82,40100000,238927,1915.69,110422,1136.98,55413.0,958.23,4519,11152,33.246,109.82,0,1
2023-11-06,MT,452,50410.92,111.53,17600000,201487,1636.31,75352,776.05,53932.0,933.97,4109,8615,37.55,109.304,0,1
2023-11-06,WE,684,78977.5,115.46,51900000,298676,2405.01,145881,1506.53,72395.0,1256.45,5930,12945,31.742,109.748,0,1
2023-11-13,NE,614,71017.34,115.66,55200000,295644,2419.86,119144,1230.15,69288.0,1195.21,5602,12513,30.524,111.506,0,1
2023-11-13,MA,603,68772.8,114.05,31800000,265685,2158.72,123449,1279.32,64091.0,1110.39,4895,11637,32.933,110.1,0,1
2023-11-13,SE,528,62228.73,117.86,47400000,228919,1829.78,119790,1240.86,58756.0,1015.47,4470,10016,31.059,111.333,0,1
2023-11-13,MW,562,65214.13,116.04,40100000,270346,2188.31,105131,1087.26,60021.0,1034.96,4797,10875,31.876,110.35,0,1
2023-11-13,MT,458,53328.06,116.44,17600000,215956,1743.28,83387,862.36,52448.0,908.17,4029,8561,35.11,111.979,0,1
2023-11-13,WE,644,73448.33,114.05,51900000,305281,2486.48,137011,1407.77,80147.0,1388.61,5545,13399,34.723,111.909,0,1
2023-11-20,NE,732,85458.17,116.75,55200000,307024,2468.77,186423,1914.06,71588.0,1241.61,5543,15653,30.993,112.24,1,1
2023-11-20,MA,680,78261.6,115.09,31800000,277510,2244.84,161435,1663.77,72711.0,1259.7,5562,15759,29.26,111.483,1,1
2023-11-20,SE,641,75594.82,117.93,47400000,259371,2085.37,145193,1507.07,65650.0,1134.81,5223,13852,30.546,111.631,1,1
2023-11-20,MW,623,72070.23,115.68,40100000,246465,1992.75,162856,1685.11,67605.0,1171.08,5558,13299,29.865,110.438,1,1
2023-11-20,MT,504,57821.05,114.72,17600000,231076,1874.83,112410,1161.03,53137.0,917.84,4655,11918,35.351,111.243,1,1
2023-11-20,WE,780,92604.99,118.72,51900000,330880,2687.04,200766,2076.44,80868.0,1405.05,6124,16244,31.952,111.22,1,1
2023-11-27,NE,728,85605.42,117.59,55200000,299013,2384.03,185018,1905.83,74629.0,1286.65,5662,14994,31.537,111.885,1,1
2023-11-27,MA,692,81536.58,117.83,31800000,318012,2566.81,162179,1670.52,76740.0,1329.78,5743,15836,32.06,114.304,1,1
2023-11-27,SE,626,72349.23,115.57,47400000,266381,2161.3,139215,1446.49,63646.0,1102.91,4996,12765,30.861,113.349,1,1
2023-11-27,MW,646,76885.23,119.02,40100000,288140,2321.77,161326,1660.3,66157.0,1144.71,5569,14666,28.885,113.57,1,1
2023-11-27,MT,517,59515.5,115.12,17600000,219599,1755.99,116323,1197.06,56586.0,978.46,4431,11569,36.013,112.346,1,1
2023-11-27,WE,754,84506.38,112.08,51900000,330770,2662.01,200664,2071.86,75583.0,1308.02,6767,16502,29.663,112.358,1,1
2023-12-04,NE,664,77243.26,116.33,55200000,318022,2590.97,132974,1379.0,73172.0,1269.17,5919,12817,30.371,112.536,0,1
2023-12-04,MA,637,74631.37,117.16,31800000,282405,2254.33,126328,1312.69,75211.0,1302.17,5564,13154,30.534,112.222,0,1
2023-12-04,SE,561,65578.75,116.9,47400000,249334,2033.1,102751,1061.32,61719.0,1066.5,5153,10797,31.379,112.297,0,1
2023-12-04,MW,623,71481.77,114.74,40100000,272386,2202.68,128229,1319.29,64462.0,1115.08,5007,11588,31.266,113.677,0,1
2023-12-04,MT,484,54445.8,112.49,17600000,218332,1774.08,92754,959.78,55555.0,959.77,4536,9111,35.59,113.235,0,1
2023-12-04,WE,701,78522.99,112.02,51900000,324289,2601.08,133362,1379.59,82604.0,1428.46,6422,14897,30.02,112.745,0,1
2023-12-11,NE,648,74018.22,114.23,55200000,327095,2636.51,131563,1357.93,79127.0,1372.3,6270,13042,30.945,114.871,0,1
2023-12-11,MA,622,71214.45,114.49,31800000,316271,2567.1,120357,1248.67,70563.0,1219.48,5731,12058,31.169,113.589,0,1
2023-12-11,SE,535,62785.41,117.36,47400000,252982,2048.39,101344,1050.16,62129.0,1073.75,5086,11571,30.426,114.383,0,1
2023-12-11,MW,589,66110.48,112.24,40100000,256420,2077.17,106203,1097.57,64839.0,1120.94,5254,12005,29.629,112.671,0,1
2023-12-11,MT,474,53553.16,112.98,17600000,233485,1907.5,84482,874.75,54797.0,944.37,4457,9585,31.653,113.362,0,1
2023-12-11,WE,699,83096.23,118.88,51900000,332743,2674.22,153835,1585.18,86584.0,1498.73,6061,14325,32.036,112.655,0,1
2023-12-18,NE,656,77066.96,117.48,55200000,305314,2444.36,137087,1413.44,69458.0,1201.93,5817,14023,30.314,113.887,0,1
2023-12-18,MA,640,76633.36,119.74,31800000,278004,2263.45,137141,1418.07,75650.0,1308.64,5278,12448,32.449,113.945,0,1
2023-12-18,SE,576,66844.38,116.05,47400000,272098,2202.77,101610,1053.66,65488.0,1134.6,4859,11563,30.997,114.944,0,1
2023-12-18,MW,592,66849.54,112.92,40100000,269761,2192.8,124333,1286.39,64855.0,1120.95,5590,11888,32.237,113.234,0,1
2023-12-18,MT,518,59426.96,114.72,17600000,206436,1668.9,98048,1015.15,54963.0,953.52,4407,9440,34.476,113.121,0,1
2023-12-18,WE,695,80488.52,115.81,51900000,330945,2694.26,149753,1539.78,82919.0,1436.3,6583,15141,30.052,114.806,0,1
2023-12-25,NE,755,90167.73,119.43,55200000,316745,2564.58,151872,1561.16,76725.0,1333.59,5653,17076,32.891,113.986,1,1
2023-12-25,MA,650,77285.09,118.9,31800000,281554,2282.37,144295,1484.33,73698.0,1272.96,5394,15007,31.999,114.164,1,1
2023-12-25,SE,592,68490.01,115.69,47400000,275184,2232.17,124839,1280.79,60197.0,1043.62,5381,13662,29.225,115.456,1,1
2023-12-25,MW,671,76965.57,114.7,40100000,265874,2143.63,124709,1286.21,72784.0,1259.84,5044,14187,28.999,113.956,1,1
2023-12-25,MT,547,64056.25,117.1,17600000,214128,1730.9,99263,1029.56,54280.0,936.71,4473,11524,37.073,113.855,1,1
2023-12-25,WE,771,89725.56,116.38,51900000,308015,2487.76,157695,1625.87,81984.0,1425.24,6391,16891,31.212,113.362,1,1
2024-01-01,NE,525,61004.56,116.2,55200000,254796,2057.93,106542,1099.62,57483.0,995.46,4371,10659,31.194,110.207,0,0
2024-01-01,MA,477,55349.41,116.04,31800000,220007,1770.8,100251,1029.67,54596.0,945.76,4204,9372,30.671,109.326,0,0
2024-01-01,SE,427,49057.31,114.89,47400000,200448,1626.51,79347,819.62,51220.0,885.7,3848,8221,32.507,110.444,0,0
2024-01-01,MW,462,54830.71,118.68,40100000,204786,1650.59,85969,893.17,50266.0,870.39,4265,8986,29.4,110.504,0,0
2024-01-01,MT,381,44690.82,117.3,17600000,166324,1351.45,0,0.0,45914.0,794.06,3159,7636,29.991,109.434,0,0
2024-01-01,WE,538,65952.61,122.59,51900000,264598,2135.76,121575,1247.07,56642.0,981.19,4891,11700,32.967,109.255,0,0
2024-01-08,NE,620,75298.74,121.45,55200000,258303,2107.58,152327,1570.18,64274.0,1117.04,5163,13421,33.37,111.623,1,0
2024-01-08,MA,582,70998.4,121.99,31800000,252797,2051.13,140020,1453.08,62701.0,1086.67,4980,13405,31.4,110.507,1,0
2024-01-08,SE,516,63228.22,122.54,47400000,223724,1810.93,135231,1385.68,53105.0,919.42,3994,11814,31.848,110.872,1,0
2024-01-08,MW,497,57591.49,115.88,40100000,218368,1760.14,136618,1410.69,58494.0,1012.34,4119,11912,32.074,111.15,1,0
2024-01-08,MT,412,49270.31,119.59,17600000,189857,1537.02,0,0.0,50132.0,869.11,3891,9230,30.298,110.663,1,0
2024-01-08,WE,688,79670.09,115.8,51900000,283496,2302.16,161666,1666.49,61222.0,1059.4,5110,14768,31.039,111.491,1,0
2024-01-15,NE,508,63016.92,124.05,55200000,238235,1920.71,98900,1027.96,61365.0,1062.72,4744,10507,35.304,110.576,0,0
2024-01-15,MA,489,60264.56,123.24,31800000,232866,1893.53,106221,1095.63,51111.0,884.18,4564,9993,35.124,111.305,0,0
2024-01-15,SE,439,52091.53,118.66,47400000,210378,1700.95,91517,944.44,46011.0,795.86,3852,8833,34.042,110.674,0,0
2024-01-15,MW,440,52727.15,119.83,40100000,214133,1732.18,101838,1050.4,51934.0,900.54,4051,8994,35.041,111.672,0,0
2024-01-15,MT,378,46558.3,123.17,17600000,177608,1429.43,0,0.0,46457.0,804.22,3403,7948,35.203,111.093,0,0
2024-01-15,WE,557,68531.11,123.04,51900000,263574,2125.84,124971,1297.39,59911.0,1035.17,5067,10540,33.282,110.454,0,0
2024-01-22,NE,512,60367.57,117.91,55200000,247741,2010.5,115915,1195.54,54334.0,940.92,4620,10879,37.916,110.084,0,0
2024-01-22,MA,462,54302.36,117.54,31800000,234213,1906.41,93555,965.58,57508.0,999.4,4664,9895,37.926,111.626,0,0
2024-01-22,SE,468,56754.2,121.27,47400000,192404,1557.12,85318,880.74,49361.0,857.5,3926,8515,33.723,109.452,0,0
2024-01-22,MW,483,56671.18,117.33,40100000,204825,1651.0,104299,1079.61,50996.0,884.07,4066,9322,36.104,111.227,0,0
2024-01-22,MT,364,44980.77,123.57,17600000,173845,1394.88,0,0.0,42163.0,728.96,3452,8310,34.918,110.12,0,0
2024-01-22,WE,519,61557.13,118.61,51900000,262783,2108.66,125426,1291.44,62108.0,1071.26,4834,10720,34.114,111.671,0,0
2024-01-29,NE,505,60021.76,118.85,55200000,253454,2056.16,119186,1229.88,63532.0,1102.36,4894,10749,38.525,110.926,0,0
2024-01-29,MA,505,61333.8,121.45,31800000,254952,2056.85,110091,1137.0,62300.0,1078.45,4217,10072,39.217,111.027,0,0
2024-01-29,SE,464,58245.02,125.53,47400000,223035,1798.39,98153,1006.54,46893.0,812.54,3893,9591,35.5,110.613,0,0
2024-01-29,MW,454,55682.06,122.65,40100000,227954,1835.6,91671,955.93,52471.0,909.2,4286,8898,38.926,111.216,0,0
2024-01-29,MT,397,49752.76,125.32,17600000,172033,1395.85,88341,914.29,44843.0,777.19,3267,8060,39.744,110.06,0,0
2024-01-29,WE,576,71483.98,124.1,51900000,258324,2102.59,110714,1142.39,69065.0,1195.03,5452,11974,37.308,111.314,0,0
2024-02-05,NE,541,63800.53,117.93,55200000,243903,1961.98,111668,1150.7,61116.0,1061.39,4794,10699,38.486,112.291,0,0
2024-02-05,MA,538,67020.58,124.57,31800000,226485,1838.66,98850,1031.33,56663.0,976.85,4792,10106,40.723,110.328,0,0
2024-02-05,SE,439,53175.7,121.13,47400000,223736,1801.7,94941,983.52,47439.0,822.16,3981,8593,41.125,111.375,0,0
2024-02-05,MW,473,56606.31,119.68,40100000,215805,1761.23,104599,1082.69,49276.0,853.51,4439,9683,41.458,111.737,0,0
2024-02-05,MT,378,45284.56,119.8,17600000,187676,1521.17,84085,867.63,45773.0,792.07,3326,8096,45.015,112.031,0,0
2024-02-05,WE,565,68310.59,120.9,51900000,269731,2198.85,116043,1204.84,69425.0,1200.82,5168,11753,41.084,111.341,0,0
2024-02-12,NE,559,70104.49,125.41,55200000,239863,1946.88,116967,1212.55,64028.0,1111.38,5073,11459,39.941,110.251,0,0
2024-02-12,MA,540,64109.79,118.72,31800000,236496,1923.03,100276,1042.01,58691.0,1012.97,4342,9698,39.782,110.99,0,0
2024-02-12,SE,464,57240.36,123.36,47400000,210506,1715.6,85841,892.33,52421.0,909.73,4112,9590,42.575,110.977,0,0
2024-02-12,MW,500,60363.17,120.73,40100000,217047,1751.86,112656,1164.55,57654.0,996.18,4488,9348,44.016,111.183,0,0
2024-02-12,MT,405,50059.22,123.6,17600000,182680,1463.29,88048,907.21,49159.0,850.51,3580,8063,46.701,112.051,0,0
2024-02-12,WE,597,72029.09,120.65,51900000,263559,2129.7,114752,1197.36,71539.0,1239.26,5578,11085,43.082,111.092,0,0
2024-02-19,NE,568,67163.86,118.25,55200000,266584,2150.9,122741,1270.93,62521.0,1082.77,5210,11246,42.86,111.179,0,0
2024-02-19,MA,520,62753.47,120.68,31800000,251687,2034.3,98811,1020.33,57957.0,1004.46,4525,10659,45.286,112.62,0,0
2024-02-19,SE,469,56589.4,120.66,47400000,214853,1736.58,96924,1010.62,53993.0,934.91,3998,9918,41.917,111.234,0,0
2024-02-19,MW,468,57601.41,123.08,40100000,229315,1868.14,105217,1085.31,54360.0,937.28,4283,9283,45.585,111.645,0,0
2024-02-19,MT,401,49297.02,122.94,17600000,187498,1509.43,72685,752.71,44826.0,775.1,3731,8648,46.263,110.733,0,0
2024-02-19,WE,611,75951.32,124.31,51900000,286428,2307.81,117371,1216.37,67187.0,1159.91,4995,11948,42.996,112.625,0,0
2024-02-26,NE,578,69269.38,119.84,55200000,273624,2200.19,132328,1370.11,70350.0,1218.02,4750,10668,48.334,112.547,0,0
2024-02-26,MA,531,66749.4,125.71,31800000,247929,1997.96,102497,1059.05,58752.0,1013.3,4613,10597,44.612,112.71,0,0
2024-02-26,SE,454,56570.5,124.6,47400000,202887,1644.22,101489,1051.17,53578.0,924.19,4010,9485,45.245,111.733,0,0
2024-02-26,MW,502,59093.82,117.72,40100000,230569,1877.91,105663,1099.05,57605.0,995.56,4678,9453,45.649,112.123,0,0
2024-02-26,MT,423,53113.86,125.56,17600000,191391,1547.62,87231,899.73,47929.0,831.41,3505,7848,51.724,111.243,0,0
2024-02-26,WE,618,76944.96,124.51,51900000,267971,2175.29,124088,1289.05,65391.0,1129.34,5025,12506,47.983,111.584,0,0
2024-03-04,NE,633,79546.76,125.67,55200000,287800,2304.48,137149,1411.68,67258.0,1166.64,5677,12610,49.361,113.221,0,0
2024-03-04,MA,593,70374.26,118.67,31800000,273903,2211.9,122254,1262.65,65417.0,1131.15,4874,12279,48.235,112.478,0,0
2024-03-04,SE,544,65152.72,119.77,47400000,256509,2069.34,108736,1122.41,58082.0,1004.83,4834,10465,51.673,113.516,0,0
2024-03-04,MW,539,65486.54,121.5,40100000,259883,2108.12,119504,1234.77,59460.0,1029.19,4449,11091,48.918,112.636,0,0
2024-03-04,MT,443,53490.14,120.75,17600000,195617,1578.63,84937,882.69,54498.0,944.17,3932,9679,52.418,111.991,0,0
2024-03-04,WE,660,79230.93,120.05,51900000,293922,2347.52,141751,1471.68,68047.0,1178.68,5556,14050,49.466,111.593,0,0
2024-03-11,NE,687,80426.14,117.07,55200000,285782,2312.76,140931,1460.33,75386.0,1304.48,5881,15257,53.988,112.316,1,0
2024-03-11,MA,687,84515.89,123.02,31800000,270066,2175.93,127337,1315.7,63345.0,1098.83,5624,14433,49.631,111.191,1,0
2024-03-11,SE,543,67208.56,123.77,47400000,247252,2020.26,100095,1032.14,57534.0,998.62,4728,12457,53.598,113.05,1,0
2024-03-11,MW,573,68401.39,119.37,40100000,252770,2035.89,107960,1115.4,60898.0,1053.83,4810,13135,50.776,111.904,1,0
2024-03-11,MT,498,61423.97,123.34,17600000,216802,1764.49,84597,876.81,48595.0,839.97,3987,11307,56.487,113.58,1,0
2024-03-11,WE,693,83058.6,119.85,51900000,304841,2443.18,136704,1408.0,74819.0,1290.04,5949,16716,51.713,111.688,1,0
2024-03-18,NE,740,91952.68,124.26,55200000,323707,2620.93,178028,1834.43,77874.0,1343.27,6576,17354,56.83,113.098,1,0
2024-03-18,MA,705,87574.81,124.22,31800000,304630,2469.37,168556,1748.79,78525.0,1360.63,5879,15567,55.74,113.114,1,0
2024-03-18,SE,633,74259.36,117.31,47400000,270554,2186.4,171757,1773.59,68431.0,1181.88,5075,13552,56.204,112.822,1,0
2024-03-18,MW,659,81570.29,123.78,40100000,308727,2498.91,153609,1594.71,69043.0,1192.17,5648,13859,53.055,113.112,1,0
2024-03-18,MT,560,66844.86,119.37,17600000,245657,1978.27,137829,1414.88,56776.0,979.42,4584,11419,60.802,112.956,1,0
2024-03-18,WE,769,92687.34,120.53,51900000,352201,2866.78,180836,1862.11,80895.0,1399.51,6467,17465,55.542,113.349,1,0
2024-03-25,NE,633,75371.09,119.07,55200000,296333,2420.56,133571,1388.89,74117.0,1284.28,5758,12358,59.472,111.731,0,0
2024-03-25,MA,598,73182.87,122.38,31800000,288244,2313.93,122953,1277.43,67942.0,1171.76,5103,12582,59.152,111.633,0,0
2024-03-25,SE,532,62058.91,116.65,47400000,258223,2083.88,120597,1243.64,56831.0,985.51,4449,10908,56.51,113.231,0,0
2024-03-25,MW,549,65484.19,119.28,40100000,264502,2152.06,108079,1117.54,65044.0,1126.11,5101,11610,55.094,113.376,0,0
2024-03-25,MT,461,56616.62,122.81,17600000,218880,1778.8,103229,1066.88,52885.0,913.08,3960,8835,60.186,112.729,0,0
2024-03-25,WE,653,79011.19,121.0,51900000,291190,2350.95,142357,1469.66,76168.0,1315.45,6483,12996,57.913,111.965,0,0
2024-04-01,NE,629,74659.03,118.69,55200000,308175,2470.86,124606,1288.47,77662.0,1342.3,5447,12868,57.667,111.778,0,0
2024-04-01,MA,642,77443.56,120.63,31800000,293121,2367.79,123348,1281.67,72374.0,1256.19,5723,12524,57.982,112.709,0,0
2024-04-01,SE,528,63211.19,119.72,47400000,255277,2070.34,117570,1211.47,58573.0,1016.4,4542,10256,61.841,112.954,0,0
2024-04-01,MW,567,65033.34,114.7,40100000,272328,2191.94,108226,1118.17,61406.0,1065.93,4944,11671,61.574,112.12,0,0
2024-04-01,MT,489,58966.65,120.59,17600000,218541,1755.76,99000,1018.28,52640.0,908.14,4342,10060,62.769,110.644,0,0
2024-04-01,WE,718,84651.83,117.9,51900000,335065,2726.33,147815,1534.08,78720.0,1361.35,6135,14322,61.713,112.58,0,0
2024-04-08,NE,664,79366.59,119.53,55200000,305465,2469.75,134152,1383.84,75973.0,1314.71,5954,13033,64.154,111.016,0,0
2024-04-08,MA,611,69817.95,114.27,31800000,278075,2253.48,134464,1398.2,70204.0,1211.85,5176,13254,60.985,111.269,0,0
2024-04-08,SE,543,63162.08,116.32,47400000,260179,2101.09,126393,1304.85,61400.0,1062.79,5246,10640,64.045,110.886,0,0
2024-04-08,MW,527,63294.59,120.1,40100000,268249,2170.36,134220,1389.17,66449.0,1148.23,5214,12223,61.243,111.899,0,0
2024-04-08,MT,498,57579.22,115.62,17600000,215397,1755.01,100744,1049.9,56759.0,981.81,4480,9126,68.443,112.19,0,0
2024-04-08,WE,688,80754.19,117.38,51900000,322064,2620.35,132838,1384.37,78066.0,1353.06,5929,13900,63.537,111.011,0,0
2024-04-15,NE,668,79572.77,119.12,55200000,316802,2576.8,149368,1535.75,78996.0,1365.87,5494,13190,64.105,111.649,0,0
2024-04-15,MA,615,70287.62,114.29,31800000,268661,2162.44,137536,1410.4,77396.0,1339.48,5891,12124,62.788,110.327,0,0
